"","pv5math","gender","escs","video_games","interest_broad_science","test_anxiety","ISCED_orient","school_id"
"107",-0.181211152221678,1,-1.2957,1,0.5305,-1.3014,1,6
"108",-1.01689277961266,1,-0.1433,0,0.6385,-0.6237,1,6
"109",-1.27861208958847,1,-0.9124,0,0.438,1.2407,1,6
"110",-1.3829154310069,1,-1.4335,0,0.8721,1.8135,1,6
"111",0.477213582680731,1,-0.5112,1,0.6496,0.5209,1,6
"112",0.0315219905780925,1,-0.4479,1,0.6496,1.0461,1,6
"113",-1.23826322491012,1,-0.6513,0,1.1878,1.0461,1,6
"114",-0.926630707437857,1,-1.2318,1,-0.3744,1.491,1,6
"115",0.218840662154295,0,-1.1869,0,-0.0848,1.7952,1,6
"116",-0.640774433021521,0,-1.5259,0,-0.7485,1.7184,1,6
"117",-2.19328433550217,1,-0.1428,0,2.4511,-2.505,1,6
"118",-1.08022546101588,1,0.8566,1,0.706,0.0244,1,6
"119",-0.223221906254943,1,0.8972,1,-0.237,-1.1801,1,6
"120",0.344251128917213,1,1.6044,1,-0.237,0.1903,1,6
"121",-0.186140293437636,1,-0.993,0,-0.1156,-2.505,1,6
"122",-1.27262024361494,1,-1.6439,0,-0.3744,0.4752,1,6
"123",-1.30844696038873,0,-0.3497,0,0.1911,1.1311,0,7
"124",-0.303376977863082,1,0.1715,0,0.5305,2.5493,0,7
"125",0.994083782800978,0,0.0913,0,0.5392,1.0496,0,7
"126",1.72196870951727,0,1.3386,1,0.1042,1.5125,0,7
"127",0.66154763663993,0,1.637,0,-0.1388,1.1338,0,7
"128",0.653498213369832,0,0.043,0,-1.0724,0.6725,0,7
"129",-1.19713428971825,0,0.2012,0,0.2367,1.4098,0,7
"130",2.0195034308971,0,1.1072,0,-0.2545,-0.5306,0,7
"132",0.398087299720876,0,0.1945,0,-1.2847,1.3538,0,7
"133",0.740097345741955,0,-0.094,0,-0.0908,1.2076,0,7
"134",0.721239988979983,0,0.2086,0,-0.2052,-0.308,0,7
"135",0.0277007755987486,0,-0.9306,1,-0.9308,2.5493,0,7
"136",0.236635314158696,0,1.1186,0,-0.3199,0.7964,0,7
"137",1.68524886853232,0,0.9707,0,0.8002,0.8425,0,7
"138",1.12767933727113,0,1.0861,1,0.0345,0.3997,0,7
"139",1.30582935397086,0,1.3772,0,0.438,0.2594,0,7
"140",-0.250015632589398,0,-0.3879,0,0.7736,0.7186,0,7
"141",0.754862158650309,0,0.6509,0,0.438,-1.005,0,7
"142",0.810710685271495,1,0.208,0,0.5353,-0.1131,0,7
"143",2.16847428824272,1,2.1391,0,0.6957,1.5125,0,7
"144",1.96213998472789,1,1.2558,0,-0.2197,-1.4251,0,7
"145",0.282648169087488,1,1.1959,0,0.33,0.4097,0,7
"146",1.14562095908243,1,-0.0055,1,1.1029,0.7993,0,7
"147",0.863834617780191,1,1.1376,1,0.4913,-1.1074,0,7
"148",0.523056857063101,1,0.9433,1,1.3674,1.4226,0,7
"149",0.69842575280153,1,-0.164,1,-0.9308,-0.3108,0,7
"150",1.04870002411817,1,0.9165,1,0.1075,-1.9346,0,7
"152",0.589509820520457,0,1.0594,0,-0.1178,1.7184,1,8
"153",0.95353142146693,1,0.2157,0,-0.172,0.5209,1,8
"154",1.3967245268523,0,-0.1554,0,-0.3859,-0.308,1,8
"155",0.954198438282851,0,-0.8049,1,-0.5172,1.0746,1,8
"156",1.30966187431996,0,-0.53,1,0.8185,0.0526,1,8
"157",0.504651715091584,0,-0.7292,0,-0.0443,1.2918,1,8
"158",0.715417723552876,0,-1.3862,1,-0.3744,0.5209,1,8
"159",0.0490679244477448,0,-1.4641,1,-0.6969,0.4517,1,8
"160",0.525137045099194,0,-0.098,0,-0.7097,0.7859,1,8
"161",0.401512826758572,0,-0.5632,1,1.0902,2.5493,1,8
"162",0.963706254252166,0,-1.0289,1,-0.5551,0.1884,1,8
"163",0.878237658856181,0,0.4056,0,-0.9308,0.1312,1,8
"164",1.05451098417552,0,-1.5511,0,0.438,1.9474,1,8
"165",0.985175151429015,0,-0.2042,0,-0.6447,1.9474,1,8
"166",0.602691881662218,0,-0.151,0,0.1138,0.4752,1,8
"167",2.4875683497575,1,0.1298,1,2.4511,1.4394,1,8
"168",-0.601047363680054,1,-1.1678,1,0.2884,0.2626,1,8
"169",1.05468056472194,1,-0.1368,1,0.6385,-0.0836,1,8
"170",0.442200852529756,1,-1.5773,0,-0.2431,-0.5562,1,8
"171",-0.0014218569065505,1,-0.1532,1,-0.4791,-0.9848,1,8
"172",-0.163280835780139,0,-0.2266,0,0.38,1.5125,1,8
"173",0.619842127590222,0,-1.1148,1,-0.408,-0.7086,1,8
"174",0.236804894705117,0,0.5795,1,-0.2052,1.1311,1,8
"175",1.22583255753938,0,-0.1536,1,-1.2668,0.1441,1,8
"176",0.951677340826065,0,-0.3554,1,0.015,-0.0908,1,8
"177",0.685955929954736,0,-1.2505,0,0.7736,0.9908,1,8
"178",1.75756931889583,0,-0.2424,0,-0.2926,-0.3165,1,8
"179",-0.699449302083051,1,0.3624,1,-0.326,1.7184,1,8
"180",1.37393290141338,1,0.1864,1,-0.2323,-1.5176,1,8
"181",-1.12075521161041,1,0.4329,0,-0.4792,0.4517,1,8
"182",-0.0543762088688255,0,-0.8878,0,-0.2052,0.3398,1,9
"183",-0.147543761072307,1,-0.8485,1,0.3664,1.7237,1,9
"184",0.142416362567408,1,-0.4415,1,-0.2926,0.1486,1,9
"185",0.989878185249747,1,-0.7211,0,-0.0589,0.2092,1,9
"186",0.500943553809854,0,-0.7234,0,-1.0207,0.5209,1,9
"187",0.272100259100127,0,-0.4557,1,-0.5488,0.3679,1,9
"188",1.17147633972669,0,-0.8738,1,-0.1178,1.181,1,9
"189",1.15409998640346,0,-0.2033,1,-0.7413,0.0752,1,9
"190",0.43557590584959,0,-0.6508,1,-0.3001,-1.7918,1,9
"191",0.565045000356844,0,-0.3358,1,-0.6418,0.1935,1,9
"192",-0.63212582515407,0,-0.8429,0,-0.5488,0.7186,1,9
"193",0.0754772682103134,0,0.6228,1,-0.7816,2.5493,1,9
"195",-1.0905811797173,0,0.2357,0,0.1976,0.0845,1,9
"196",-0.845786008274273,0,-0.044,1,0.6584,-0.567,1,9
"197",0.615455644122809,0,0.1032,0,-0.5488,0.7186,1,9
"198",-0.890057836259813,0,-0.2253,0,-0.7742,0.5209,1,9
"199",-1.21771006268395,0,-0.407,1,0.228,0.4752,1,9
"201",0.0655059320807824,0,-0.0481,0,-0.0908,0.7186,1,9
"202",0.958618837859549,0,-0.8082,0,0.1457,0.5209,1,9
"203",0.854790321971091,0,-0.0983,0,0.1883,-0.0345,1,9
"204",-1.14850989437458,0,-1.0089,0,-0.2052,0.3964,1,9
"205",0.139024751638995,0,0.2194,0,-0.5577,1.8135,1,9
"206",0.633860786094326,0,-0.3062,1,-0.237,2.5493,1,9
"207",0.0779192280787703,1,-0.8154,1,-0.4564,0.3366,1,9
"208",-0.349186336136169,1,0.9961,1,-0.3744,-0.2702,1,9
"209",0.256917147510601,1,-1.3778,1,-0.2052,0.63,1,9
"210",0.880498732808455,1,-1.5667,0,0.0598,-0.0374,1,9
"211",0.183895764221888,1,0.2674,1,-0.2669,0.5209,1,9
"212",-0.311776867595783,1,1.1942,0,0.2592,-1.0078,1,9
"213",1.3242571066819,1,-0.874,1,0.279,-0.8783,1,9
"214",-0.0440657116464522,1,-0.9062,1,-1.0724,0.2594,1,9
"215",0.22234532678032,1,0.7018,0,-0.7054,1.1199,1,9
"216",0.110896991672698,1,-0.7402,0,-0.8161,0.6758,1,9
"217",0.326377339324481,1,0.9736,0,0.228,-0.0374,1,9
"218",0.588017511711955,1,0.2135,0,0.685,0.6758,1,9
"219",1.07482673363671,1,0.8347,0,0.2649,-1.005,1,9
"220",0.265950137949939,1,-0.4293,1,0.1393,0.4517,1,9
"221",0.502164533744083,1,-0.7622,1,1.2221,-0.7209,1,9
"225",-2.06114717373124,0,-1.3396,1,0.015,-0.8135,1,10
"227",-3.55302637818164,1,0.7429,1,0.4348,0.5209,1,10
"228",-2.0973921891862,1,0.4395,1,-0.3744,0.1311,1,10
"230",-0.271597583463861,0,0.8652,0,0.0211,0.7257,1,10
"231",-1.16663240210206,0,-0.5386,1,-2.4981,2.5493,1,10
"232",1.72531509896663,0,-0.5402,1,-2.4981,-0.0374,1,10
"233",-1.34448847918799,0,0.128,0,-1.0845,0.7993,1,10
"234",-0.287673819264534,0,-0.0424,0,1.234,0.5306,1,10
"236",-0.501232254056884,1,0.4485,1,0.8185,0.5209,1,10
"238",0.218750219196203,1,-0.9952,1,1.4315,0.5736,1,10
"239",0.191368613634156,1,-0.4199,1,0.7736,-0.1405,1,10
"240",-0.65780031988215,1,0.2772,1,-0.1626,0.803,1,10
"241",-0.75301414401244,1,-0.5947,0,0.5305,0.5209,1,10
"242",-0.664922702831816,1,-0.7364,1,-0.1626,0.206,1,10
"243",-0.764477788950473,0,-1.8188,1,-0.3744,0.2594,1,10
"267",-1.13919426969121,0,0.2002,0,2.2358,-0.5914,1,11
"268",-0.928846559911086,0,-0.612,1,-0.2273,0.2463,1,11
"269",-1.14399905183979,0,0.0999,1,0.5305,0.5209,1,11
"270",-1.50354372636076,0,-0.5634,0,-0.3744,0.0752,1,11
"271",0.129810875283476,1,0.7272,1,0.3411,-0.4305,1,11
"273",-1.64697495252331,1,0.0942,1,-0.7097,-0.9377,1,11
"274",-0.944640161467725,1,-0.8618,1,-1.6194,-0.6871,1,11
"275",-1.28329251266968,1,-0.0572,1,-2.4981,-0.0955,1,11
"276",-0.393729492995982,0,0.3474,0,0.5164,0.2594,1,11
"277",-0.394792197753551,0,-1.4484,0,-0.0369,0.5209,1,11
"278",-1.36689572205504,1,-0.2684,1,0.1042,-0.0345,1,11
"279",-0.0386052180517087,0,-0.48,0,0.1976,0.4785,1,11
"280",0.347733182803716,0,-0.871,0,-0.6053,1.3418,1,11
"281",-0.513577717836305,0,1.0358,0,-0.3744,0.0752,1,11
"282",-1.62147003834165,0,-1.0128,1,-0.1991,2.5493,1,11
"283",0.55300478156098,0,-1.4944,0,0.228,0.7721,1,11
"284",0.735654335425734,0,-0.0627,1,-0.2865,-0.3539,1,11
"285",-0.592421366552126,0,0.3265,0,0.1042,0.0752,1,11
"286",1.17223379950071,1,0.6656,1,-0.4019,-0.2702,1,11
"287",-1.51964257290096,0,0.3424,0,0.438,0.9242,1,12
"288",-0.257556314220235,1,0.8097,0,0.6833,0.3997,1,12
"289",-0.67787865657835,1,0.5049,1,1.6345,1.4394,1,12
"290",0.171018948063683,1,-1.4057,1,0.4952,0.1506,1,12
"291",1.31318914968551,1,-0.6572,0,1.1029,0.7993,1,12
"292",1.65512005811826,1,-0.5111,1,0.249,-0.0746,1,12
"293",-0.346348688326064,1,0.8988,1,0.1442,0.9874,1,12
"294",0.258669479823615,1,-1.0886,0,-0.0529,1.3453,1,12
"295",0.403581709424903,1,-2.2151,1,0.4447,0.1016,1,12
"296",0.916189785145113,1,0.5123,1,-0.2052,0.5209,1,12
"297",-0.626484445643145,1,-0.0219,0,1.0227,0.4517,1,12
"298",0.183477465540717,1,-0.625,1,0.5305,0.5209,1,12
"299",-0.285921486951522,1,0.3302,0,1.1646,1.2918,1,12
"300",0.784945747585324,1,0.283,1,-1.0606,0.219,1,12
"301",1.76520044348476,1,0.5748,1,0.9736,-0.308,1,12
"302",1.16816386638661,1,-0.3115,1,0.7546,0.1806,1,12
"303",0.610232563293054,1,-0.5766,0,0.7512,2.5493,1,12
"304",0.862523194887872,1,1.229,1,0.7389,0.7291,1,12
"305",-0.715751645278952,1,0.2604,1,0.5305,0.6758,1,12
"307",0.184822804542321,1,-0.3931,1,0.8609,0.0752,1,12
"308",-1.33139686100432,1,-1.4047,0,0.2335,-0.3318,1,12
"309",0.477835378017606,1,0.1402,1,0.438,1.0016,1,12
"310",0.462075692570251,1,0.4913,1,-0.065,-1.6189,1,12
"311",1.66064838393158,1,-0.0177,1,0.2009,0.3233,1,12
"312",-0.336558238112714,1,0.0377,1,0.7736,0.5209,1,12
"313",-0.646110567548889,1,1.019,1,1.0609,-1.7251,0,13
"314",-0.212221781477126,1,1.2623,1,0.6496,-0.4671,0,13
"315",0.522367229507657,0,1.529,1,-0.0577,1.0016,0,13
"316",1.39614795299447,0,1.1432,0,-0.0095,0.7993,0,13
"317",0.842388331342864,0,1.1348,0,0.7736,-0.3577,0,13
"318",0.853264097053306,0,1.2709,0,0.206,1.4394,0,13
"319",0.873410265968074,0,1.0966,0,0.2719,-0.308,0,13
"320",1.0992689430608,0,1.0077,0,0.1105,2.5493,0,13
"321",0.843077958898309,0,1.6431,1,-0.172,0.2092,0,13
"322",-0.891346648412609,0,0.3424,0,1.0787,1.7184,0,13
"323",0.0933171416937622,0,-0.5231,0,-0.1287,0.0752,0,13
"324",1.16270337279187,0,1.2732,1,1.0787,-0.9491,0,13
"325",1.40139364456375,0,1.1365,0,1.2179,-1.6189,0,13
"326",0.737327530150418,0,1.4695,1,0.5305,2.5493,0,13
"327",1.50012343868983,0,1.6319,0,0.0284,0.3265,0,13
"328",0.599955982179966,0,0.984,0,-0.1509,0.8459,0,13
"329",1.1483229424554,0,1.2733,0,0.1976,1.1338,0,13
"330",1.52430562460941,0,1.0997,0,-0.1239,0.4517,0,13
"331",1.04896004762269,0,0.8205,1,-0.2052,0.5209,0,13
"332",1.27795031213931,0,-0.7575,0,0.9659,-0.308,0,13
"333",1.37019082402236,0,0.5766,0,-0.0034,-0.0374,0,13
"334",1.1491708451875,0,-0.0208,0,0.1042,1.3578,0,13
"335",0.801994245185476,0,1.3747,0,-0.0443,1.0461,0,13
"336",0.0386217627882351,1,1.0587,1,-0.7226,1.7952,0,13
"337",1.38397206976147,1,1.6439,0,1.1228,1.8135,0,13
"338",1.69051717084112,1,1.3685,0,0.6584,0.219,0,13
"339",1.12487560557031,1,0.0167,1,0.4827,2.5493,0,13
"340",0.977521416100565,1,0.2944,0,0.6584,-0.4305,0,13
"341",1.24892942796187,1,1.1806,0,0.6496,-0.0345,0,13
"342",1.9454532589601,1,1.4787,0,0.4283,0.4752,0,13
"343",0.909112623674493,1,1.3924,0,-0.0876,2.5493,0,13
"344",1.20810573775354,1,1.2319,1,0.7736,0.7186,0,13
"345",1.33559639255256,1,1.1938,1,1.0787,-0.6871,0,13
"346",0.038847870183463,1,0.1257,1,0.0954,0.5209,0,13
"347",1.36105608525517,1,1.4426,1,0.7736,-0.0345,0,13
"348",1.00739020301011,1,-0.4367,0,0.6098,1.8135,0,13
"349",0.609079415577395,1,0.7737,1,0.1042,-0.0836,0,13
"350",0.470712995067941,0,-0.6323,0,0.4952,0.8425,0,13
"351",-0.0181538041533839,1,1.3453,0,0.7991,0.0752,0,14
"352",0.118618559219716,0,2.0487,1,0.4447,1.1338,0,14
"353",0.721613066182109,0,0.9982,0,-0.8083,-0.6871,0,14
"354",2.28964524134513,0,1.2735,1,0.6098,-0.308,0,14
"355",1.39034829830689,0,1.3636,1,0.9063,-0.6237,0,14
"356",1.276401476482,0,1.7119,0,-0.011,-0.0345,0,14
"357",0.850980412361508,0,1.4075,0,0.2809,0.5632,0,14
"358",1.19855270030518,0,1.4717,0,1.5466,-0.4644,0,14
"359",1.43841873053225,0,1.1277,0,0.2405,-1.3014,0,14
"360",0.246889284532263,1,1.5689,1,-2.4981,0.3265,0,14
"361",0.677058603952534,1,1.306,0,0.38,0.7186,0,14
"362",0.102180551586679,1,1.3073,1,0.1123,0.3781,0,14
"363",0.497925020083568,1,1.5895,1,0.0544,0.2158,0,14
"364",1.03071318082783,1,1.2346,1,0.9138,-0.0807,0,14
"365",-0.166875943364255,1,1.4202,0,0.2685,0.2594,0,14
"366",1.19450537793061,1,1.1615,1,-0.3124,1.0016,0,14
"367",1.46242003053565,1,0.8141,1,1.2664,-0.7425,0,14
"368",0.685752433299031,1,1.6257,1,-0.0369,-0.7766,0,14
"369",1.11292582973254,1,1.6548,1,-0.0369,-0.6871,0,14
"370",0.770542706509334,1,1.4177,0,-0.1239,0.7186,0,14
"371",0.603517173654798,1,1.4514,0,0.5305,-0.308,0,14
"372",1.05553977282381,1,1.6358,0,-2.4981,2.5493,0,14
"373",1.10971510472031,1,1.4403,1,1.0795,-1.3014,0,14
"374",0.89493568999373,0,1.4609,0,0.6957,-0.308,0,14
"375",0.299142703569332,0,1.3127,0,-0.0034,1.5125,0,14
"376",0.223012343596242,0,0.5232,1,-0.0781,-0.7766,0,14
"377",0.332844010827987,1,1.4757,0,-1.0845,0.6434,0,14
"378",1.50285933817208,1,1.493,1,0.7428,-0.2067,0,14
"379",1.37755061973701,1,1.1308,0,0.1123,0.0721,0,14
"380",1.47210873242114,1,1.7334,1,-1.3032,0.5209,0,14
"381",-1.0364058478208,0,-0.5596,1,-1.2668,0.9715,1,15
"382",-0.194528877800576,1,-1.5546,1,-0.9308,-0.0374,1,15
"383",-0.504556032766729,0,-1.5546,1,0.5305,0.7153,1,15
"384",-0.645432245363207,0,-0.7942,0,-0.1178,1.1311,1,15
"385",-0.439776264034057,0,-1.3414,1,-2.4981,-0.2067,1,15
"386",-0.700772030345132,1,0.057,1,0.5305,2.5493,1,15
"387",0.729323328359366,1,-0.4682,1,0.9562,1.4098,1,15
"388",0.651745881056819,1,0.5489,1,-1.2668,0.8999,1,15
"389",0.205850792298476,1,0.6201,0,-2.4981,0.1046,1,15
"390",0.0487174579851422,1,0.4555,1,0.1042,0.219,1,15
"391",-0.915087924911494,1,-1.0504,1,-0.3744,0.5209,1,15
"392",1.39897429543482,0,-1.1106,0,-0.2052,0.206,1,15
"393",-0.0789201666207679,0,-1.6043,0,-0.1586,0.3997,1,15
"394",-0.48424028330554,0,-1.392,0,-0.9216,0.8531,0,16
"395",-0.609955995052016,0,-0.2916,1,0.2436,-1.5176,0,16
"396",-0.882166688166374,1,0.3979,1,0.3547,0.7291,0,16
"397",-0.409523094552621,0,-0.3958,0,-0.0034,1.8135,0,16
"398",-0.371570968263689,0,-0.3841,0,0.3411,0.8425,0,16
"399",0.621130939743018,0,0.0261,0,-0.0034,1.4987,0,16
"400",0.46716310896287,0,0.19,0,-0.8083,0.9908,0,16
"401",0.205398577508022,0,0.3466,0,0.228,0.7993,0,16
"402",0.27154629598182,0,-0.2455,0,2.4511,0.206,0,16
"403",0.322149131033728,0,-0.4431,1,0.5305,-0.0509,0,16
"405",-0.623952042816597,0,1.2184,1,-2.4981,0.5209,0,16
"406",-1.24177919490591,0,0.0642,1,2.4511,1.0496,0,16
"407",-0.139143871339606,0,0.42,1,0.7736,1.1311,0,16
"408",1.20758569074452,0,-1.081,1,0.9248,0.7186,0,16
"409",1.69131985209418,0,0.0076,1,2.4511,0.2594,0,16
"410",1.18211469267215,0,1.5715,1,0.9248,1.181,0,16
"411",1.10823410128157,1,1.2496,0,0.964,0.5306,0,16
"412",0.541269807748674,1,0.9891,1,0.6584,-0.2039,0,16
"413",0.668896126984822,1,0.7153,1,0.5305,-0.4671,0,16
"414",-0.344155446592358,1,-0.064,1,0.8849,0.5083,0,16
"415",1.40713677240253,1,-0.505,0,1.2221,0.8565,0,16
"416",2.81288036464103,1,1.0099,1,0.8185,1.0016,0,16
"417",-1.82441273092807,1,1.2657,0,0.1409,0.7291,0,16
"418",-0.702038231758405,1,0.8203,1,0.1075,-0.0345,0,16
"419",1.48732576011995,1,0.2611,1,0.9659,-0.3643,0,16
"420",0.550585432432046,1,0.2541,1,1.234,0.4517,0,16
"421",0.248528563147662,1,1.5317,1,0.5305,-0.6762,0,16
"422",0.272077648360603,1,-0.2265,1,0.5305,-1.0327,0,16
"423",1.70516893005187,0,1.4677,1,0.438,-0.567,0,16
"424",0.676504640834227,0,0.4875,1,1.3588,1.4394,0,17
"425",-2.64792978045582,0,-1.1164,0,1.1786,1.2918,0,17
"426",-1.58262478784157,0,-0.0241,1,-0.7212,0.5022,0,17
"427",1.25714843177838,1,0.4544,1,1.0687,0.0752,0,17
"428",-0.410167500629019,0,-0.9144,0,-0.5836,1.4987,0,17
"429",-0.0718203944106253,0,0.3247,1,0.3315,0.7754,0,17
"430",1.13752631433329,0,0.5523,1,-1.2668,-0.308,0,17
"431",0.0889871850751557,0,-1.81,0,-0.0848,2.5493,0,17
"432",-0.906789783506646,0,-0.0735,0,0.0345,0.4752,0,17
"433",0.779993995629843,0,0.0616,1,-0.1178,1.1311,0,17
"434",0.699149296466259,0,1.6123,1,1.0787,-0.4671,0,17
"435",-0.312116028688625,0,-0.2677,0,-0.01,2.5493,0,17
"436",-1.03651890151841,0,-0.4558,1,-0.8083,1.0016,0,17
"437",-1.33703824051525,0,-0.4042,0,-0.1626,1.1338,0,17
"438",-0.372452787105076,0,-0.0797,1,-0.7742,0.8531,0,17
"439",-0.41914396421955,0,-0.4242,0,0.8609,-0.7849,0,17
"440",-0.0182442471114747,0,1.0395,1,-1.0724,-0.308,0,17
"441",1.2546273343216,0,0.1463,0,-0.9216,-0.6871,0,17
"442",-0.819297526923374,0,1.0754,1,0.9003,1.1338,0,17
"443",-0.366020031710854,1,0.8212,1,-0.14,0.4002,0,17
"444",-0.0502271381664011,1,-0.5023,1,2.1765,0.5209,0,17
"445",-0.371797075658917,1,1.0184,0,-0.0737,0.7806,0,17
"447",0.543847432054268,0,-1.6238,0,-0.1991,-0.308,0,17
