"","gender","index_immigration_status","home_possessions","cultural_possessions","home_edu_resources","escs","video_games","sport_after_school","read_books","internet_social","meet_friends","study_before_school","study_after_school","learning_time_math","learning_time_lang","learning_time_science","disciplinari_climate","subjective_well_being","enjoy_science","interest_broad_science","intrum_motiv_science","motivat","test_anxiety","education_parents_medium","education_parents_high","pv5math"
"5328",1,1,44844,0.2737,1.1563,0.4284,1,0,0,1,1,0,0,3,4,0.416666666666667,0.5529,-0.5021,-0.7662,-0.475,-0.494,-0.4055,0.1537,1,0,381.162
"5329",0,1,37162,2.1655,-0.1108,1.0469,0,1,1,1,1,0,1,3,6,0.416666666666667,-0.3022,-0.6334,-2.1154,0.0795,-0.3035,-1.6866,1.181,0,1,535.066
"5330",0,1,58356,2.1655,1.1563,1.7422,0,1,1,1,1,1,1,3,6,0.416666666666667,-1.3831,-1.5735,2.1635,1.0721,1.356,-0.37,1.5125,0,1,569.083
"5331",0,1,36310,0.6062,-0.7026,-1.28,1,1,1,1,1,0,0,3,5,0.416666666666667,0.6558,0.2947,2.1635,0.5217,0.7648,0.4631,0.206,0,0,560.443
"5332",0,1,39053,1.0478,-0.7218,0.8065,0,1,1,1,1,1,1,3,4,0.416666666666667,0.8934,0.6642,-1.3786,-0.0503,-0.5555,-0.4495,0.2594,0,1,588.448
"5333",0,1,39284,1.0478,-0.1108,-1.2533,0,0,1,1,1,0,1,3,5,0.416666666666667,1.3185,0.7124,0.5094,1.1786,0.3708,-1.5087,0.0274,0,0,613.795
"5334",0,1,41430,0.7777,1.1563,1.1005,1,1,1,1,1,1,1,2.75,3.66666666666667,0.383333333333333,1.8837,0.6642,-0.1945,0.6841,-0.2874,0.4631,-0.308,0,1,587.858
"5335",0,0,35424,-0.5041,1.1563,-0.6617,1,0,0,1,1,0,1,2.75,4.58333333333333,0.383333333333333,0.1952,0.3171,-0.5781,-0.2052,-0.4595,-1.3281,0.6434,1,0,493.57
"5336",0,1,45862,0.6093,1.1563,0.2922,0,1,1,1,1,1,1,3,5,0.416666666666667,-1.0246,1.5611,-1.4847,-0.4651,0.3708,-1.454,-0.3165,0,1,621.6
"5337",0,1,40891,0.2293,1.1563,-0.5434,1,1,0,1,1,0,1,3,3,0.416666666666667,-1.258,0.6642,-1.6408,-0.6418,-0.4595,-0.7662,1.2076,1,0,480.152
"5338",0,1,42283,0.7777,1.1563,1.4211,0,1,1,0,1,1,1,3,6,0.416666666666667,-2.4162,0.6642,-0.1379,-0.5836,-0.0948,0.5952,1.3418,0,1,518.392
"5339",0,1,36426,0.6093,-0.1108,1.1232,0,0,0,1,1,0,1,2.75,3.66666666666667,0.383333333333333,-2.4162,-0.082,-0.8208,-0.2052,-0.5375,-0.1756,1.3578,0,1,519.656
"5340",0,1,40438,0.3744,0.0321,-0.1241,0,1,1,1,1,1,1,3,4,0.416666666666667,0.5529,-0.3824,-0.7639,0.324,0.3693,0.4631,1.1924,1,0,467.936
"5341",0,1,55479,0.7777,1.1563,1.899,0,1,0,1,1,1,1,2.75,3.66666666666667,0.383333333333333,-1.5571,0.1643,-1.2109,-0.9308,-0.3035,-0.4187,-0.155,0,1,596.966
"5342",0,1,30627,-0.9969,-0.1108,-0.652,0,1,0,1,1,1,1,3,3,0.416666666666667,-0.8504,0.6642,-0.8208,0.2212,-0.7778,-0.1651,0.206,1,0,487.473
"5343",0,1,44479,0.7777,1.1563,-0.1843,0,1,1,1,1,1,1,3,5,0.416666666666667,1.1892,0.3171,0.8433,0.438,0.3708,0.4631,-0.0807,1,0,651.834
"5344",0,1,33334,-0.4343,-0.1108,-0.1599,0,0,0,0,1,0,1,3,7,0.416666666666667,0.5252,1.5043,-0.8208,0.275,-0.7778,-0.8234,-0.7999,1,0,551.304
"5346",0,1,43908,0.2737,1.1563,0.3527,1,1,0,0,1,0,1,3.66666666666667,3.66666666666667,0.383333333333333,0.4477,-0.0621,2.1635,-0.679,0.3708,0.1928,1.3418,1,0,493.669
"5347",0,1,34409,-0.2031,1.1563,-0.637,0,0,1,1,0,1,1,2.75,3.66666666666667,0.383333333333333,-0.1023,0.0248,-2.1154,-0.5577,-0.5375,-1.0795,1.9474,1,0,450.317
"5348",0,1,31731,-1.2278,-0.6303,-1.4689,1,1,0,0,1,1,1,2.5,3.33333333333333,0.35,0.9971,-0.0621,-0.8208,-1.0724,-1.3072,-0.2111,-0.0345,0,0,529.765
"5349",0,1,39965,2.1655,0.0321,1.1913,0,1,1,0,0,0,1,3,4,0.416666666666667,-0.9688,-0.3482,-0.1379,0.2009,-0.709,1.0385,1.1311,0,1,541.266
"5350",0,1,36676,0.3005,-0.1108,0.0042,0,0,0,1,1,0,1,2.75,3.66666666666667,0.383333333333333,1.8837,1.0269,-0.7802,-0.0416,-0.3035,-0.4954,-0.0374,1,0,559.903
"5351",0,1,33447,-0.4246,-0.1108,-0.1351,0,1,0,1,1,1,1,3,6,0.416666666666667,0.7001,0.0575,-0.3398,-0.0034,-1.9301,-0.3804,-0.3661,1,0,483.418
"5352",1,1,36013,0.2162,1.1563,-1.4355,1,0,0,1,1,1,1,3,5,0.416666666666667,1.3818,-0.4401,0.5094,0.6496,-0.494,0.8598,0.7291,0,0,691.949
"5354",1,1,40910,0.7777,1.1563,0.2548,1,1,1,0,1,0,1,2.75,3.66666666666667,0.383333333333333,1.1892,-0.1515,0.125,0.6098,-0.7778,-0.4495,-0.308,0,1,527.131
"5355",0,1,28753,-0.2818,-0.7218,-1.7437,0,0,0,1,1,1,1,4,4,0.416666666666667,-0.5148,-0.4725,-0.7639,-0.1586,-0.7778,-0.4363,0.9715,0,0,391.424
"5357",1,1,39939,1.0478,1.1563,-1.2913,0,1,0,1,1,1,1,3,3.75,0.316666666666667,-1.0005,0.0248,-0.1833,0.9248,-0.4595,0.8101,0.0752,0,0,229.108
"5359",1,1,33544,-0.2818,1.1563,-1.3816,1,1,0,1,1,1,1,4,8,0.716666666666667,-1.0781,-0.604,0.5094,0.4161,0.3708,0.8598,-0.0345,0,0,368.124
"5360",0,1,44398,2.1655,-0.1108,-0.3319,1,1,0,1,1,1,1,3.66666666666667,5.5,0.666666666666667,-0.1502,2.5915,-0.576,0.5305,0.3708,0.1246,0.5175,1,0,528.171
"5361",0,1,33823,-0.831,1.1563,0.2031,0,0,0,1,1,0,1,3.75,8.75,0.866666666666667,-0.8504,-0.0715,0.0992,0.1105,0.4152,0.1111,1.3418,0,1,438.655
"5362",0,1,30384,-0.522,-0.6303,-0.8676,0,1,0,1,0,0,0,8,8,0.716666666666667,-0.2336,-0.0896,-0.3544,-0.352,-0.2948,-1.1391,-1.005,1,0,342.036
"5364",0,1,36289,-0.2614,-0.6655,0.2173,1,1,0,1,1,0,0,4,4,0.416666666666667,-0.1976,-1.0792,-0.1379,-0.2926,0.3708,-0.1651,-1.0789,1,0,374.118
"5367",1,0,28083,-0.5975,1.1563,-0.0099,1,0,0,1,1,1,1,4,6,0.416666666666667,-0.8964,-0.1515,-2.1154,-1.8359,-1.2836,-0.8771,0.0031,0,1,519.168
"5369",1,1,38521,1.0478,1.1563,-0.0971,1,1,0,1,1,1,0,5,8,0.416666666666667,-0.8184,1.5043,0.5094,-0.0095,0.4152,-0.6653,-0.6722,1,0,423.894
"5371",1,1,42919,0.1508,0.1927,0.0477,0,0,1,1,1,1,1,3.33333333333333,2.5,0.35,0.9337,-0.3821,0.5094,0.5305,0.317,-1.0676,-0.2506,1,0,452.894
"5372",1,1,34819,-0.7039,-0.1108,-1.0661,1,1,0,1,1,1,1,10.5,7,0.65,0.0039,-0.8021,0.5094,0.5305,0.3708,-0.4849,-1.2232,0,0,442.24
"5373",0,1,32298,-0.356,-0.1108,-1.6341,1,0,0,1,1,1,1,3,4,0.716666666666667,-0.4458,-1.1629,-0.3892,-0.7485,-1.0266,-1.1116,-0.2154,0,0,358.33
"5374",1,1,29112,2.1655,1.1563,-1.1726,0,0,1,1,1,1,1,4,4,0.416666666666667,-2.4162,2.5915,-2.1154,1.225,1.7359,-0.1437,-2.505,0,0,489.243
"5375",1,1,38361,0.0058,-0.1108,0.3699,1,0,1,1,0,1,1,5,7,0.583333333333333,1.2422,-0.8021,0.0847,-0.0908,0.3708,-1.0255,0.5209,0,1,531.98
"5376",0,1,57917,2.1655,1.1563,2.0432,0,1,0,1,1,1,1,4.16666666666667,3.33333333333333,0.633333333333333,0.3581,-0.4838,0.5094,0.3835,1.0388,-0.4495,1.5125,0,1,566.662
"5377",0,1,52933,2.1655,1.1563,1.753,0,1,1,1,1,1,1,5,4,0.416666666666667,0.0039,0.6642,0.5094,0.8249,1.7359,0.0437,-0.0374,0,1,610.036
"5378",0,1,53730,0.6093,1.1563,1.64,0,0,1,1,1,0,1,5,4,0.416666666666667,-0.2683,0.4723,1.1662,1.225,1.2423,0.5952,1.3578,0,1,592.525
"5379",0,1,56849,2.1655,1.1563,1.8193,0,1,1,1,1,0,1,4.58333333333333,3.66666666666667,0.666666666666667,0.0039,-0.082,0.5094,1.0129,1.7359,-0.2908,0.0274,0,1,748.025
"5380",0,1,32714,-1.2278,-1.0509,-1.1642,0,1,0,1,1,1,1,4.58333333333333,3.66666666666667,0.383333333333333,0.9337,-0.4725,-0.1945,0.1186,0.3708,-0.1163,1.4394,0,0,529.265
"5381",0,1,51357,2.1655,0.0659,1.6106,0,1,1,1,1,0,1,5,4,0.416666666666667,-0.0454,1.5611,-2.1154,1.4766,1.356,-0.0362,0.6725,0,1,638.691
"5382",0,1,38041,0.6093,1.1563,-0.2349,0,0,0,1,1,1,1,4,4,0.716666666666667,0.6605,0.9357,0.5094,0.8249,0.3708,0.4631,2.5493,1,0,607.099
"5383",0,1,33788,0.3744,1.1563,0.2907,1,1,1,1,1,1,1,3.33333333333333,5.83333333333333,0.633333333333333,0.8351,0.412,1.0938,0.8104,1.7359,-0.1756,-0.242,1,0,572.692
"5384",0,1,38381,-0.1892,1.1563,0.1082,0,1,0,1,1,0,1,5,4,0.416666666666667,0.2884,1.0269,0.5094,0.0795,0.7429,-0.1756,0.9982,1,0,534.347
"5385",0,1,38508,0.1508,1.1563,0.5261,0,1,0,1,1,0,1,5,4,0.716666666666667,0.0039,2.5915,0.0992,0.706,1.7359,0.1609,0.5306,1,0,591.181
"5386",0,1,41251,1.0478,1.1563,0.565,1,0,0,1,1,0,1,4.58333333333333,3.66666666666667,0.383333333333333,0.8351,0.6642,-0.576,0.2913,1.1325,-0.2776,0.5769,1,0,581.402
"5387",0,0,45318,1.0478,0.1927,1.2847,0,1,0,1,1,0,1,3,3.75,0.583333333333333,0.6145,0.6124,0.3639,0.1057,1.7359,0.1609,0.9908,0,1,582.725
"5388",1,1,35419,-0.9969,-1.3733,-1.3747,1,1,0,1,1,1,1,5,5,0.416666666666667,0.8033,0.3171,-0.1945,0.6616,0.4984,0.005,-1.7918,0,0,604.749
"5389",1,1,47323,0.6093,1.1563,1.5237,0,0,0,1,1,0,1,5,4,0.716666666666667,-0.0444,-1.1151,-2.1154,-0.6747,-0.8837,-1.5929,-0.6359,0,1,598.852
"5390",1,1,43029,2.1655,1.1563,1.3659,0,1,0,1,1,0,1,4.58333333333333,3.66666666666667,0.383333333333333,0.9337,0.4597,-2.1154,1.7541,1.1151,-0.7662,-0.4671,0,1,692.32
"5391",1,1,54680,2.1655,1.1563,1.2241,1,0,0,1,1,0,0,4,4,0.716666666666667,0.7011,-0.4725,-0.1945,0.4913,0.8545,0.1609,0.0031,0,1,738.336
"5392",1,1,53298,1.0478,1.1563,1.8089,1,1,0,1,1,1,1,4,4,0.716666666666667,1.0438,0.0248,0.0992,0.6098,0.3708,0.8101,0.4517,0,1,734.152
"5393",1,1,40505,0.1376,1.1563,1.1698,0,1,0,1,1,1,0,4,4,0.716666666666667,0.6605,0.0248,-0.4071,-0.2725,-0.7778,-0.7662,0.2594,0,1,590.96
"5394",1,1,55095,0.7777,1.1563,0.5475,1,1,0,1,1,0,1,4,7,0.583333333333333,1.1892,0.9357,2.1635,1.2431,1.356,-0.7662,0.5209,1,0,726.297
"5395",1,1,47559,0.5025,1.1563,1.1192,1,1,0,1,1,0,1,4,7,0.716666666666667,-1.5181,-0.2015,0.125,1.1191,1.7359,-1.282,0.7993,0,1,653.25
"5396",1,1,51971,2.1655,1.1563,0.2161,1,1,0,1,1,1,1,4,5,0.583333333333333,-1.0246,2.5915,0.5094,0.5305,0.3708,0.515,-0.1433,1,0,624.287
"5397",1,1,38816,0.1508,-0.1108,0.6325,1,1,1,1,1,0,1,3.33333333333333,5,0.633333333333333,1.1892,0.6642,0.5094,1.3674,0.3708,-1.0795,-0.3053,0,1,644.264
"5398",1,1,37061,0.1919,1.1563,0.2993,1,0,0,1,0,0,1,3.66666666666667,3.66666666666667,0.666666666666667,-0.2683,-0.3381,0.5094,0.2436,0.7648,-0.1756,0.5209,0,1,543.082
"5399",1,1,36979,-0.7039,1.1563,0.8956,1,1,0,1,1,1,1,5,4,0.416666666666667,0.0039,0.3171,0.1458,1.225,0.0125,-0.4495,-0.308,0,1,816.297
"5400",1,1,44889,2.1655,1.1563,0.616,1,1,1,1,1,1,1,4.58333333333333,1.83333333333333,0.383333333333333,0.8351,1.5611,-0.2121,0.438,1.7359,0.5952,-0.242,1,0,484.451
"5401",1,1,45899,0.3005,1.1563,1.368,0,0,1,1,1,0,1,4.58333333333333,3.66666666666667,0.383333333333333,-0.4436,-0.5064,-0.3398,0.5689,0.3708,-0.6738,1.3418,0,1,600.977
"5402",1,1,52033,2.1655,1.1563,-0.0709,1,1,0,1,1,1,1,5,4,0.716666666666667,0.1196,-0.7346,0.5094,0.9659,0.0125,-0.2111,1.8135,1,0,594.509
"5403",1,1,44246,0.6093,1.1563,-0.0275,1,1,0,1,1,1,1,5,4,0.716666666666667,0.9337,0.6642,-0.1945,0.4827,0.9798,-1.8178,0.5306,1,0,650.32
"5404",0,1,44769,2.1655,1.1563,1.3678,1,1,1,1,0,1,1,4,4,0.866666666666667,0.5529,0.9357,0.5094,0.3721,1.7359,0.2084,2.5493,0,1,593.18
"5405",1,1,17935,-1.6287,-0.5229,-1.6042,0,0,1,0,0,1,1,3,1,0.416666666666667,0.9373,-1.4338,0.5094,1.1786,0.3708,-0.8771,-0.0345,0,0,415.205
"5406",1,1,34836,-0.831,-0.6303,-1.3961,1,0,0,1,1,1,0,4,4,1.23333333333333,-1.0246,0.3171,-1.0127,-0.1979,1.356,-0.8771,0.4097,0,0,433.726
"5407",1,1,42007,1.0478,-0.1108,-0.7813,1,0,0,1,1,1,1,3.66666666666667,3.66666666666667,0.383333333333333,0.2884,0.7279,0.5094,0.1911,0.7648,0.9799,0.2594,0,0,457.618
"5408",0,1,33135,-0.7039,-0.1108,-0.8801,1,1,1,1,1,0,1,4,7,1.7,-0.8747,-0.3381,0.5094,0.579,0.3708,0.1474,0.9242,0,0,531.643
"5409",0,1,54279,1.0478,1.1563,1.0423,1,0,0,1,1,0,1,3.66666666666667,2.75,0.383333333333333,-1.7293,0.6855,2.1635,0.5137,-0.4767,-0.0724,0.94,0,1,455.375
"5410",0,1,35614,0.6093,1.1563,-0.1794,1,0,1,0,1,1,1,4,4,1.58333333333333,0.9383,0.6642,0.5094,0.3315,0.3708,-0.1163,0.206,1,0,480.912
"5411",0,0,35165,0.2737,0.1927,-0.0926,1,1,1,1,1,0,1,5.5,3.66666666666667,0.533333333333333,-0.7439,0.5423,-0.3793,0.6584,0.3708,0.1928,2.5493,1,0,380.793
"5412",0,1,38071,0.0768,-0.1108,0.6051,1,1,1,1,1,0,1,4,4,0.416666666666667,-0.8403,-1.0757,0.8225,0.1562,0.8155,0.1609,-0.308,0,1,565.124
"5413",0,1,37887,1.0478,-0.6281,0.2264,1,1,1,1,1,1,1,3.33333333333333,5,0.35,1.1707,0.0248,0.5094,-0.0443,-0.3438,-0.8234,0.8999,0,1,416.293
"5414",0,1,31181,-0.2107,0.0659,-0.673,1,1,1,1,1,1,0,4,4,0.583333333333333,0.0039,1.5043,-0.6058,-0.8075,1.2423,0.608,0.0506,1,0,354.768
"5415",0,1,45303,0.7777,-0.1108,-0.4846,1,0,1,1,1,0,0,3.66666666666667,3.66666666666667,0.383333333333333,0.2829,0.6642,0.5094,-0.0369,0.3708,-1.454,0.206,1,0,493.557
"5416",1,1,38504,0.2162,-0.1108,1.1789,1,1,1,1,1,1,1,4,7,1.58333333333333,-0.3506,-0.3381,-0.8045,0.1042,0.3708,-0.7662,-0.4671,0,1,571.052
"5417",1,1,32520,-1.6287,-0.1108,-0.2932,0,0,0,0,1,1,1,3.66666666666667,3.66666666666667,0.383333333333333,0.0039,0.6642,0.5094,0.8185,-1.9301,-0.1651,0.5209,1,0,470.783
"5418",1,1,44884,0.3941,-0.1108,1.2687,1,1,0,1,1,1,1,3,4,0.416666666666667,0.2884,-0.6334,0.5094,-0.2052,0.3708,-0.4849,-0.0374,0,1,466.832
"5419",1,1,41583,0.6093,-0.1108,0.1556,0,0,1,1,1,1,1,4,7,0.416666666666667,-0.0454,0.0248,0.5094,0.1042,0.3708,-1.0255,0.5209,0,1,375.508
"5420",1,1,43569,2.1655,1.1563,-0.4244,1,1,1,1,1,1,1,3.66666666666667,2.75,0.383333333333333,0.0039,1.0269,0.8904,0.1976,1.7359,-0.7764,-0.0374,1,0,566.476
"5421",1,1,33070,-0.222,0.1927,0.008,1,1,0,1,1,1,1,3.66666666666667,5.5,0.383333333333333,0.8934,0.3171,0.0992,0.9562,0.7429,-0.4954,0.7964,0,1,538.848
"5422",1,1,41105,0.7777,-0.1108,-0.143,1,1,0,1,1,0,1,3.66666666666667,3.66666666666667,1.5,-0.7211,1.0269,-1.0127,-0.9308,-0.494,-0.7662,-0.7849,1,0,542.548
"5423",1,1,41646,0.7777,1.1563,0.4885,1,0,0,1,1,1,0,3.66666666666667,3.66666666666667,1.5,0.4046,0.6642,-0.4049,-0.0908,0.3708,-1.1391,0.5209,0,1,500.045
"5424",1,1,38959,-0.2598,1.1563,1.051,1,1,0,1,1,1,1,3.33333333333333,5.83333333333333,0.35,-0.662,1.0676,-0.8208,0.2719,0.0125,0.8101,2.5493,0,1,561.87
"5425",1,1,44367,0.6093,1.1563,-0.1884,0,0,0,1,1,0,0,4,4,1.58333333333333,-1.6015,0.6642,-0.576,-0.2653,0.3708,-0.1651,-0.9201,1,0,533.173
"5426",1,1,41270,0.6093,1.1563,-0.3022,0,0,0,1,1,0,1,3.66666666666667,3.66666666666667,1.5,0.6605,0.412,-2.1154,-1.0533,-1.9301,-1.9279,-0.3643,1,0,466.563
"5427",1,1,31827,-0.7039,-0.1108,-1.3621,1,1,0,1,1,0,1,4,7,1.23333333333333,-0.4266,-0.2541,-0.6427,-0.0011,-0.2152,-0.61,-1.3753,0,0,518.731
"5428",1,1,29960,-0.7273,0.1927,-0.3336,1,1,0,1,1,0,0,3.66666666666667,6.41666666666667,1.5,-0.7766,-0.054,-0.6328,0.366,0.1639,-1.7814,1.181,0,1,527.68
"5429",1,1,40987,-0.4343,1.1563,0.4313,1,1,0,1,1,0,0,4,4,1.58333333333333,-0.5436,-0.0574,-0.8208,-0.2052,-0.0086,-1.358,-0.6871,1,0,572.623
"5430",1,1,25199,-1.6287,-1.0509,-0.8928,1,1,0,1,0,0,1,4,7,1.58333333333333,0.0039,-0.9214,0.125,-0.2865,1.7359,1.8543,0.5306,1,0,678.228
"5431",1,1,41927,0.0768,1.1563,0.2922,1,1,0,1,1,0,1,4,7,1.58333333333333,0.0039,0.1771,0.2421,0.5305,1.7359,1.8543,-0.0997,0,1,598.188
"5432",1,1,38604,2.1655,1.1563,0.604,0,0,1,0,1,1,1,3.66666666666667,5.5,1.05,0.2884,-0.7346,2.1635,1.1786,1.0728,-0.1651,0.5209,0,1,601.367
"5434",0,1,39766,1.0478,-0.1108,0.5021,0,0,0,1,1,0,1,2.75,3.66666666666667,0.383333333333333,1.0438,-0.5021,-1.7159,-0.2052,-0.7778,-0.7764,-0.2039,0,1,622.635
"5435",0,1,36379,1.0478,-0.1108,-0.0687,1,1,0,1,1,0,1,2.75,3.66666666666667,0.383333333333333,1.3751,0.0171,0.8931,-0.0369,0.3708,-0.4954,0.8999,1,0,656.773
"5436",0,1,37116,0.7777,-1.4299,1.2312,0,1,1,0,1,1,1,2.75,3.66666666666667,0.383333333333333,0.4046,-0.0621,-0.119,-0.1991,-0.0575,-0.8133,0.0752,0,1,430.676
"5437",0,1,47053,0.7777,1.1563,1.4518,1,1,1,1,1,0,1,2.5,3.33333333333333,0.5,-0.6073,2.5915,0.2173,1.4741,-0.3762,-0.1756,0.7153,0,1,543.596
"5438",0,1,41294,0.7777,1.1563,-1.1381,0,0,1,1,1,0,1,2.5,3.33333333333333,0.35,-0.3506,-0.0621,-0.8208,-0.679,-0.494,-0.1756,1.7184,0,0,533.373
"5439",0,1,41583,0.3941,1.1563,1.0441,0,1,0,1,0,0,1,4.58333333333333,3.66666666666667,0.383333333333333,-0.7211,-0.3381,0.0992,0.5414,0.3708,-0.8896,0.7291,0,1,569.503
"5440",0,1,42735,2.1655,1.1563,-0.3724,1,1,0,1,1,0,1,4.58333333333333,3.66666666666667,0.383333333333333,0.3993,0.3881,0.4477,1.1786,0.0125,0.2084,0.6758,1,0,569.939
"5441",0,1,40987,0.2162,1.1563,-0.5089,0,1,1,1,1,1,1,4.58333333333333,4.58333333333333,0.383333333333333,0.0039,0.9646,-0.3398,0.7736,0.2464,1.0385,1.4226,0,0,552.042
"5443",0,1,38480,-0.2818,-0.1108,1.1987,0,1,0,1,1,0,1,4.58333333333333,3.66666666666667,0.383333333333333,0.9373,0.6124,0.5895,0.6098,1.356,-0.4954,-0.3053,0,1,601.3
"5444",0,1,54077,2.1655,1.1563,0.2367,1,0,1,1,1,0,0,4.58333333333333,3.66666666666667,0.383333333333333,0.2829,0.2947,-2.1154,-0.1851,0.3708,-0.5643,0.2158,1,0,620.583
"5445",0,1,43758,2.1655,1.1563,0.6571,1,1,1,1,1,0,1,4.58333333333333,3.66666666666667,0.383333333333333,0.2829,0.9646,-2.1154,-0.2865,0.3708,0.4631,1.4394,1,0,558.052
"5446",0,1,49068,2.1655,1.1563,1.6499,0,1,1,1,1,0,1,3.66666666666667,3.66666666666667,0.666666666666667,0.0039,-2.0945,1.5756,-0.0369,-0.7778,-1.089,0.4097,0,1,559.924
"5447",0,1,53710,2.1655,1.1563,0.9655,0,1,1,1,1,0,1,3.66666666666667,3.66666666666667,0.666666666666667,0.0039,-0.5064,2.1635,0.6584,1.356,0.515,1.3418,1,0,570.421
"5448",1,1,39698,-0.1892,1.1563,0.5699,0,0,1,1,0,1,1,2.25,3,0.316666666666667,0.2841,-0.1515,1.3247,1.4193,-0.2552,-0.3936,0.7721,1,0,661.656
"5449",1,1,42301,0.6062,0.0321,1.4218,0,0,1,1,1,0,1,2.75,3.66666666666667,0.383333333333333,-0.9616,0.6642,2.1635,1.1029,0.3708,-1.3988,-2.505,0,1,376.447
"5452",1,1,44273,0.6062,1.1563,1.143,0,0,1,1,1,0,1,4.58333333333333,4.58333333333333,0.383333333333333,0.0039,0.2947,2.1635,1.6345,1.356,-0.4954,0.7186,0,1,721.783
"5453",1,1,61412,2.1655,1.1563,2.974,1,0,1,1,1,0,1,4.58333333333333,3.66666666666667,0.383333333333333,1.3185,-0.6334,1.6681,0.9659,0.3708,1.0385,0.279,0,1,825.332
"5454",1,1,35664,-0.5041,-0.1108,1.0332,1,0,0,1,1,0,1,4.58333333333333,3.66666666666667,0.383333333333333,-0.1502,0.5599,-0.5395,0.2266,-0.2874,0.1609,1.0016,0,1,577.513
"5455",1,1,44006,2.1655,1.1563,1.0732,1,1,1,1,1,0,1,3.66666666666667,3.66666666666667,0.666666666666667,0.0039,0.5643,1.3247,0.5217,0.0125,0.2296,-0.8109,0,1,626.193
"5456",0,1,43461,0.6093,-0.1108,0.7618,0,1,1,1,1,0,0,3.66666666666667,3.66666666666667,0.666666666666667,0.2829,0.1643,0.0388,1.2854,1.0218,-0.8107,-0.7876,0,1,670.846
"5457",1,1,38067,0.6093,1.1563,-0.5439,1,0,0,0,1,1,1,3.66666666666667,3.66666666666667,0.666666666666667,0.5616,-0.1938,0.5094,0.7546,0.0125,-0.4849,1.3418,1,0,494.363
"5458",1,1,40307,1.0478,0.0321,0.8526,1,0,0,0,0,1,1,3.66666666666667,3.66666666666667,0.666666666666667,0.4046,-0.866,-0.1522,0.275,-0.0575,-1.1706,0.7186,0,1,604.305
"5460",0,1,38747,-0.5975,-0.1108,0.3076,0,1,1,1,1,1,1,3,6,0.416666666666667,0.8934,2.5915,0.5094,-0.0908,-0.7778,-0.3344,2.5493,1,0,593.812
"5461",0,1,54187,0.7777,1.1563,1.1296,0,0,0,1,1,0,1,3,4,0.416666666666667,1.1892,1.5043,0.1458,0.9074,-0.1128,0.5952,-0.1433,1,0,591.045
"5462",1,1,31199,-0.2598,-1.7123,-0.5959,1,1,1,1,1,1,1,4.33333333333333,4.33333333333333,0.45,0.1683,-0.3612,0.6412,0.0764,-0.2874,-0.0413,0.5769,0,1,404.731
"5463",1,1,21846,-0.831,-2.6673,-1.8529,0,0,0,0,0,0,0,8,8,0.416666666666667,-1.0005,-1.0099,0.5094,2.4511,-0.7778,-0.9828,-1.5301,0,0,428.953
"5465",0,0,29153,0.0433,-0.1108,-0.2599,0,0,1,1,1,1,1,2.91666666666667,3.5,0.233333333333333,-0.6273,-0.3382,2.1635,-0.0626,1.356,0.4631,-0.7575,0,1,360.646
"5467",0,1,32242,-0.1661,-0.1108,-1.0245,0,1,1,1,1,1,1,4,6,0.416666666666667,-0.5154,0.1308,-0.8208,-0.9308,-0.0575,0.0903,0.2594,1,0,343.834
"5468",0,1,27879,-0.7273,-0.6303,-1.5072,0,0,0,1,1,1,1,4,6,0.416666666666667,-0.3164,-0.3728,-0.2121,-0.2052,0.3708,-0.5996,1.8135,0,0,382.661
"5469",1,1,35683,-0.2598,1.1563,-0.1852,1,1,1,1,1,1,1,4,4,0.416666666666667,1.8837,1.0269,0.5094,0.5305,0.3708,-0.4849,-0.0345,0,1,349.519
"5472",1,1,43417,0.3005,-0.1108,-0.2233,0,0,0,1,1,1,1,3.66666666666667,5.5,0.383333333333333,0.8351,0.6642,-0.3928,0.5305,0.3708,-0.37,-0.4331,1,0,321.761
"5475",0,1,37792,-0.7039,1.1563,-0.5127,1,0,0,1,1,1,1,3,4,0.416666666666667,1.8837,-0.3381,0.5094,0.3315,0.0125,-0.61,1.2108,1,0,566.562
"5476",0,1,37866,1.0478,1.1563,0.331,0,0,0,1,0,0,1,2.75,3.66666666666667,0.383333333333333,0.3993,-1.2158,-0.3398,-0.178,-0.7778,-1.2707,-0.0345,0,1,516.456
"5477",0,1,45479,2.1655,-0.1108,1.21,0,0,1,1,1,0,1,2,5,0.416666666666667,1.0438,0.514,0.5094,0.7736,0.3708,0.4631,2.5493,0,1,648.851
"5478",0,1,37290,0.0636,-0.7218,1.155,0,1,1,1,1,0,1,2.75,3.66666666666667,0.383333333333333,0.2343,0.412,-1.2109,-0.4403,0.0125,-0.7662,-0.308,0,1,588.071
"5479",0,1,38247,2.1655,-1.1119,1.2315,0,0,1,1,1,0,1,3,4,0.416666666666667,-0.2683,-0.082,2.1635,1.2221,0.3708,-0.7892,0.4415,0,1,674.84
"5480",0,1,40070,1.0478,1.1563,-0.3463,0,0,1,1,1,1,1,2.5,3.33333333333333,0.35,1.1892,-0.4725,-1.4311,-0.4678,-0.8171,-0.1268,0.0274,1,0,587.79
"5481",0,1,53237,2.1655,1.1563,1.5587,0,0,1,1,1,0,1,3,4,0.416666666666667,-0.2296,0.1985,-0.6148,-0.7668,0.3708,1.8543,1.0016,0,1,644.251
