"","student_id","school_id","pv5math","private_government","private_independent","school_size","ISCED_orient","certified_teacher_prop","sci_teacher_prop","student_hindering_behav","student_teacher_ratio","escs","learning_time_math","gender","education_parents_medium","education_parents_high","immigration_status","study_after_school"
"6826",38013570,177,355.696,0,0,693,1,0.7754,0.1872,0.2857,7.4118,-1.5846,4.16666666666667,0,0,0,0,1
"6827",38013563,177,587.303,0,0,693,1,0.7754,0.1872,0.2857,7.4118,-0.5625,4.16666666666667,0,1,0,1,1
"6828",38018812,177,577.149,0,0,693,1,0.7754,0.1872,0.2857,7.4118,0.0332,2.5,0,0,0,1,1
"6829",38016813,177,527.144,0,0,693,1,0.7754,0.1872,0.2857,7.4118,0.0136,4.16666666666667,0,1,0,1,1
"6830",38016014,177,571.356,0,0,693,1,0.7754,0.1872,0.2857,7.4118,-0.4358,4.16666666666667,0,1,0,1,1
"6832",38011237,177,504.248,0,0,693,1,0.7754,0.1872,0.2857,7.4118,0.7304,4.16666666666667,0,0,1,1,1
"6833",38007985,177,583.312,0,0,693,1,0.7754,0.1872,0.2857,7.4118,0.3011,4.16666666666667,1,0,1,1,1
"6834",38015688,177,426.249,0,0,693,1,0.7754,0.1872,0.2857,7.4118,0.656,4.16666666666667,1,0,1,1,1
"6835",38015140,177,646.602,0,0,693,1,0.7754,0.1872,0.2857,7.4118,1.1939,4.58333333333333,1,0,1,1,1
"6836",38005042,177,436.512,0,0,693,1,0.7754,0.1872,0.2857,7.4118,-0.8349,4.16666666666667,1,1,0,1,1
"6838",38012434,177,531.991,0,0,693,1,0.7754,0.1872,0.2857,7.4118,0.1798,3.33333333333333,1,0,1,1,0
"6839",38008323,177,579.407,0,0,693,1,0.7754,0.1872,0.2857,7.4118,-1.7944,5.83333333333333,1,0,0,1,1
"6840",38005541,177,515.01,0,0,693,1,0.7754,0.1872,0.2857,7.4118,-0.7038,4.16666666666667,1,1,0,1,1
"6841",38016390,177,477.704,0,0,693,1,0.7754,0.1872,0.2857,7.4118,-0.8068,4.16666666666667,1,1,0,1,1
"6842",38014055,177,581.143,0,0,693,1,0.7754,0.1872,0.2857,7.4118,-0.7329,4.16666666666667,1,1,0,1,1
"6843",38012424,177,568.834,0,0,693,1,0.7754,0.1872,0.2857,7.4118,-1.7255,4.16666666666667,1,0,0,1,1
"6844",38014906,178,442.124,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-1.1234,3.33333333333333,0,1,0,0,1
"6845",38005265,178,453.749,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-1.0458,5,0,0,0,0,1
"6846",38005742,178,460.071,0,0,925,1,0.9162,0.0524,0.3622,9.6859,0.8636,3.66666666666667,1,1,0,1,1
"6847",38010234,178,564.659,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.7818,4,0,1,0,1,1
"6848",38013820,178,593.246,0,0,925,1,0.9162,0.0524,0.3622,9.6859,0.5825,3.66666666666667,0,0,1,1,1
"6849",38013987,178,579.046,0,0,925,1,0.9162,0.0524,0.3622,9.6859,1.1134,4,0,0,1,1,1
"6850",38018276,178,548.708,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.6348,4,0,1,0,1,1
"6851",38009465,178,569.84,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.3379,4,0,1,0,1,1
"6852",38001572,178,582.386,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.2351,3.66666666666667,0,1,0,1,0
"6853",38009077,178,538.745,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.6137,3.66666666666667,0,0,0,1,1
"6854",38013497,178,666.548,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-1.0579,4,0,1,0,1,1
"6855",38016409,178,484.07,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-1.436,3.66666666666667,0,0,0,1,1
"6856",38002678,178,490.945,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.1013,3.66666666666667,0,1,0,1,1
"6857",38011963,178,618.252,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-1.2909,3,0,0,0,1,1
"6858",38003594,178,721.074,0,0,925,1,0.9162,0.0524,0.3622,9.6859,1.2479,4.16666666666667,1,0,1,1,0
"6859",38000259,178,554.097,0,0,925,1,0.9162,0.0524,0.3622,9.6859,0.7632,4,1,1,0,1,1
"6860",38013571,178,531.522,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.1821,4,1,1,0,1,1
"6861",38000770,178,618.119,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.6084,4,1,1,0,1,1
"6862",38008622,178,525.539,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.8103,4,1,1,0,1,1
"6863",38016572,178,495.241,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-1.7337,4,1,0,0,1,1
"6864",38006913,178,624.501,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.3255,4,1,1,0,1,1
"6865",38000190,178,766.504,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.1112,2.75,1,1,0,1,1
"6866",38017567,178,586.135,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-1.7272,4,0,0,0,1,1
"6867",38011143,178,496.227,0,0,925,1,0.9162,0.0524,0.3622,9.6859,0.4145,4,0,0,1,1,1
"6868",38013450,178,498.818,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.8427,3.66666666666667,0,1,0,0,0
"6869",38005618,178,551.088,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-1.0888,3.66666666666667,1,1,0,1,1
"6870",38003635,178,667.525,0,0,925,1,0.9162,0.0524,0.3622,9.6859,0.5045,3.66666666666667,1,1,0,1,1
"6871",38005843,178,569.928,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.1554,5,1,0,1,0,0
"6872",38009206,178,647.208,0,0,925,1,0.9162,0.0524,0.3622,9.6859,-0.8038,4,1,1,0,1,1
"6899",38001087,179,507.006,0,0,608,1,0.7554,0.3525,1.4523,8.7482,1.5618,3.33333333333333,1,0,1,1,0
"6900",38003271,179,556.175,0,0,608,1,0.7554,0.3525,1.4523,8.7482,0.7423,3.33333333333333,0,0,1,1,1
"6901",38001795,179,473.347,0,0,608,1,0.7554,0.3525,1.4523,8.7482,0.2312,2.66666666666667,0,1,0,1,1
"6902",38013586,179,481.981,0,0,608,1,0.7554,0.3525,1.4523,8.7482,-1.2985,3.66666666666667,0,0,0,1,1
"6903",38010695,179,579.377,0,0,608,1,0.7554,0.3525,1.4523,8.7482,-1.2924,3.33333333333333,0,0,0,1,0
"6904",38016550,179,433.552,0,0,608,1,0.7554,0.3525,1.4523,8.7482,-0.8648,3.66666666666667,0,1,0,1,1
"6905",38015166,179,518.534,0,0,608,1,0.7554,0.3525,1.4523,8.7482,-0.3934,3.33333333333333,0,1,0,1,1
"6906",38018056,179,351.597,0,0,608,1,0.7554,0.3525,1.4523,8.7482,-1.092,3.33333333333333,0,0,0,1,1
"6907",38005655,179,429.614,0,0,608,1,0.7554,0.3525,1.4523,8.7482,-0.966,3.33333333333333,0,1,0,1,1
"6908",38000472,179,561.032,0,0,608,1,0.7554,0.3525,1.4523,8.7482,-1.223,3.66666666666667,0,0,0,1,1
"6909",38003571,179,489.789,0,0,608,1,0.7554,0.3525,1.4523,8.7482,-0.2923,3.33333333333333,0,0,1,1,1
"6910",38017916,179,469.644,0,0,608,1,0.7554,0.3525,1.4523,8.7482,1.133,3.66666666666667,0,0,1,1,1
"6911",38015089,179,527.793,0,0,608,1,0.7554,0.3525,1.4523,8.7482,-0.8855,3.66666666666667,1,1,0,1,0
"6912",38015650,179,435.729,0,0,608,1,0.7554,0.3525,1.4523,8.7482,0.1972,3.66666666666667,1,0,1,1,0
"6913",38005508,179,446.804,0,0,608,1,0.7554,0.3525,1.4523,8.7482,-1.3225,3.66666666666667,0,1,0,0,1
"6914",38012810,179,559.904,0,0,608,1,0.7554,0.3525,1.4523,8.7482,-0.2661,3.66666666666667,1,1,0,1,1
"6915",38013300,179,436.712,0,0,608,1,0.7554,0.3525,1.4523,8.7482,-0.8513,3.33333333333333,1,1,0,1,1
"6916",38009491,179,515.616,0,0,608,1,0.7554,0.3525,1.4523,8.7482,1.5755,3.66666666666667,1,0,1,1,1
"6917",38001506,180,387.476,0,0,1100,0,0.7282,0.2864,0.617,10.6796,-1.2469,5,1,0,0,0,1
"6918",38015211,180,583.805,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.8716,4.16666666666667,0,1,0,1,1
"6919",38008565,180,531.122,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.1401,4.16666666666667,0,1,0,1,1
"6920",38009298,180,618.825,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.0849,4.16666666666667,0,1,0,1,0
"6921",38015531,180,637.252,0,0,1100,0,0.7282,0.2864,0.617,10.6796,1.1495,3.33333333333333,0,0,1,1,1
"6922",38010661,180,593.915,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.562,4.16666666666667,0,1,0,1,1
"6923",38008933,180,546.901,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.2224,4.16666666666667,0,1,0,1,1
"6924",38009426,180,566.685,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.1211,4.16666666666667,0,1,0,1,1
"6925",38015292,180,526.055,0,0,1100,0,0.7282,0.2864,0.617,10.6796,-0.705,4.16666666666667,0,1,0,1,1
"6926",38013291,180,628.232,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.1916,4.16666666666667,0,1,0,1,1
"6927",38003034,180,566.883,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.9693,4.16666666666667,0,0,1,1,1
"6928",38011025,180,598.703,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.7502,4.16666666666667,0,0,1,1,1
"6929",38016860,180,564.545,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.3461,4.16666666666667,0,1,0,1,1
"6930",38018183,180,570.867,0,0,1100,0,0.7282,0.2864,0.617,10.6796,-0.7348,2.5,0,1,0,1,1
"6931",38000512,180,593.721,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.4971,2.5,0,1,0,1,1
"6932",38015627,180,495.078,0,0,1100,0,0.7282,0.2864,0.617,10.6796,-0.4365,3.33333333333333,0,1,0,1,1
"6933",38014560,180,438.704,0,0,1100,0,0.7282,0.2864,0.617,10.6796,-0.5397,3.33333333333333,0,1,0,1,1
"6934",38015373,180,656.653,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.5288,2.5,0,1,0,1,1
"6935",38007166,180,604.196,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.072,2.5,0,1,0,1,1
"6936",38015988,180,560.609,0,0,1100,0,0.7282,0.2864,0.617,10.6796,-0.6512,2.5,0,1,0,1,1
"6937",38019078,180,513.868,0,0,1100,0,0.7282,0.2864,0.617,10.6796,-0.4508,2.5,0,1,0,1,1
"6938",38018981,180,531.923,0,0,1100,0,0.7282,0.2864,0.617,10.6796,1.1883,2.5,0,0,1,1,1
"6939",38001435,180,486.046,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.3643,4.16666666666667,1,1,0,1,1
"6940",38006800,180,477.057,0,0,1100,0,0.7282,0.2864,0.617,10.6796,-0.0346,4.16666666666667,1,1,0,1,1
"6941",38003764,180,631.057,0,0,1100,0,0.7282,0.2864,0.617,10.6796,1.2168,4.16666666666667,1,0,1,1,1
"6942",38014090,180,586.31,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.6118,4.16666666666667,1,0,1,1,1
"6943",38016729,180,616.963,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.198,4.16666666666667,1,1,0,1,1
"6944",38003098,180,651.327,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.6779,4.16666666666667,1,0,1,1,1
"6945",38003876,180,690.814,0,0,1100,0,0.7282,0.2864,0.617,10.6796,1.0419,4.16666666666667,1,0,1,1,1
"6946",38006514,180,582.193,0,0,1100,0,0.7282,0.2864,0.617,10.6796,1.0313,4.16666666666667,1,0,1,1,0
"6947",38002320,180,614.146,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.3889,4.16666666666667,1,1,0,1,1
"6948",38015160,180,646.418,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.3059,4.16666666666667,1,1,0,1,1
"6949",38009325,180,654.597,0,0,1100,0,0.7282,0.2864,0.617,10.6796,0.5912,4.16666666666667,1,0,1,1,1
"6950",38013441,180,489.104,0,0,1100,0,0.7282,0.2864,0.617,10.6796,1.4793,4.16666666666667,1,0,1,1,0
"6951",38014031,180,476.103,0,0,1100,0,0.7282,0.2864,0.617,10.6796,-0.4639,3.33333333333333,1,1,0,1,1
"6952",38016150,181,477.722,0,0,201,0,0.9024,0.2195,1.0383,9.8049,-0.177,3.66666666666667,0,1,0,1,1
"6953",38019054,181,465.829,0,0,201,0,0.9024,0.2195,1.0383,9.8049,-1.8445,3.66666666666667,0,0,0,0,1
"6954",38009720,181,396.135,0,0,201,0,0.9024,0.2195,1.0383,9.8049,-1.2558,3.66666666666667,1,1,0,1,0
"6955",38017654,181,307.504,0,0,201,0,0.9024,0.2195,1.0383,9.8049,-0.5473,4.58333333333333,1,1,0,0,1
"6957",38014999,181,306.8,0,0,201,0,0.9024,0.2195,1.0383,9.8049,-0.4167,4.58333333333333,1,0,1,0,1
"6958",38007588,181,387.262,0,0,201,0,0.9024,0.2195,1.0383,9.8049,-0.1029,5.5,1,1,0,0,1
"6959",38012024,181,486.97,0,0,201,0,0.9024,0.2195,1.0383,9.8049,0.4041,5.5,1,0,1,0,0
"6986",38013149,182,455.655,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-0.0056,4,0,1,0,1,1
"6987",38019542,182,417.431,0,0,389,1,0.3113,0.053,-0.3599,5.1523,0.3077,2,0,0,1,1,0
"6988",38018393,182,450.704,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-0.203,2,0,1,0,1,1
"6989",38000090,182,436.931,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-1.102,2,0,1,0,1,1
"6990",38006484,182,457.568,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-1.9048,2,0,0,0,1,0
"6992",38018131,182,440.18,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-0.5859,2,0,1,0,1,0
"6993",38003781,182,385.629,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-1.6805,2,0,1,0,0,1
"6994",38013398,182,528.661,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-0.6297,2,0,1,0,1,1
"6995",38018831,182,383.086,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-1.6838,2,1,0,0,1,0
"6996",38014146,182,451.769,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-0.2682,2,1,0,1,1,1
"6997",38006062,182,443.87,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-1.3841,2,1,0,0,0,0
"6998",38006391,182,414.331,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-1.3244,2,0,1,0,1,0
"6999",38006703,182,385.101,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-0.9178,2,1,1,0,1,0
"7000",38000419,182,460.291,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-0.4253,2,1,1,0,1,0
"7001",38012813,182,486.19,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-1.5248,2,1,0,0,1,0
"7002",38012254,182,546.32,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-0.2492,2,1,1,0,1,0
"7003",38001902,182,503.58,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-0.9244,2,1,1,0,1,1
"7004",38006855,182,390.706,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-2.8979,2,1,0,0,0,1
"7006",38003644,182,429.138,0,0,389,1,0.3113,0.053,-0.3599,5.1523,-0.2237,2.5,0,0,1,1,0
"7007",38007699,182,420.402,0,0,389,1,0.3113,0.053,-0.3599,5.1523,0.4989,3,1,0,1,0,0
"7008",38010098,183,417.951,0,0,210,0,1,0.0811,1.0383,11.3514,-0.0914,3,0,0,1,1,1
"7009",38009412,183,440.982,0,0,210,0,1,0.0811,1.0383,11.3514,-1.3546,3,1,0,0,0,1
"7010",38004501,183,517.075,0,0,210,0,1,0.0811,1.0383,11.3514,0.1579,3,0,1,0,1,1
"7011",38000973,183,525.491,0,0,210,0,1,0.0811,1.0383,11.3514,-0.2268,3,0,1,0,1,1
"7012",38015538,183,477.208,0,0,210,0,1,0.0811,1.0383,11.3514,-0.177,2.75,0,1,0,1,0
"7013",38012073,183,501.659,0,0,210,0,1,0.0811,1.0383,11.3514,-0.1482,1.66666666666667,0,1,0,1,1
"7014",38016592,183,546.84,0,0,210,0,1,0.0811,1.0383,11.3514,1.0361,3,0,0,1,0,1
"7015",38008624,183,583.667,0,0,210,0,1,0.0811,1.0383,11.3514,1.0215,2.25,0,0,1,1,1
"7016",38005067,183,455.897,0,0,210,0,1,0.0811,1.0383,11.3514,-0.2866,3,0,1,0,1,1
"7017",38010861,183,459.008,0,0,210,0,1,0.0811,1.0383,11.3514,0.8229,3,0,0,1,1,1
"7018",38018519,183,488.582,0,0,210,0,1,0.0811,1.0383,11.3514,0.27,2.75,1,1,0,1,1
"7019",38019591,183,579.668,0,0,210,0,1,0.0811,1.0383,11.3514,0.5683,2.75,1,0,1,0,1
"7020",38017766,183,566.782,0,0,210,0,1,0.0811,1.0383,11.3514,0.7379,2.75,1,0,1,1,1
"7022",38003019,183,416.771,0,0,210,0,1,0.0811,1.0383,11.3514,0.473,2,0,0,1,1,1
"7023",38015665,183,603.106,0,0,210,0,1,0.0811,1.0383,11.3514,0.8553,2,0,0,1,1,1
"7024",38000771,183,411.263,0,0,210,0,1,0.0811,1.0383,11.3514,-0.0225,3,0,1,0,1,1
"7025",38013044,183,430.588,0,0,210,0,1,0.0811,1.0383,11.3514,-1.2621,3,0,0,0,1,1
"7026",38018834,183,542.76,0,0,210,0,1,0.0811,1.0383,11.3514,0.0868,3,0,1,0,1,1
"7027",38008409,183,572.262,0,0,210,0,1,0.0811,1.0383,11.3514,0.6813,3,0,1,0,1,1
"7028",38013055,183,450.093,0,0,210,0,1,0.0811,1.0383,11.3514,1.1353,3,0,0,1,1,1
"7029",38015506,183,489.48,0,0,210,0,1,0.0811,1.0383,11.3514,0.4616,2.5,0,0,1,1,1
"7030",38019312,183,560.483,0,0,210,0,1,0.0811,1.0383,11.3514,1.3865,3,0,0,1,1,1
"7031",38017152,183,564.353,0,0,210,0,1,0.0811,1.0383,11.3514,1.1446,2.75,1,0,1,1,1
"7032",38006647,183,548.061,0,0,210,0,1,0.0811,1.0383,11.3514,-1.1655,2.5,1,0,0,1,1
"7034",38004485,184,549.188,0,0,457,0,1,0.1778,1.2496,10.1556,1.1886,3,1,0,1,1,1
"7035",38001863,184,518.595,0,0,457,0,1,0.1778,1.2496,10.1556,1.192,3,0,0,1,1,0
"7037",38003337,184,501.611,0,0,457,0,1,0.1778,1.2496,10.1556,0.5189,3,0,0,1,0,1
"7038",38009000,184,472.198,0,0,457,0,1,0.1778,1.2496,10.1556,0.3339,2.75,0,0,1,1,1
"7039",38006592,184,489.756,0,0,457,0,1,0.1778,1.2496,10.1556,1.0789,3,0,0,1,1,1
"7040",38007762,184,523.578,0,0,457,0,1,0.1778,1.2496,10.1556,-0.6725,3,0,1,0,1,1
"7041",38004503,184,476.733,0,0,457,0,1,0.1778,1.2496,10.1556,0.6197,3,0,0,1,1,1
"7043",38006175,184,555.088,0,0,457,0,1,0.1778,1.2496,10.1556,1.2529,2.75,0,0,1,1,1
"7044",38008449,184,584.737,0,0,457,0,1,0.1778,1.2496,10.1556,0.951,3,0,0,1,1,1
"7045",38012502,184,467.679,0,0,457,0,1,0.1778,1.2496,10.1556,-0.4138,3,0,1,0,1,1
"7046",38016132,184,458.401,0,0,457,0,1,0.1778,1.2496,10.1556,1.196,3.66666666666667,0,0,1,1,1
"7047",38009579,184,540.154,0,0,457,0,1,0.1778,1.2496,10.1556,1.3624,2.75,1,0,1,1,1
"7048",38007804,184,481.338,0,0,457,0,1,0.1778,1.2496,10.1556,-0.1645,2.75,0,0,1,1,1
"7049",38005640,184,454.951,0,0,457,0,1,0.1778,1.2496,10.1556,-0.3762,3,0,1,0,1,1
"7052",38016848,184,592.9,0,0,457,0,1,0.1778,1.2496,10.1556,1.1445,1.83333333333333,0,0,1,1,1
"7053",38004863,184,640.67,0,0,457,0,1,0.1778,1.2496,10.1556,-0.1992,2,0,1,0,1,1
"7055",38016388,184,527.172,0,0,457,0,1,0.1778,1.2496,10.1556,-0.5125,3,0,1,0,1,1
"7056",38005980,184,463.39,0,0,457,0,1,0.1778,1.2496,10.1556,-0.4714,3,0,1,0,1,1
"7057",38003743,184,529.853,0,0,457,0,1,0.1778,1.2496,10.1556,0.3418,3,0,1,0,1,1
"7058",38006111,184,666.4,0,0,457,0,1,0.1778,1.2496,10.1556,1.364,2.75,1,0,1,1,1
"7059",38019838,184,565.218,0,0,457,0,1,0.1778,1.2496,10.1556,-0.5521,2.75,1,1,0,1,0
"7060",38005776,185,512.979,1,0,88,0,0.619,0.1905,-0.1073,8.381,0.1571,2.25,0,1,0,1,1
"7061",38003735,185,533.786,1,0,88,0,0.619,0.1905,-0.1073,8.381,-0.4822,2.25,1,1,0,1,1
"7062",38018101,185,646.11,1,0,88,0,0.619,0.1905,-0.1073,8.381,0.4024,2.25,1,0,1,1,1
"7063",38012586,185,542.643,1,0,88,0,0.619,0.1905,-0.1073,8.381,0.8306,2.25,0,0,1,1,1
"7064",38016514,185,611.86,1,0,88,0,0.619,0.1905,-0.1073,8.381,1.369,2.25,0,0,1,1,1
"7065",38001805,185,499.982,1,0,88,0,0.619,0.1905,-0.1073,8.381,-1.5561,2.25,0,0,0,1,1
"7066",38019785,185,617.724,1,0,88,0,0.619,0.1905,-0.1073,8.381,0.1213,2.25,0,1,0,1,1
"7067",38017736,185,511.3,1,0,88,0,0.619,0.1905,-0.1073,8.381,-0.2042,2.25,0,1,0,1,1
"7068",38008421,185,553.485,1,0,88,0,0.619,0.1905,-0.1073,8.381,-0.5783,2.25,0,1,0,1,1
"7069",38018172,185,463.763,1,0,88,0,0.619,0.1905,-0.1073,8.381,-0.1553,2.25,0,0,1,1,0
"7070",38011484,185,666.483,1,0,88,0,0.619,0.1905,-0.1073,8.381,0.6156,2.25,1,0,1,1,1
"7071",38003889,185,674.724,1,0,88,0,0.619,0.1905,-0.1073,8.381,0.8716,2.25,1,0,1,1,1
"7072",38013164,185,578.631,1,0,88,0,0.619,0.1905,-0.1073,8.381,1.1893,2.25,1,0,1,1,1
"7073",38016968,185,568.398,1,0,88,0,0.619,0.1905,-0.1073,8.381,-1.0319,2.25,1,1,0,1,1
"7074",38004422,185,605.397,1,0,88,0,0.619,0.1905,-0.1073,8.381,1.3072,2.25,1,0,1,1,1
"7075",38002464,185,675.816,1,0,88,0,0.619,0.1905,-0.1073,8.381,0.7225,2.25,1,1,0,1,1
"7076",38008662,185,576.983,1,0,88,0,0.619,0.1905,-0.1073,8.381,1.3579,2.25,1,0,1,1,1
"7077",38018224,185,517.374,1,0,88,0,0.619,0.1905,-0.1073,8.381,0.9776,2.25,1,1,0,1,1
"7107",38008856,186,379.327,0,0,693,0,1,0.2404,-0.4743,6.6635,0.4478,3,0,0,1,1,1
"7108",38003654,186,422.407,0,0,693,0,1,0.2404,-0.4743,6.6635,-0.3515,3,0,1,0,1,1
"7110",38009701,186,427.786,0,0,693,0,1,0.2404,-0.4743,6.6635,-1.8628,3,0,0,0,1,1
"7111",38007398,186,409.783,0,0,693,0,1,0.2404,-0.4743,6.6635,-1.6088,3,0,0,0,1,1
"7112",38018413,186,446.536,0,0,693,0,1,0.2404,-0.4743,6.6635,-1.7241,3,0,0,0,1,0
"7113",38001914,186,389.087,0,0,693,0,1,0.2404,-0.4743,6.6635,-1.5665,2.75,0,0,0,1,0
"7114",38006340,186,389.844,0,0,693,0,1,0.2404,-0.4743,6.6635,0.7692,7,0,1,0,1,1
"7115",38006024,186,462.297,0,0,693,0,1,0.2404,-0.4743,6.6635,0.1126,3.5,1,1,0,1,1
"7116",38012405,186,393.454,0,0,693,0,1,0.2404,-0.4743,6.6635,0.4257,3,1,1,0,1,0
"7117",38011115,186,386.365,0,0,693,0,1,0.2404,-0.4743,6.6635,-0.6847,1.5,1,1,0,1,1
"7118",38019924,186,397.475,0,0,693,0,1,0.2404,-0.4743,6.6635,-1.612,2.75,1,0,0,1,1
"7119",38012287,186,450.049,0,0,693,0,1,0.2404,-0.4743,6.6635,1.3201,7,1,0,1,1,1
"7120",38019348,186,511.873,0,0,693,0,1,0.2404,-0.4743,6.6635,-0.551,2,0,1,0,1,1
"7121",38003589,186,545.152,0,0,693,0,1,0.2404,-0.4743,6.6635,0.7416,3.33333333333333,1,1,0,1,1
"7122",38006448,186,599.503,0,0,693,0,1,0.2404,-0.4743,6.6635,0.5144,2.75,1,0,1,0,0
"7123",38019326,186,414.94,0,0,693,0,1,0.2404,-0.4743,6.6635,0.2654,2.5,0,1,0,1,1
"7124",38006993,186,363.493,0,0,693,0,1,0.2404,-0.4743,6.6635,-0.9681,2.5,0,1,0,1,1
"7125",38018151,186,356.181,0,0,693,0,1,0.2404,-0.4743,6.6635,1.0569,3,0,0,1,1,1
"7126",38017824,186,493.502,0,0,693,0,1,0.2404,-0.4743,6.6635,1.0764,2.75,1,0,1,1,0
"7127",38006401,187,378.982,1,0,310,1,0.0323,0.0806,-2.1182,10,-0.3934,5,1,0,1,0,1
"7128",38002759,187,337.739,1,0,310,1,0.0323,0.0806,-2.1182,10,0.423,3.33333333333333,0,0,1,1,1
"7129",38013108,187,277.004,1,0,310,1,0.0323,0.0806,-2.1182,10,-0.7433,3.33333333333333,0,1,0,1,1
"7130",38015262,187,364.921,1,0,310,1,0.0323,0.0806,-2.1182,10,0.6843,2.75,0,0,1,1,0
"7132",38018669,187,434.917,1,0,310,1,0.0323,0.0806,-2.1182,10,-1.6809,3.66666666666667,0,0,0,0,1
"7133",38014894,187,400.615,1,0,310,1,0.0323,0.0806,-2.1182,10,0.238,3.66666666666667,0,1,0,1,0
"7134",38010179,187,456.017,1,0,310,1,0.0323,0.0806,-2.1182,10,-0.4043,3.66666666666667,1,1,0,0,1
"7135",38000502,187,345.355,1,0,310,1,0.0323,0.0806,-2.1182,10,-0.8625,1.83333333333333,1,1,0,1,0
"7136",38016689,187,398.329,1,0,310,1,0.0323,0.0806,-2.1182,10,-0.8732,0,1,1,0,1,0
"7137",38007628,187,333.954,1,0,310,1,0.0323,0.0806,-2.1182,10,0.3233,3.66666666666667,0,0,1,1,1
"7138",38005031,187,400.627,1,0,310,1,0.0323,0.0806,-2.1182,10,-0.3651,4,1,1,0,1,1
"7139",38001934,187,455.233,1,0,310,1,0.0323,0.0806,-2.1182,10,-1.3311,4.58333333333333,1,1,0,1,0
"7140",38015971,187,409.111,1,0,310,1,0.0323,0.0806,-2.1182,10,-0.4684,2.75,1,1,0,1,1
"7141",38013553,187,470.779,1,0,310,1,0.0323,0.0806,-2.1182,10,-0.3904,1.83333333333333,1,1,0,1,1
"7142",38015923,187,463.383,1,0,310,1,0.0323,0.0806,-2.1182,10,0.7612,2.75,1,0,1,0,1
"7143",38005571,187,415.589,1,0,310,1,0.0323,0.0806,-2.1182,10,-0.3399,4,0,0,1,1,0
"7144",38005748,187,510.938,1,0,310,1,0.0323,0.0806,-2.1182,10,-0.9196,3,0,1,0,1,1
"7145",38014665,187,460.123,1,0,310,1,0.0323,0.0806,-2.1182,10,-1.5514,12,0,0,0,1,0
"7146",38010390,187,497.924,1,0,310,1,0.0323,0.0806,-2.1182,10,0.5525,2.5,0,0,1,1,0
