"","student_id","school_id","pv5math","private_government","private_independent","school_size","ISCED_orient","certified_teacher_prop","sci_teacher_prop","student_hindering_behav","student_teacher_ratio","escs","learning_time_math","gender","education_parents_medium","education_parents_high","immigration_status","study_after_school"
"2044",38019269,51,535.497,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,0.4723,3.33333333333333,0,0,1,1,1
"2045",38017648,51,539.721,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-0.5895,3.33333333333333,0,1,0,1,1
"2046",38018658,51,470.181,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-0.3987,5,0,1,0,1,1
"2047",38016127,51,444.121,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-1.3748,2.5,0,0,0,1,1
"2048",38019935,51,465.442,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-1.1256,2.5,0,1,0,1,0
"2049",38017634,51,351.209,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-1.055,2.5,0,1,0,1,1
"2050",38017929,51,453.916,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-0.677,4.66666666666667,0,1,0,0,1
"2051",38011666,51,527.573,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,0.0201,3.33333333333333,0,1,0,1,1
"2052",38013274,51,453.072,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-1.8723,4.16666666666667,0,0,0,1,1
"2053",38015405,51,608.624,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,0.1543,3,0,1,0,1,0
"2054",38008728,51,563.583,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-0.4854,3.33333333333333,0,1,0,1,1
"2055",38007590,51,483.017,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-0.0568,3.33333333333333,0,0,1,0,1
"2056",38004958,51,516.096,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-0.8859,3.33333333333333,0,1,0,1,1
"2057",38011303,51,524.736,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,0.6197,3.33333333333333,0,0,1,1,1
"2058",38016584,51,430.81,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,0.211,3.33333333333333,0,1,0,1,1
"2059",38006280,51,590.418,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,1.228,3.33333333333333,0,0,1,1,1
"2060",38010437,51,470.304,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,0.2641,3.33333333333333,0,1,0,1,1
"2061",38001431,51,542.489,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,1.3923,4.16666666666667,0,0,1,1,0
"2062",38006030,51,440.366,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,0.2844,3.33333333333333,0,1,0,1,1
"2063",38011499,51,522.105,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-0.8863,3.33333333333333,0,1,0,1,1
"2064",38016157,51,454.344,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,0.5565,4.16666666666667,0,0,1,0,1
"2065",38003527,51,465.359,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-1.04,5.83333333333333,0,1,0,1,1
"2066",38012928,51,512.822,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-1.0384,3,0,1,0,0,1
"2067",38019329,51,466.545,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-1.5264,3.33333333333333,0,0,0,0,1
"2068",38014997,51,534.735,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-1.084,3.33333333333333,0,1,0,1,1
"2069",38005092,51,418.498,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-1.1395,4.16666666666667,0,1,0,1,0
"2070",38014180,51,564.595,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-0.6224,3.33333333333333,1,1,0,1,1
"2071",38017145,51,591.545,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,0.8586,5.83333333333333,1,0,1,1,1
"2072",38019884,51,458.019,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-0.0948,3.33333333333333,1,0,1,1,1
"2073",38007459,51,489.744,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-0.5169,3.33333333333333,1,1,0,1,1
"2074",38009520,51,497.371,0,0,1000,0,0.5889,0.2778,0.8718,11.1111,-0.1327,3.33333333333333,0,1,0,1,1
"2075",38008230,52,467.733,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.7337,2,1,1,0,1,1
"2077",38006854,52,468.592,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.7923,2,1,1,0,1,1
"2078",38012908,52,519.295,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.7624,2,1,1,0,1,1
"2079",38016815,52,519.814,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.3688,2,1,1,0,1,0
"2080",38016626,52,488.263,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.656,2,1,1,0,0,1
"2081",38017958,52,462.983,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.7098,3,1,1,0,1,1
"2082",38012897,52,565.649,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.1625,2,1,1,0,1,1
"2083",38011604,52,662.799,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.3151,3,0,1,0,1,1
"2084",38001797,52,568.527,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.7182,3,0,1,0,1,1
"2085",38004611,52,553.329,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.7214,3,0,1,0,1,0
"2086",38008027,52,548.237,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-1.6419,3,0,0,0,1,1
"2088",38003664,52,550.509,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-1.4342,3,0,0,0,1,1
"2089",38009031,52,607.334,0,0,330,1,0.2198,0.4835,1.1957,7.2527,1.0863,3,0,0,1,1,1
"2090",38002254,52,577.022,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.5464,3,0,1,0,1,1
"2091",38004959,52,500.047,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.294,3,0,1,0,1,1
"2092",38017745,52,462.96,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.4892,3,1,1,0,1,1
"2093",38006733,52,570.56,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.218,3,1,0,1,1,0
"2094",38007508,52,479.569,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-1.0251,3,1,1,0,1,1
"2095",38005637,52,489.607,0,0,330,1,0.2198,0.4835,1.1957,7.2527,0.906,3,1,0,1,1,1
"2096",38001845,52,459.752,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.5295,3,1,1,0,1,1
"2097",38007824,52,511.968,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.3403,3,1,1,0,1,1
"2098",38017369,52,450.351,0,0,330,1,0.2198,0.4835,1.1957,7.2527,0.6423,3,1,1,0,1,1
"2099",38011684,52,500.2,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.6021,3,1,1,0,1,1
"2100",38004493,52,644.108,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.2674,3,1,1,0,1,1
"2101",38004313,52,488.457,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.8247,3,1,1,0,1,1
"2102",38001505,52,598.401,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.7076,3,1,1,0,1,1
"2103",38002131,52,590.508,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.5458,3,1,0,1,1,1
"2104",38008422,52,557.396,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.962,3,1,1,0,1,1
"2105",38009819,52,497.3,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.4223,2,1,0,1,1,1
"2106",38016786,52,524.513,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-1.0236,3,1,1,0,1,1
"2107",38017064,52,424.411,0,0,330,1,0.2198,0.4835,1.1957,7.2527,-0.308,3,1,1,0,1,1
"2108",38005851,52,530.337,0,0,330,1,0.2198,0.4835,1.1957,7.2527,0.3292,3,1,0,1,1,1
"2118",38005225,53,342.791,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-1.0791,3.66666666666667,0,1,0,1,1
"2119",38004591,53,300.657,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-0.3832,3.66666666666667,0,0,1,1,1
"2120",38011136,53,299.722,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-1.8093,1.33333333333333,0,0,0,1,1
"2121",38013719,53,376.224,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-1.5364,4,1,0,0,1,1
"2122",38019689,53,368.683,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-0.1646,9,1,0,1,1,1
"2123",38005664,53,415.39,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-0.786,0,1,1,0,1,0
"2124",38000568,53,377.394,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,0.1295,4,1,0,1,1,1
"2125",38017587,53,341.323,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-0.9579,2.66666666666667,0,0,0,1,1
"2126",38009493,53,259.447,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-1.045,4,0,0,0,1,1
"2127",38010640,53,231.358,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-0.9259,3.66666666666667,0,1,0,1,1
"2128",38017638,53,337.621,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-1.4986,3.66666666666667,0,0,0,1,1
"2130",38012215,53,381.185,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-0.7708,3,1,1,0,1,0
"2131",38009987,53,356.176,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-2.5086,4,1,0,0,1,0
"2133",38009616,53,252.637,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-1.5259,3.66666666666667,1,0,0,1,0
"2134",38010990,53,352.365,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-0.0298,3.66666666666667,1,0,1,1,1
"2138",38003862,53,464.304,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-1.6408,2.5,1,0,0,1,1
"2140",38017287,53,384.145,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-0.4478,4,1,1,0,1,1
"2142",38007384,53,421.055,0,0,1322,1,0.9441,0.0994,-1.2619,16.4224,-0.2466,3.66666666666667,1,1,0,1,0
"2143",38016477,54,411.702,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.0639,3.66666666666667,0,1,0,1,1
"2144",38012826,54,396.989,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.0643,3.66666666666667,1,0,1,0,1
"2145",38000318,54,632.131,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-1.5758,4,0,0,0,1,1
"2146",38011123,54,392.592,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-1.475,4,0,0,0,1,0
"2147",38016916,54,552.208,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.503,0.833333333333333,0,1,0,1,0
"2148",38005204,54,458.777,0,0,812,1,0.9291,0.0472,0.6298,12.7874,0.238,3.66666666666667,0,0,0,1,1
"2149",38012959,54,422.937,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.613,4,0,1,0,1,1
"2150",38003238,54,487.286,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.5969,4,0,1,0,0,1
"2151",38003097,54,469.371,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.5958,2.75,0,1,0,1,1
"2152",38002270,54,477.521,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.837,3.66666666666667,0,1,0,1,0
"2153",38013743,54,576.678,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.5804,4,0,1,0,1,1
"2154",38017283,54,586.83,0,0,812,1,0.9291,0.0472,0.6298,12.7874,0.6171,4,0,0,1,1,1
"2155",38017731,54,529.898,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.9118,3.66666666666667,0,1,0,1,1
"2156",38013534,54,621.134,0,0,812,1,0.9291,0.0472,0.6298,12.7874,1.3718,4,1,0,1,1,1
"2157",38015664,54,515.786,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-1.1108,3.66666666666667,1,0,0,1,1
"2158",38015353,54,473.972,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-1.6062,3.66666666666667,1,0,0,1,0
"2159",38015184,54,452.765,0,0,812,1,0.9291,0.0472,0.6298,12.7874,1.1209,4,1,0,1,1,1
"2160",38013710,54,530.072,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.4891,3.66666666666667,1,1,0,1,1
"2161",38000834,54,637.276,0,0,812,1,0.9291,0.0472,0.6298,12.7874,0.3467,3.66666666666667,1,1,0,1,1
"2162",38002631,54,584.784,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.7616,4,1,0,0,1,1
"2163",38006540,54,545.608,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-1.3143,3.66666666666667,1,0,0,1,1
"2164",38002307,54,597.232,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.2766,3.66666666666667,1,1,0,1,1
"2166",38009294,54,558.796,0,0,812,1,0.9291,0.0472,0.6298,12.7874,0.0233,4,1,1,0,1,1
"2167",38009714,54,564.883,0,0,812,1,0.9291,0.0472,0.6298,12.7874,0.3626,3,0,1,0,1,1
"2168",38018127,54,521.969,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.3286,3.66666666666667,0,1,0,1,1
"2169",38004878,54,454.697,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.3985,4,0,1,0,1,1
"2170",38005564,54,430.115,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.2559,4,0,1,0,1,1
"2171",38010928,54,519.874,0,0,812,1,0.9291,0.0472,0.6298,12.7874,-0.7824,4,1,0,0,1,1
"2172",38019296,55,384.561,0,0,590,0,1,0.38,0.2229,11.8,0.351,3,0,1,0,1,1
"2173",38007232,55,351.203,0,0,590,0,1,0.38,0.2229,11.8,0.101,3,0,1,0,1,1
"2174",38018190,55,460.491,0,0,590,0,1,0.38,0.2229,11.8,-0.2617,2,0,1,0,1,1
"2175",38001027,55,515.131,0,0,590,0,1,0.38,0.2229,11.8,0.7967,2.5,0,0,1,1,1
"2176",38018820,55,498.814,0,0,590,0,1,0.38,0.2229,11.8,0.9126,3,0,1,0,1,1
"2177",38006192,55,574.988,0,0,590,0,1,0.38,0.2229,11.8,1.2249,3,0,0,1,1,1
"2178",38015804,55,475.122,0,0,590,0,1,0.38,0.2229,11.8,1.4497,3,0,0,1,1,1
"2179",38011751,55,534.614,0,0,590,0,1,0.38,0.2229,11.8,0.3242,5,0,1,0,1,1
"2180",38007266,55,500.141,0,0,590,0,1,0.38,0.2229,11.8,1.0802,4.58333333333333,0,0,1,1,0
"2181",38017243,55,575.163,0,0,590,0,1,0.38,0.2229,11.8,1.1706,5,0,0,1,1,1
"2182",38003051,55,441.602,0,0,590,0,1,0.38,0.2229,11.8,-0.3861,2.5,0,1,0,1,1
"2183",38015616,55,497.148,0,0,590,0,1,0.38,0.2229,11.8,-0.0104,5,0,1,0,1,1
"2184",38015996,55,504.464,0,0,590,0,1,0.38,0.2229,11.8,1.2581,5,0,0,1,1,1
"2185",38010463,55,451.243,0,0,590,0,1,0.38,0.2229,11.8,0.0406,5,0,0,1,1,1
"2186",38003408,55,635.958,0,0,590,0,1,0.38,0.2229,11.8,0.0464,4.58333333333333,0,1,0,1,1
"2187",38004941,55,599.257,0,0,590,0,1,0.38,0.2229,11.8,-1.4512,5,1,0,0,1,1
"2188",38016790,55,509.018,0,0,590,0,1,0.38,0.2229,11.8,0.2477,4.16666666666667,1,0,1,1,1
"2189",38006926,55,545.925,0,0,590,0,1,0.38,0.2229,11.8,-0.1914,5,1,1,0,1,0
"2190",38003504,55,552.655,0,0,590,0,1,0.38,0.2229,11.8,1.1837,3.66666666666667,1,0,1,1,1
"2191",38002151,55,582.282,0,0,590,0,1,0.38,0.2229,11.8,0.7592,4.58333333333333,1,1,0,1,1
"2192",38014355,55,408.348,0,0,590,0,1,0.38,0.2229,11.8,-0.013,5,1,1,0,1,1
"2193",38017544,55,501.123,0,0,590,0,1,0.38,0.2229,11.8,1.8133,4,0,0,1,1,1
"2194",38012359,55,599.521,0,0,590,0,1,0.38,0.2229,11.8,1.783,1.66666666666667,1,0,1,1,1
"2195",38018943,55,568.265,0,0,590,0,1,0.38,0.2229,11.8,-0.6541,5,1,1,0,1,1
"2197",38012786,55,540.236,0,0,590,0,1,0.38,0.2229,11.8,-0.7958,3.33333333333333,0,1,0,1,1
"2198",38003640,55,634.376,0,0,590,0,1,0.38,0.2229,11.8,-0.0907,3.66666666666667,0,1,0,1,1
"2199",38014725,55,561.667,0,0,590,0,1,0.38,0.2229,11.8,-0.087,2.66666666666667,1,1,0,1,1
"2200",38005781,55,616.382,0,0,590,0,1,0.38,0.2229,11.8,-0.2549,2.66666666666667,0,1,0,1,1
"2201",38013591,55,516.047,0,0,590,0,1,0.38,0.2229,11.8,0.0879,4,1,1,0,1,1
"2203",38008316,56,466.876,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-0.5186,4.16666666666667,1,1,0,1,1
"2204",38017769,56,489.124,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-0.0586,5,0,1,0,1,1
"2205",38015112,56,421.737,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-1.4723,2.5,0,0,0,1,1
"2206",38016135,56,622.726,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-0.3176,3.33333333333333,0,1,0,1,0
"2208",38015206,56,549.84,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-1.9744,3.33333333333333,0,0,0,1,1
"2209",38014990,56,433.549,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-0.3844,2.5,0,1,0,1,1
"2210",38009519,56,558.526,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,0.742,3.33333333333333,0,0,1,1,1
"2211",38009254,56,547.398,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,0.1946,3.33333333333333,1,1,0,1,0
"2212",38001969,56,571.38,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-0.3045,6.66666666666667,1,1,0,1,1
"2213",38003567,56,602.727,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,1.2448,4.16666666666667,1,0,1,1,1
"2215",38012469,56,477.63,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-0.5939,3.33333333333333,1,1,0,1,1
"2216",38016479,56,487.922,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-1.1901,3.33333333333333,1,0,0,1,1
"2217",38004333,56,479.577,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-0.2685,2.5,1,1,0,1,1
"2219",38004653,56,499.086,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,1.3946,3.33333333333333,1,0,1,1,1
"2220",38002836,56,549.814,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-0.0539,2.5,1,1,0,1,0
"2221",38010858,56,520.658,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-1.8484,3.33333333333333,0,0,0,1,0
"2222",38016429,56,618.133,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-0.0994,3.33333333333333,0,1,0,1,0
"2223",38005461,56,571.346,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-0.5721,3.33333333333333,0,1,0,1,1
"2224",38018494,56,601.82,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,-0.9442,3.33333333333333,0,1,0,1,0
"2225",38008748,56,387.819,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,1.1935,3.33333333333333,1,0,1,1,1
"2226",38011043,56,537.29,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,0.7293,3.33333333333333,1,1,0,1,0
"2227",38007421,56,528.07,1,0,265,1,0.4857,0.1571,-0.7289,7.5714,0.1682,3.33333333333333,1,1,0,1,1
"2228",38010615,57,512.678,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,-0.6806,6.66666666666667,1,1,0,1,1
"2230",38012916,57,531.443,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,1.0444,3.33333333333333,0,0,1,1,1
"2231",38003053,57,467.688,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,1.0478,3,0,0,1,1,1
"2232",38017859,57,363.697,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,0.9529,2.75,0,0,1,1,1
"2233",38017606,57,410.132,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,-0.5498,3,0,1,0,1,1
"2234",38004481,57,478.397,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,0.5309,3,0,1,0,1,1
"2235",38007643,57,535.414,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,-0.0998,5,0,0,1,1,1
"2236",38019136,57,538.362,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,-0.1773,5,0,1,0,1,1
"2237",38008169,57,547.095,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,-0.6449,5,0,1,0,1,1
"2238",38003482,57,516.562,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,-0.0901,5,0,1,0,1,1
"2239",38007515,57,570.061,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,0.7486,3.66666666666667,1,0,1,1,1
"2240",38001194,57,462.91,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,1.55,3.66666666666667,1,0,1,1,1
"2241",38014847,57,529.386,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,0.0501,5,1,0,1,1,0
"2242",38020021,57,507.214,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,1.4676,4.58333333333333,1,0,1,0,1
"2243",38009791,57,579.261,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,0.3561,3.66666666666667,1,1,0,1,1
"2244",38006865,57,435.521,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,0.8742,4,1,0,1,1,1
"2245",38004886,57,465.953,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,0.3995,2.5,1,0,1,1,1
"2246",38013412,57,594.683,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,1.5407,4.58333333333333,1,0,1,1,0
"2247",38002145,57,546.019,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,1.5206,5,1,0,1,1,1
"2248",38012706,57,524.342,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,1.3528,5,1,0,1,1,0
"2249",38014656,57,610.49,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,0.8404,5,1,1,0,1,1
"2250",38017650,57,539.122,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,1.4013,4.58333333333333,1,0,1,1,1
"2251",38008956,57,535.248,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,1.2754,3.66666666666667,0,0,1,1,1
"2252",38015171,57,490.441,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,1.307,1,1,0,1,1,1
"2253",38014548,57,410.434,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,0.9573,4,1,0,1,1,1
"2254",38014233,57,497.061,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,0.5626,3.66666666666667,0,0,1,1,1
"2255",38000987,57,505.27,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,1.0119,2,1,0,1,1,1
"2256",38013858,57,486.686,0,0,1051,0,0.9583,0.2847,1.1957,14.5972,0.6116,4,1,0,1,1,1
"2257",38012854,58,380.409,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,-1.4184,3,0,0,0,0,1
"2258",38009459,58,386.107,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,-1.0107,2.75,0,1,0,0,1
"2259",38008263,58,566.154,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,0.0499,3,0,1,0,1,1
"2260",38008208,58,491.615,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,0.7048,3,0,0,1,1,1
"2261",38018079,58,421.029,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,-0.5677,3,0,1,0,1,0
"2262",38011532,58,623.846,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,0.0278,2.5,0,1,0,1,0
"2263",38019797,58,518.448,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,0.2025,3,0,1,0,1,1
"2265",38004461,58,436.451,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,1.4292,3,0,0,1,1,1
"2266",38013606,58,551.127,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,-0.6745,3,0,0,0,1,1
"2267",38002876,58,677.028,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,0.9023,6,0,0,1,1,1
"2269",38007289,58,547.817,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,1.2133,3,0,0,1,1,1
"2270",38001348,58,430.918,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,1.1211,3,0,0,1,0,1
"2271",38019980,58,529.577,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,0.2016,3,0,1,0,1,1
"2272",38009563,58,571.91,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,1.1128,3,0,0,1,1,1
"2273",38009037,58,555.063,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,0.5787,3,0,1,0,1,1
"2274",38015887,58,517.105,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,0.7994,3,0,0,1,1,1
"2275",38015849,58,418.812,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,0.2043,3,0,1,0,1,1
"2276",38014500,58,579.066,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,1.0052,2.75,1,0,1,1,1
"2277",38002839,58,522.454,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,1.2792,3,1,1,0,1,1
"2278",38004006,58,601.675,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,-0.3701,2.75,1,1,0,1,1
"2279",38011371,58,578.109,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,0.0782,2.75,1,1,0,1,0
"2280",38018674,58,602.98,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,-0.896,3.66666666666667,1,0,0,1,1
"2281",38002624,58,537.36,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,1.2668,4.66666666666667,1,0,1,1,1
"2282",38015397,58,594.256,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,1.14,4,1,0,1,1,1
"2283",38009257,58,570.26,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,0.0598,3,1,1,0,1,1
"2284",38018925,58,444.203,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,0.8886,3,0,0,1,1,1
"2285",38011108,58,530.997,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,-0.1182,3,0,1,0,1,1
"2286",38014488,58,404.977,0,0,1651,0,0.9591,0.2364,0.3046,15.0091,-0.0153,2.75,1,1,0,1,1
"2287",38019743,59,523.994,0,0,134,0,0.9784,0.2446,0.6948,1.9281,0.2993,5,0,0,1,1,1
"2288",38014960,59,484.323,0,0,134,0,0.9784,0.2446,0.6948,1.9281,0.3806,4.58333333333333,1,1,0,1,1
"2289",38017844,59,460.843,0,0,134,0,0.9784,0.2446,0.6948,1.9281,0.0803,6,1,0,1,1,1
"2290",38001961,59,580.72,0,0,134,0,0.9784,0.2446,0.6948,1.9281,0.2307,5,0,0,1,1,1
"2291",38005202,59,618.58,0,0,134,0,0.9784,0.2446,0.6948,1.9281,0.1898,5.41666666666667,0,1,0,1,1
"2292",38010919,59,401.62,0,0,134,0,0.9784,0.2446,0.6948,1.9281,-0.1644,5,0,0,1,1,1
"2293",38000889,59,512.449,0,0,134,0,0.9784,0.2446,0.6948,1.9281,-1.6152,4.58333333333333,0,0,0,1,1
