"","student_id","school_id","pv5math","home_possessions","cultural_possessions","escs","disciplinari_climate","learning_time_math","learning_time_lang","learning_time_science","enjoy_science","interest_broad_science","motivat","test_anxiety","gender","education_parents_medium","education_parents_high","video_games","immigration_status","internet_social","study_before_school","study_after_school","private_independent","school_size","ISCED_orient","certified_teacher_prop","sci_teacher_prop","student_hindering_behav","student_teacher_ratio"
"236",38017230,6,462.648,0.375971190315183,0.6093,0.4485,0.0039,4,5,0.416666666666667,0.5094,0.8185,-0.1651,0.5209,1,0,1,1,1,1,1,1,0,2092,1,0.7842,0.259,1.7822,10.0336
"238",38009497,6,526.333,-1.76854367504472,-0.9969,-0.9952,-0.8722,3.66666666666667,5.5,0.383333333333333,-0.1522,1.4315,-0.8771,0.5736,1,1,0,1,1,1,0,1,0,2092,1,0.7842,0.259,1.7822,10.0336
"239",38010925,6,523.911,-1.1528169010549,-0.4113,-0.4199,-0.4176,3.33333333333333,6.66666666666667,0.35,-2.1154,0.7736,-0.4849,-0.1405,1,1,0,1,1,1,1,1,0,2092,1,0.7842,0.259,1.7822,10.0336
"240",38014373,6,448.799,-0.617951645947457,0.2162,0.2772,-0.7439,3.66666666666667,5.5,0.383333333333333,-1.0286,-0.1626,0.2296,0.803,1,1,0,1,1,1,1,0,0,2092,1,0.7842,0.259,1.7822,10.0336
"241",38014260,6,440.377,-1.10705152752077,-0.1523,-0.5947,-0.4234,3.66666666666667,7.33333333333333,0.383333333333333,0.5094,0.5305,0.1246,0.5209,1,1,0,0,1,1,1,1,0,2092,1,0.7842,0.259,1.7822,10.0336
"242",38006054,6,448.169,-0.582293962273628,-0.2031,-0.7364,-1.0005,4,6,0.0166666666666667,-0.3928,-0.1626,-0.8771,0.206,1,1,0,1,0,1,0,0,0,2092,1,0.7842,0.259,1.7822,10.0336
"243",38016854,6,439.363,-1.87593787981038,-1.6287,-1.8188,0.0039,3.33333333333333,5,0.35,-2.1154,-0.3744,1.8543,0.2594,0,0,0,1,1,1,0,0,0,2092,1,0.7842,0.259,1.7822,10.0336
"314",38017080,7,488.212,0.650844200682732,0.5025,1.2623,1.8837,3.33333333333333,4.16666666666667,0.35,2.1635,0.6496,-0.7662,-0.4671,1,0,1,1,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"315",38003987,7,553.189,1.59029781936488,2.1655,1.529,-0.8722,3.33333333333333,4.16666666666667,0.35,-0.6148,-0.0577,-1.089,1.0016,0,0,1,1,1,1,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"316",38013128,7,630.478,0.117102022226438,2.1655,1.1432,-1.0005,3.33333333333333,4.16666666666667,0.35,-0.576,-0.0095,0.3377,0.7993,0,0,1,0,1,1,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"317",38011829,7,581.496,-0.0728383163983287,2.1655,1.1348,0.5529,3.33333333333333,4.16666666666667,0.35,-0.2121,0.7736,-0.1624,-0.3577,0,0,1,0,1,1,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"318",38002031,7,582.458,0.210317384271409,0.7777,1.2709,-1.8997,2.5,4.16666666666667,0.35,-0.5395,0.206,-0.8107,1.4394,0,0,1,0,1,0,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"319",38013761,7,584.24,0.649440354868802,1.0478,1.0966,-0.7439,3.33333333333333,4.16666666666667,0.35,-0.1945,0.2719,0.1218,-0.308,0,0,1,0,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"320",38014131,7,604.218,0.0728808790876346,0.7777,1.0077,0.7187,3.33333333333333,6.66666666666667,0.35,0.0992,0.1105,1.8543,2.5493,0,0,1,0,1,1,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"321",38013796,7,581.557,2.02057656133451,2.1655,1.6431,1.3751,3.33333333333333,4.16666666666667,0.35,-0.3772,-0.172,-0.8234,0.2092,0,0,1,1,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"322",38007412,7,428.141,0.0494366539949989,0.7777,0.3424,1.0438,3.33333333333333,7.5,0.35,0.5094,1.0787,0.5952,1.7184,0,0,1,0,1,0,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"323",38012228,7,515.238,0.579248064172288,0.7777,-0.5231,1.0867,3.33333333333333,6.66666666666667,0.35,-2.1154,-0.1287,-0.4495,0.0752,0,1,0,0,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"325",38004176,7,630.942,-0.303069029882895,0.6062,1.1365,0.7634,2.5,4.16666666666667,0.35,1.3859,1.2179,-2.4615,-1.6189,0,0,1,0,1,0,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"326",38014299,7,572.203,1.04757102769943,2.1655,1.4695,0.5529,3.33333333333333,4.16666666666667,0.35,2.1635,0.5305,-0.1624,2.5493,0,0,1,1,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"327",38019146,7,639.675,1.74584393554835,2.1655,1.6319,0.5529,3.33333333333333,4.16666666666667,0.35,-0.8208,0.0284,-0.4849,0.3265,0,0,1,0,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"328",38018920,7,560.052,-0.412147849625278,0.0768,0.984,0.8934,3.33333333333333,4.16666666666667,0.35,2.1635,-0.1509,-0.4954,0.8459,0,0,1,0,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"329",38001661,7,608.557,0.298198132223445,0.0045,1.2733,0.2884,3.33333333333333,4.16666666666667,0.35,-0.8208,0.1976,-1.1822,1.1338,0,0,1,0,1,1,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"330",38015742,7,641.814,0.187575082085739,1.0478,1.0997,0.2117,3.33333333333333,4.16666666666667,0.35,0.0992,-0.1239,0.1609,0.4517,0,0,1,0,1,1,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"331",38011886,7,599.768,0.699838419588899,2.1655,0.8205,0.9383,3.33333333333333,4.16666666666667,0.35,-0.2121,-0.2052,-0.7662,0.5209,0,0,1,1,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"332",38007184,7,620.023,-0.793432372688743,0.7777,-0.7575,0.0039,3.33333333333333,4.16666666666667,0.35,0.5094,0.9659,-0.4954,-0.308,0,1,0,0,1,0,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"333",38005069,7,628.182,-0.468722835926668,-0.4504,0.5766,1.8837,3.66666666666667,4.58333333333333,0.383333333333333,0.0992,-0.0034,0.3377,-0.0374,0,0,1,0,1,1,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"334",38001321,7,608.632,-0.25646134886041,0.1376,-0.0208,1.2422,3.33333333333333,4.16666666666667,0.35,0.5094,0.1042,0.4631,1.3578,0,1,0,0,1,0,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"335",38015695,7,577.923,0.606763442125321,2.1655,1.3747,0.9781,3.33333333333333,4.16666666666667,0.35,0.5094,-0.0443,-0.1756,1.0461,0,0,1,0,1,1,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"336",38011915,7,510.4,-0.205782514977527,0.0768,1.0587,-2.4162,3.33333333333333,4.16666666666667,0.35,-0.8208,-0.7226,-0.4849,1.7952,1,0,1,1,1,1,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"337",38016060,7,629.401,1.7911881553383,2.1655,1.6439,-0.3164,3.33333333333333,4.16666666666667,0.35,0.8904,1.1228,0.0437,1.8135,1,0,1,0,1,1,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"338",38009063,7,656.516,0.740971101937056,0.5025,1.3685,0.4046,3.33333333333333,4.16666666666667,0.35,0.125,0.6584,-0.4954,0.219,1,0,1,0,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"339",38019907,7,606.483,0.281492367037675,0.2737,0.0167,-2.4162,3.33333333333333,4.16666666666667,0.35,0.5094,0.4827,-0.5969,2.5493,1,1,0,1,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"340",38002004,7,593.449,-0.473355527112638,0.0417,0.2944,0.7187,3.33333333333333,4.16666666666667,0.35,0.5094,0.6584,-0.7662,-0.4305,1,1,0,0,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"341",38008398,7,617.456,-0.0559921666311654,1.0478,1.1806,1.8837,3.33333333333333,6.66666666666667,0.35,0.5094,0.6496,0.1609,-0.0345,1,0,1,0,1,0,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"342",38010102,7,679.066,1.47728823134349,2.1655,1.4787,0.8934,3.33333333333333,4.16666666666667,0.35,1.1662,0.4283,1.8543,0.4752,1,0,1,0,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"343",38010760,7,587.398,0.832221079842524,2.1655,1.3924,0.0039,3.33333333333333,4.16666666666667,0.35,-2.1154,-0.0876,-1.4136,2.5493,1,0,1,0,1,1,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"344",38019962,7,613.845,0.218880843736384,0.0768,1.2319,-1.11,3.33333333333333,4.16666666666667,0.35,1.1225,0.7736,-0.1651,0.7186,1,0,1,1,1,0,1,0,0,480,0,0.885,0.2035,0.2229,8.4956
"345",38010480,7,625.122,1.17854984213913,2.1655,1.1938,0.8934,3.33333333333333,4.16666666666667,0.35,1.2596,1.0787,0.4631,-0.6871,1,0,1,1,0,1,0,0,0,480,0,0.885,0.2035,0.2229,8.4956
"346",38013221,7,510.42,-1.32268224454046,0.0636,0.1257,-1.6015,3.33333333333333,4.16666666666667,0.35,0.5094,0.0954,-0.61,0.5209,1,0,1,1,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"347",38015862,7,627.374,1.02384603344401,0.6093,1.4426,1.8837,3.33333333333333,4.16666666666667,0.35,0.5094,0.7736,0.1111,-0.0345,1,0,1,1,1,1,0,1,0,480,0,0.885,0.2035,0.2229,8.4956
"348",38001042,7,596.091,-0.503257442949353,-0.1523,-0.4367,1.0438,3.33333333333333,5.83333333333333,0.35,0.042,0.6098,0.8748,1.8135,1,1,0,0,1,1,0,0,0,480,0,0.885,0.2035,0.2229,8.4956
"349",38013341,7,560.859,-0.98660155668555,-0.2031,0.7737,0.5529,3.33333333333333,5.83333333333333,0.35,-0.3398,0.1042,-0.1651,-0.0836,1,0,1,1,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"350",38007138,7,548.62,-0.145417144978524,0.7777,-0.6323,-0.5803,1.66666666666667,3.33333333333333,0.35,0.8931,0.4952,0.1609,0.8425,0,1,0,0,1,1,1,1,0,480,0,0.885,0.2035,0.2229,8.4956
"351",38008343,8,505.378,0.967972970049583,0.4793,1.3453,-0.8504,4.16666666666667,3.33333333333333,0.35,0.5094,0.7991,0.8101,0.0752,1,0,1,0,0,1,1,0,1,635,0,0.8302,0.3679,-0.4789,11.9811
"352",38015859,8,517.476,3.08033976627048,2.1655,2.0487,-0.7185,4.58333333333333,3.66666666666667,0.383333333333333,-0.1379,0.4447,-0.0495,1.1338,0,0,1,1,1,1,1,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"353",38014176,8,570.813,2.00541502654406,0.7777,0.9982,0.0039,4.58333333333333,6.41666666666667,0.383333333333333,-0.576,-0.8083,-0.1756,-0.6871,0,0,1,0,1,1,1,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"354",38018258,8,709.511,0.693521113426213,0.3005,1.2735,0.6595,4.58333333333333,3.66666666666667,0.383333333333333,2.1635,0.6098,0.4631,-0.308,0,0,1,1,0,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"355",38003377,8,629.965,0.72215956803039,-0.1338,1.3636,1.8837,4.58333333333333,2.75,0.383333333333333,0.5094,0.9063,-0.4495,-0.6237,0,0,1,1,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"356",38010394,8,619.886,2.26765342458624,0.6093,1.7119,0.0039,4.58333333333333,3.66666666666667,0.383333333333333,0.5094,-0.011,0.1609,-0.0345,0,0,1,0,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"357",38009905,8,582.256,1.1267479316051,0.7777,1.4075,0.6077,5,4,0.416666666666667,0.5094,0.2809,-0.9738,0.5632,0,0,1,0,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"358",38017271,8,613,1.76521700778059,0.0768,1.4717,0.9781,5,4,0.416666666666667,-0.5781,1.5466,0.0543,-0.4644,0,0,1,0,1,1,1,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"359",38013317,8,634.217,0.0577193442971875,-0.4343,1.1277,1.8837,4.58333333333333,3.66666666666667,0.383333333333333,0.5094,0.2405,-0.1756,-1.3014,0,0,1,0,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"360",38008096,8,528.822,1.89844197552257,1.0478,1.5689,0.4046,5,4,0.416666666666667,-2.1154,-2.4981,-0.0601,0.3265,1,0,1,1,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"361",38007937,8,566.872,1.68547856554935,0.2293,1.306,0.0039,4.58333333333333,3.66666666666667,0.383333333333333,0.0992,0.38,-0.4954,0.7186,1,0,1,0,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"362",38001885,8,516.022,0.349298119850507,-0.831,1.3073,-0.5177,4.58333333333333,3.66666666666667,0.383333333333333,-0.3928,0.1123,-0.4849,0.3781,1,0,1,1,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"363",38016040,8,551.027,1.26923828171902,0.6093,1.5895,-0.3506,5.5,3.66666666666667,0.383333333333333,0.042,0.0544,-0.1756,0.2158,1,0,1,1,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"364",38002961,8,598.154,1.17658445799962,1.0478,1.2346,0.9383,4.58333333333333,3.66666666666667,0.383333333333333,0.125,0.9138,0.5952,-0.0807,1,0,1,1,1,1,1,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"365",38006314,8,492.223,1.88299967156934,1.0478,1.4202,-0.0012,4.16666666666667,3.33333333333333,0.35,0.0992,0.2685,0.4631,0.2594,1,0,1,0,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"366",38005468,8,612.642,0.897499910190283,-0.1201,1.1615,0.2884,4.58333333333333,3.66666666666667,0.383333333333333,-0.1522,-0.3124,0.1111,1.0016,1,0,1,1,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"367",38011790,8,636.34,0.201753924806435,-0.2598,0.8141,-0.1458,4.58333333333333,3.66666666666667,0.383333333333333,1.6681,1.2664,-0.4363,-0.7425,1,0,1,1,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"368",38006246,8,567.641,2.59152065385995,2.1655,1.6257,0.7001,6.41666666666667,4.58333333333333,0.383333333333333,0.5094,-0.0369,0.3758,-0.7766,1,0,1,1,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"369",38013785,8,605.426,2.67350524939348,0.6093,1.6548,0.2884,4.58333333333333,2.75,0.383333333333333,-0.119,-0.0369,-0.1519,-0.6871,1,0,1,1,1,1,1,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"370",38015976,8,575.141,1.63887088452686,0.2293,1.4177,-0.3164,10,8,0.716666666666667,-0.8208,-0.1239,-0.7662,0.7186,1,0,1,0,1,1,1,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"371",38015097,8,560.367,1.6884266417586,0.6093,1.4514,0.2829,5,4,0.416666666666667,0.5094,0.5305,0.1111,-0.308,1,0,1,0,1,0,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"372",38007570,8,600.35,2.14453614670455,2.1655,1.6358,-0.3164,4.58333333333333,2.75,0.383333333333333,-2.1154,-2.4981,-1.5572,2.5493,1,0,1,0,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"373",38018584,8,605.142,1.01528257397903,0.6093,1.4403,0.2117,4.58333333333333,3.66666666666667,0.383333333333333,2.1635,1.0795,0.1111,-1.3014,1,0,1,1,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"374",38002462,8,586.144,1.48809784411075,0.6093,1.4609,0.8351,3.66666666666667,3.66666666666667,0.533333333333333,0.5852,0.6957,0.4631,-0.308,0,0,1,0,1,1,1,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"375",38009898,8,533.444,1.5535170590399,2.1655,1.3127,1.1892,6.41666666666667,4.58333333333333,0.383333333333333,-0.3271,-0.0034,-0.4954,1.5125,0,0,1,0,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"376",38006714,8,526.71,-0.198903670489268,-0.4113,0.5232,-0.107,4.16666666666667,3.33333333333333,0.35,0.5094,-0.0781,-0.7186,-0.7766,0,0,1,1,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"377",38012212,8,536.425,0.834748002307599,0.2834,1.4757,-0.3506,4.16666666666667,3.33333333333333,0.35,-0.8208,-1.0845,-0.7662,0.6434,1,0,1,0,0,1,1,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"378",38006426,8,639.917,0.979765274886597,-0.2107,1.493,0.6605,4.58333333333333,3.66666666666667,0.383333333333333,0.5094,0.7428,1.8543,-0.2067,1,0,1,1,1,1,0,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"379",38017096,8,628.833,1.09572293911724,0.6093,1.1308,0.8934,4.58333333333333,3.66666666666667,0.383333333333333,0.0992,0.1123,-0.1624,0.0721,1,0,1,0,1,1,1,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"380",38008150,8,637.197,1.97368811114924,1.0478,1.7334,-0.2683,4.58333333333333,3.66666666666667,0.383333333333333,-2.1154,-1.3032,-0.0413,0.5209,1,0,1,1,1,1,1,1,1,635,0,0.8302,0.3679,-0.4789,11.9811
"381",38018743,9,415.31,-1.13091690635758,-0.831,-0.5596,-0.6873,3.33333333333333,5,0.5,-0.8208,-1.2668,-1.1706,0.9715,0,1,0,1,1,1,1,0,0,1630,1,0.8166,0.0688,0.8718,9.341
"382",38011240,9,489.777,-0.866713124175904,-0.5975,-1.5546,-1.0005,4.58333333333333,5.5,0.666666666666667,-0.8208,-0.9308,-0.5457,-0.0374,1,0,0,1,1,1,0,0,0,1630,1,0.8166,0.0688,0.8718,9.341
"383",38001422,9,462.354,-1.10354191298594,-0.4343,-1.5546,-0.0405,4,6,0.716666666666667,-0.5781,0.5305,-0.1163,0.7153,0,0,0,1,1,1,1,1,0,1630,1,0.8166,0.0688,0.8718,9.341
"384",38010442,9,449.893,-0.448086302461893,0.1919,-0.7942,0.0039,4,5,0.416666666666667,0.5094,-0.1178,-1.1822,1.1311,0,1,0,0,1,1,1,1,0,1630,1,0.8166,0.0688,0.8718,9.341
"385",38010930,9,468.084,-1.86779557408959,-0.7039,-1.3414,0.0039,3.66666666666667,5.5,0.666666666666667,-2.1154,-2.4981,-1.1426,-0.2067,0,0,0,1,1,1,1,1,0,1630,1,0.8166,0.0688,0.8718,9.341
"386",38005731,9,444.998,-0.414394002927567,-0.0835,0.057,-1.0005,4,6,0.416666666666667,0.5094,0.5305,1.8543,2.5493,1,0,1,1,1,1,0,0,0,1630,1,0.8166,0.0688,0.8718,9.341
"387",38000223,9,571.495,-0.307842105650258,-0.522,-0.4682,-1.1306,4,6,1,1.0938,0.9562,-0.2315,1.4098,1,1,0,1,1,1,1,1,0,1630,1,0.8166,0.0688,0.8718,9.341
"388",38016646,9,564.633,0.443636558546622,0.6062,0.5489,-1.265,3.66666666666667,3.66666666666667,0.666666666666667,-2.1154,-1.2668,-0.8771,0.8999,1,0,1,1,1,1,0,0,0,1630,1,0.8166,0.0688,0.8718,9.341
"389",38015524,9,525.192,0.242044299666234,0.6093,0.6201,-0.8504,3.66666666666667,3.66666666666667,0.666666666666667,-2.1154,-2.4981,0.1353,0.1046,1,0,1,0,1,1,0,1,0,1630,1,0.8166,0.0688,0.8718,9.341
"390",38016361,9,511.293,-0.536528588739501,-0.831,0.4555,-0.8742,3,3,0.316666666666667,-1.1992,0.1042,0.8101,0.219,1,0,1,1,1,1,0,1,0,1630,1,0.8166,0.0688,0.8718,9.341
"391",38000414,9,426.041,0.743498024402131,0.7777,-1.0504,-0.2296,3.66666666666667,5.5,0.666666666666667,-0.8208,-0.3744,-1.1822,0.5209,1,0,0,1,1,1,0,1,0,1630,1,0.8166,0.0688,0.8718,9.341
"392",38012392,9,630.728,-0.118042151606884,0.0058,-1.1106,-1.7767,4,4,0.716666666666667,-0.8208,-0.2052,-0.7662,0.206,0,0,0,0,1,1,0,1,0,1630,1,0.8166,0.0688,0.8718,9.341
"393",38009386,9,500.003,-1.21458611686783,-0.356,-1.6043,-1.9061,4,6,0.416666666666667,-0.5781,-0.1586,-0.8234,0.3997,0,0,0,0,1,1,0,1,0,1630,1,0.8166,0.0688,0.8718,9.341
"394",38014823,10,464.151,0.62248651524134,2.1655,-1.392,1.2422,2.75,3.66666666666667,0.383333333333333,-2.1154,-0.9216,-1.1798,0.8531,0,0,0,0,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"395",38011379,10,453.031,0.469186552360153,2.1655,-0.2916,0.1783,2.75,2.75,0.383333333333333,-0.532,0.2436,1.0385,-1.5176,0,0,1,1,1,1,1,0,0,803,0,0.9496,0.2437,0.1816,13.4958
"396",38012973,10,428.953,0.190523158294992,0.1157,0.3979,0.5952,2.75,3.66666666666667,0.383333333333333,0.042,0.3547,-0.7662,0.7291,1,0,1,1,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"397",38010414,10,470.76,-0.505082442507463,-0.5975,-0.3958,-1.5571,2.75,3.66666666666667,0.383333333333333,-0.3772,-0.0034,-0.8645,1.8135,0,1,0,0,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"398",38005250,10,474.117,-0.854920819338889,-0.356,-0.3841,-1.5571,2.75,3.66666666666667,0.383333333333333,-0.8208,0.3411,-0.4495,0.8425,0,1,0,0,1,1,0,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"399",38018069,10,561.925,0.546257687544926,0.3941,0.0261,-0.2683,2.75,3.66666666666667,0.383333333333333,0.5094,-0.0034,-0.61,1.4987,0,1,0,0,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"400",38009902,10,548.306,0.469888475267119,-0.2818,0.19,1.8837,5.5,3.66666666666667,0.383333333333333,-0.3772,-0.8083,-0.4495,0.9908,0,1,0,0,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"401",38013795,10,525.152,1.38309017722877,1.0478,0.3466,0.0039,6.41666666666667,3.66666666666667,0.383333333333333,0.5094,0.228,-1.0676,0.7993,0,1,0,0,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"402",38009281,10,531.003,0.0690904953900228,0.2834,-0.2455,0.0039,6.41666666666667,3.66666666666667,0.383333333333333,0.5094,2.4511,0.1717,0.206,0,1,0,0,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"403",38012934,10,535.479,0.419209641384235,-0.4945,-0.4431,-0.5436,2.75,3.66666666666667,0.383333333333333,-0.2546,0.5305,-0.7662,-0.0509,0,1,0,1,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"405",38019230,10,451.793,1.11481524218669,0.0768,1.2184,-1.0005,1.83333333333333,2.75,0.383333333333333,-0.8208,-2.4981,1.8543,0.5209,0,0,1,1,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"406",38008427,10,397.144,-0.381544010881598,-0.831,0.0642,0.0039,2.75,3.66666666666667,0.383333333333333,0.5094,2.4511,-0.1519,1.0496,0,0,1,1,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"407",38016738,10,494.676,0.787719167540935,-0.0652,0.42,-0.2336,3.66666666666667,6.41666666666667,0.666666666666667,0.8904,0.7736,-0.4363,1.1311,0,1,0,1,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"408",38014385,10,613.799,0.705594187426013,1.0478,-1.081,0.5529,3.33333333333333,3.33333333333333,0.633333333333333,0.5094,0.9248,-0.4954,0.7186,0,0,0,1,1,1,0,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"409",38011679,10,656.587,1.03591910744381,1.0478,0.0076,0.0039,4.58333333333333,3.66666666666667,0.533333333333333,0.5094,2.4511,-0.0495,0.2594,0,1,0,1,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"410",38019595,10,611.546,1.20044983683644,0.7777,1.5715,0.2829,5.5,3.66666666666667,0.666666666666667,0.5094,0.9248,-1.0771,1.181,0,0,1,1,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"411",38002015,10,605.011,0.99703257839794,1.0478,1.2496,1.8837,4.58333333333333,3.66666666666667,0.383333333333333,0.5094,0.964,0.8598,0.5306,1,0,1,0,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"412",38001844,10,554.861,0.870405685981428,0.2293,0.9891,0.0039,3.66666666666667,3.66666666666667,0.383333333333333,0.5094,0.6584,-0.1314,-0.2039,1,0,1,1,1,1,0,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"413",38018502,10,566.15,-0.570501657436614,-0.4365,0.7153,0.0039,6.41666666666667,3.66666666666667,0.383333333333333,-0.1945,0.5305,-0.7662,-0.4671,1,0,1,1,1,1,0,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"415",38001889,10,631.45,0.261698141061258,1.0478,-0.505,0.1099,3.66666666666667,6.41666666666667,0.666666666666667,2.1635,1.2221,-0.7662,0.8565,1,1,0,0,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"416",38014271,10,755.793,1.94083811910327,2.1655,1.0099,0.2884,3.66666666666667,6.41666666666667,0.666666666666667,1.0938,0.8185,-1.1798,1.0016,1,1,0,1,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"417",38014943,10,345.608,0.821692236238047,0.0636,1.2657,-0.9553,2.5,3.5,0.416666666666667,-0.4318,0.1409,0.0437,0.7291,1,0,1,0,1,0,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"418",38005181,10,444.886,0.462167323290502,0.0768,0.8203,0.8934,3.66666666666667,3.66666666666667,0.666666666666667,0.5094,0.1075,-0.5643,-0.0345,1,0,1,1,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"419",38018031,10,638.543,0.741392255681235,0.7777,0.2611,-0.4176,3,3.75,0.583333333333333,0.8931,0.9659,-0.3936,-0.3643,1,1,0,1,1,0,0,0,0,803,0,0.9496,0.2437,0.1816,13.4958
"420",38007317,10,555.685,-0.0749440851192242,-1.2278,0.2541,-1.0005,5.5,3.66666666666667,0.666666666666667,0.5094,1.234,-0.3804,0.4517,1,1,0,1,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"421",38016596,10,528.967,1.60082666296935,0.3941,1.5317,0.0039,5.5,3.66666666666667,0.666666666666667,0.5094,0.5305,0.5387,-0.6762,1,0,1,1,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"422",38004826,10,531.05,-0.860816971757396,-0.7039,-0.2265,-0.9788,4.58333333333333,3.66666666666667,0.666666666666667,2.1635,0.5305,-0.8702,-1.0327,1,0,1,1,1,1,1,1,0,803,0,0.9496,0.2437,0.1816,13.4958
"423",38012903,10,657.812,0.804144163563919,0.6062,1.4677,0.0039,3.66666666666667,3.66666666666667,0.533333333333333,-0.8208,0.438,-0.1756,-0.567,0,0,1,1,1,1,0,1,0,803,0,0.9496,0.2437,0.1816,13.4958
