"","student_id","school_id","region","school_size","internet_percentage","certified_teacher_prop","sci_teacher_prop","student_hindering_behav","student_teacher_ratio","ISCED_orient","private_government","private_independent","overcrowded_classes","home_possessions","cultural_possessions","escs","disciplinari_climate","learning_time_math","learning_time_lang","learning_time_science","enjoy_science","interest_broad_science","motivat","test_anxiety","gender","education_parents_medium","education_parents_high","video_games","immigration_status","internet_social","study_before_school","study_after_school","home_edu_resources","sport_after_school","read_books","meet_friends","out_of_school_study_time_per_week","subjective_well_being","intrum_motiv_science","parent_emotional_support","pv5math","pv5read","pv5scie"
"6185",38010759,38000474,"Campania",1187,1,0.7828,0.0966,-0.9281,8.1862,1,0,0,0,NA,-0.3696,-0.6724,-0.634,3,5,0.416666666666667,-1.4885,-0.1586,-0.2803,2.5493,0,1,0,0,1,1,0,1,-0.1108,"Yes","No","Yes",29,0.6443,-0.4517,-1.8389,353.448,333.29,325.443
"6186",38010760,38000018,"TrentinoAA",480,1,0.885,0.2035,0.2229,8.4956,0,0,0,0,NA,2.1655,1.3924,0.0039,3.33333333333333,4.16666666666667,0.35,-2.1154,-0.0876,-1.4136,2.5493,1,0,1,0,1,1,0,1,1.1563,"Yes","Yes","Yes",20,-1.2033,1.0558,0.7454,587.398,641.223,543.015
"6187",38010766,38000431,"TrentinoAA",279,1,0.3766,0.1948,1.1957,7.2468,1,0,0,0,NA,-1.2278,-1.2578,-0.5803,3.33333333333333,3.33333333333333,0.866666666666667,0.125,0.9248,-0.5865,1.0461,1,1,0,0,0,1,1,1,-1.0509,"Yes","Yes","Yes",17,-1.0521,1.0558,NA,386.899,335.187,372.232
"6188",38010767,38000382,"0",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-0.4365,-0.6696,-0.8959,3.66666666666667,5.5,0.383333333333333,0.1458,-0.0637,-0.5643,-0.9689,1,1,0,0,1,0,0,0,-0.1108,"No","No","No",NA,-1.0894,-0.0948,-2.3267,728.439,654.303,581.224
"6189",38010768,38000137,"0",527,1,0.8986,0.0743,0.6298,7.1216,1,0,0,0,NA,0.0433,-1.0704,-0.4889,4,4,0.716666666666667,0.5094,0.1042,0.515,0.5209,0,0,0,0,1,1,1,1,1.1563,"No","No","Yes",11,0.0248,0.3708,0.7454,516.98,410.034,406.721
"6190",38010769,38000476,"TrentinoAA",370,1,0.6591,0.2273,1.7822,8.4091,1,0,0,0,NA,-0.2818,-0.4852,0.9337,3.75,3,0.583333333333333,-0.7802,-0.2791,-1.3668,-0.9377,1,1,0,1,1,1,1,1,1.1563,"Yes","No","Yes",15,1.5611,-0.6201,NA,571.904,471.722,481.379
"6191",38010770,38000500,"Campania",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.6093,-0.3824,1.8837,5,4,0.416666666666667,1.1249,0.9248,0.1111,2.5493,0,1,0,0,1,1,1,1,-0.1108,"Yes","Yes","Yes",38,-0.3381,1.0218,0.1104,637.225,653.854,646.472
"6192",38010771,38000409,"TrentinoAA",1070,1,0.7905,0.1621,0.9233,8.4585,0,0,0,0,NA,0.2737,0.3711,0.9828,3.33333333333333,30,0.5,-1.0951,-0.5144,-1.5662,0.1537,0,1,0,1,1,1,0,1,1.1563,"No","Yes","Yes",14,-0.8054,-0.029,NA,510.457,497.749,510.242
"6193",38010772,38000361,"0",505,1,0.8947,0.1974,-0.0385,13.2895,0,0,0,1,NA,1.0478,-0.3369,0.6605,5,4,0.416666666666667,0.5094,0.3043,-0.1651,0.7153,1,1,0,1,1,1,0,1,-0.1108,"Yes","Yes","Yes",16,0.514,0.3708,-0.9094,678.935,643.897,627.325
"6194",38010774,38000443,"TrentinoAA",413,1,0.7848,0.2658,1.2394,10.4557,0,0,0,0,NA,2.1655,1.2792,-0.7185,4.16666666666667,3.33333333333333,0.633333333333333,-0.8208,0.5305,-3.0877,0.5209,1,0,1,0,1,1,1,1,-0.1108,"Yes","No","Yes",24,-1.3611,0.3708,NA,506.789,487.029,533.187
"6195",38010778,38000086,"TrentinoAA",294,1,0.7692,0.2544,0.2229,3.4793,1,0,0,0,NA,0.2737,0.1945,-0.4889,3.33333333333333,3.33333333333333,0.983333333333333,-0.8208,1.2179,-0.4954,-0.2616,1,0,1,1,1,1,0,1,-0.1108,"Yes","Yes","Yes",NA,0.9357,1.7359,-0.0804,623.203,535.663,553.343
"6196",38010779,38000225,"0",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.356,0.9452,0.1099,4,4,0.866666666666667,1.6403,0.3471,1.0385,0.2854,1,0,1,0,1,1,0,1,-0.7218,"No","Yes","No",7,-0.4725,0.3708,0.7454,618.344,502.584,623.08
"6197",38010780,38000162,"0",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.2818,-0.2772,0.8934,3,5,1,-0.8208,-0.1339,-0.1651,-0.0374,0,1,0,1,1,1,0,1,-0.1108,"Yes","Yes","Yes",10,-0.3381,0.0125,0.7454,583.76,588.978,622.841
"6198",38010785,38000235,"0",947,1,0.9712,0.3022,NA,13.6259,0,0,0,0,NA,2.1655,2.974,1.3185,4.58333333333333,3.66666666666667,0.383333333333333,1.6681,0.9659,1.0385,0.279,1,0,1,1,1,1,0,1,1.1563,"No","Yes","Yes",16,-0.6334,0.3708,0.7454,825.332,619.399,747.304
"6199",38010786,38000248,"Lombardia",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.1157,-1.3198,-0.5177,4,4,1,-0.4049,-0.9308,-0.4363,1.0461,1,0,0,1,1,1,1,1,1.1563,"Yes","Yes","Yes",34,-0.3381,-0.2152,0.1104,569.16,461.654,530.603
"6200",38010790,38000360,"Lombardia",1319,1,0.942,0.2319,0.4927,19.1159,0,0,0,0,NA,-0.0971,0.199,1.0867,3,5,0.416666666666667,-0.8208,-2.4981,-0.7662,1.1199,0,1,0,1,1,1,0,1,1.1563,"Yes","No","Yes",15,-1.4215,0.3708,-1.8389,505.67,521.579,452.879
"6201",38010791,38000359,"Lombardia",1180,1,0.915,0.25,1.2432,11.8,1,0,0,0,NA,0.3744,-1.3727,-0.8504,5,5,1.23333333333333,0.5094,-0.2865,0.1717,0.8425,1,0,0,1,1,1,1,1,1.1563,"Yes","Yes","Yes",13,1.0269,0.3708,-0.0804,504.307,441.366,492.439
"6202",38010794,38000009,"Lombardia",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.0636,-1.3862,-1.4509,3.33333333333333,3.33333333333333,0.633333333333333,-0.8208,-0.3744,0.4631,0.5209,0,0,0,1,1,1,0,1,-0.6303,"Yes","Yes","Yes",12,0.6642,-0.7778,-0.9094,570.265,609.897,612.166
"6203",38010797,38000427,"Campania",1734,1,0.8478,0.1343,-0.9281,10.3522,1,0,0,0,NA,-0.7273,-1.5861,-0.7439,3.66666666666667,3.66666666666667,0.383333333333333,-0.3398,-0.3744,-0.2111,0.0244,0,0,0,0,1,1,0,1,-1.0509,"Yes","Yes","Yes",13,-0.3381,0.3708,-0.5704,495.838,419.378,460.074
"6204",38010798,38000238,"0",394,1,0.8943,0.0813,0.9233,6.4065,1,0,0,0,NA,0.4793,0.3386,0.9383,4,6,0.416666666666667,0.5094,0.3416,-0.4119,1.4394,0,1,0,0,1,1,1,1,-0.1108,"No","No","Yes",26,-0.082,-0.2874,-0.9094,363.487,445.882,424.113
"6205",38010799,38000386,"Campania",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.1376,0.4929,0.2884,3,5,0.416666666666667,-0.5781,0.1976,-0.5512,1.0461,0,0,1,0,1,1,1,1,-0.9814,"Yes","No","Yes",6,0.6642,0.3708,NA,288.367,331.287,292.424
"6206",38010803,38000459,"Campania",478,1,0.9821,0.1518,0.2229,8.5357,0,0,0,0,NA,0.4793,-0.6287,-1.8465,2,6,0.416666666666667,-2.1154,-0.8083,-0.2315,0.6654,0,1,0,0,1,1,1,1,-0.7218,"No","No","Yes",22,0.0248,-1.4849,NA,455.46,474.367,409.208
"6207",38010809,38000316,"TrentinoAA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-0.0971,-0.2568,1.8837,3.33333333333333,3.33333333333333,0.633333333333333,0.1458,1.0258,-1.0795,0.3813,1,1,0,0,1,1,0,1,1.1563,"Yes","No","Yes",NA,0.5423,-0.2152,NA,478.135,464.935,524.042
"6208",38010813,38000367,"Lombardia",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.7777,0.6736,0.8033,2.75,4.58333333333333,0.383333333333333,0.0992,0.4913,-1.6866,1.7952,0,1,0,1,1,1,0,1,1.1563,"Yes","Yes","Yes",19,1.0269,-0.3035,-0.9094,552.213,550.293,533.748
"6209",38010815,38000226,"Campania",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2.1655,-0.604,-1.2115,3,7,0.416666666666667,0.5094,-0.3744,0.1218,-0.308,1,1,0,NA,1,1,0,0,1.1563,"Yes","Yes","Yes",NA,0.3171,0.3708,NA,503.775,520.563,440.969
"6210",38010816,38000056,"Lombardia",662,1,1,0.1842,0.1652,8.7105,0,0,0,0,NA,0.0768,-0.5955,-0.5177,3,4,0.416666666666667,-0.3398,-0.1178,0.4631,1.4394,0,1,0,0,1,1,0,1,1.1563,"Yes","Yes","Yes",37,-0.6079,0.3708,-0.9094,579.415,613.52,558.76
"6211",38010817,38000006,"Campania",1128,1,1,0.3471,0.1162,13.2706,0,0,0,0,NA,0.7777,-0.1959,-2.4162,4,4,0.866666666666667,-0.0885,0.0764,1.8543,-0.0374,1,1,0,1,1,NA,NA,NA,-0.1108,NA,NA,NA,14,-1.014,-0.1652,-0.9094,499.021,384.598,440.661
"6212",38010820,38000441,"Campania",172,1,0.8152,0.1848,1.8849,1.8696,1,0,0,0,NA,-1.2278,-1.0244,-0.2407,4,6,0.416666666666667,NA,NA,-1.3192,-1.4251,1,1,0,1,1,1,0,1,-0.5199,"Yes","Yes","Yes",58,0.3602,NA,NA,505.774,442.648,471.367
"6213",38010821,38000341,"TrentinoAA",118,0.75,0.625,0.2,-1.2437,5.9,0,1,0,0,NA,0.2737,0.4274,1.3185,2.5,3.33333333333333,0.5,0.5094,0.206,-0.7791,-1.9346,1,1,0,1,1,1,0,1,-0.1108,"Yes","No","No",13,0.6642,-0.7778,NA,551.963,539.769,570.976
"6214",38010824,38000269,"Campania",919,1,0.9686,0.1152,1.3991,9.623,1,0,0,0,NA,2.1655,1.6032,1.0438,4,6,0.416666666666667,1.1249,0.3834,0.8598,1.7184,0,0,1,0,1,1,0,1,0.0321,"Yes","Yes","Yes",16,-0.2663,-0.0486,-0.4195,403.092,509.058,418.003
"6215",38010826,38000169,"0",638,1,0.9826,0.0581,-0.4866,7.4186,1,0,0,0,NA,0.6093,-1.4408,-0.3478,4,6,0.416666666666667,-0.1042,-0.2384,-0.5643,-0.0374,0,0,0,0,1,1,0,1,-0.1108,"No","No","Yes",13,-0.363,-0.494,-0.0918,500.756,567.404,499.451
"6216",38010830,38000455,"Campania",1045,0.8052,1,0.2557,-0.6066,11.875,0,0,0,0,NA,0.3941,0.9506,0.6605,2,4,0.416666666666667,-1.3764,0.2104,0.5387,2.5493,0,0,1,0,1,1,0,1,-0.1108,"Yes","No","Yes",41,0.3462,-0.2552,NA,557.969,589.312,553.624
"6217",38010834,38000116,"0",888,1,0.9528,0.3701,0.3622,13.9843,0,0,0,0,NA,0.0045,0.233,0.5529,7,4,0.583333333333333,-0.1945,-0.2052,-0.7235,0.8459,0,1,0,1,1,1,0,1,-0.1108,"No","Yes","No",15,-0.3381,-0.3035,-0.9094,679.686,518.736,597.673
"6218",38010841,38000319,"TrentinoAA",449,1,0.1034,0.1149,0.6298,10.3218,1,1,0,0,NA,-0.6174,-0.2546,1.0389,2.75,2.75,0.533333333333333,-2.1154,-1.0606,-0.61,-0.5588,0,1,0,0,1,1,0,1,1.1563,"Yes","Yes","Yes",15,0.6642,NA,0.7454,394.695,371.458,359.539
"6219",38010842,38000478,"Campania",741,1,0.8291,0.3462,NA,6.3333,1,0,0,0,NA,-1.6287,-1.8087,0.4541,4,6,0.416666666666667,0.5094,0.5305,0.1218,1.3538,1,0,0,1,1,1,1,1,-0.9994,"Yes","Yes","Yes",23,1.0269,0.3708,-1.8389,324.77,315.643,361.339
"6220",38010843,38000434,"TrentinoAA",114,1,0.9322,0.1949,1.2496,1.9322,1,0,0,0,NA,-0.831,-0.3696,-1.3287,3.33333333333333,3.33333333333333,0.35,-0.8208,-0.2052,-0.8771,1.3538,0,0,1,0,0,1,1,1,1.1563,"Yes","No","No",41,-0.3381,1.7359,-0.9621,422.411,371.268,394.844
"6221",38010845,38000380,"0",1039,1,0.8274,0.5787,1.1957,10.5482,1,0,0,0,NA,0.7777,-0.8328,-0.107,3.66666666666667,3.66666666666667,1.15,0.5094,0.5414,-0.0495,0.5736,1,1,0,0,1,1,0,0,-0.7218,"No","Yes","Yes",4,-0.7346,0.3708,-0.9094,541.212,602.674,576.512
"6222",38010846,38000267,"TrentinoAA",843,1,1,0.2192,-0.1714,11.5479,0,0,0,0,NA,1.0478,1.3859,0.4046,4.16666666666667,6.66666666666667,0.35,-0.197,0.1442,-0.8133,0.5209,1,0,1,0,1,1,1,1,1.1563,"Yes","No","Yes",24,-0.0944,1.7065,0.7454,594.387,504.642,540.302
"6223",38010847,38000306,"Campania",1806,1,1,0.3308,NA,13.8923,0,0,0,1,NA,0.7777,-1.0438,0.8351,5,4,0.416666666666667,0.5094,1.4193,0.4631,-0.1202,1,0,0,1,1,1,0,1,1.1563,"Yes","Yes","Yes",31,1.5043,0.3708,-1.4921,546.099,475.714,493.156
"6224",38010848,38000211,"Lombardia",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.7777,-1.2442,0.6605,2.75,3.66666666666667,0.383333333333333,-0.576,-0.2052,-0.8771,0.3964,0,0,0,1,1,1,1,1,1.1563,"Yes","Yes","Yes",14,0.0248,0.3708,-1.8389,493.11,500.382,479.335
"6225",38010849,38000230,"Lombardia",1446,1,0.9,0.185,0.8718,14.46,0,0,0,0,NA,2.1655,1.1913,-0.9688,3,4,0.416666666666667,-0.1379,0.2009,1.0385,1.1311,0,0,1,0,1,0,0,1,0.0321,"Yes","Yes","No",22,-0.3482,-0.709,0.7454,541.266,585.781,559.051
"6226",38010850,38000360,"Lombardia",1319,1,0.942,0.2319,0.4927,19.1159,0,0,0,0,NA,1.0478,-1.0435,0.8351,3,7,0.416666666666667,0.125,0.8694,-0.9951,-0.7425,0,1,0,0,0,1,1,1,-0.1108,"No","No","No",21,-0.0621,1.0558,0.7454,301.456,405.823,355.703
"6227",38010851,38000190,"TrentinoAA",287,1,0.5176,0.0824,-0.4345,6.7529,1,0,0,0,NA,-0.4343,0.1312,-1.265,3,4,0.2,0.8462,1.2854,0.3758,-0.2039,1,1,0,0,1,1,0,1,1.1563,"Yes","Yes","Yes",39,-0.8527,1.7359,NA,559.143,542.543,516.34
"6228",38010852,38000344,"0",124,1,0.7568,0.1351,1.0383,6.7027,1,0,0,0,NA,-0.2614,-0.6665,-1.9061,3,5,0.416666666666667,-2.1154,-2.4981,0.3377,2.5493,0,1,0,0,1,1,0,0,0.0659,"No","No","Yes",14,0.3171,-0.2392,0.1104,444.87,454.286,452.441
"6229",38010854,38000149,"TrentinoAA",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.1919,-0.9006,-0.4491,3.33333333333333,3.33333333333333,0.5,-1.0127,-0.2052,-0.8234,1.9474,0,1,0,0,1,1,0,0,-1.0364,"Yes","Yes","No",12,0.195,-0.7778,NA,503.472,401.931,407.234
"6230",38010856,38000248,"Lombardia",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.0768,0.485,-0.8184,4,6,1,1.0763,-0.5217,-0.4849,0.4262,1,0,1,1,1,0,1,1,1.1563,"Yes","Yes","Yes",13,0.3042,0.0125,0.7454,557.651,515.713,550.243
"6231",38010858,38000094,"0",265,1,0.4857,0.1571,-0.7289,7.5714,1,1,0,0,NA,-0.6174,-1.8484,1.1892,3.33333333333333,3.33333333333333,0.35,2.1635,-0.0369,-1.1822,0.5209,0,0,0,0,1,1,0,0,1.1563,"No","No","Yes",5,-1.0894,0.3708,-1.8389,520.658,515.163,559.559
"6232",38010859,38000384,"Lombardia",939,0.4167,0.7657,0.1257,1.1957,10.7314,1,0,0,0,NA,-1.6287,-0.1717,-0.0405,3.66666666666667,3.66666666666667,1.15,-1.0127,-0.178,-0.4849,1.0496,1,0,1,1,1,1,0,0,0.1927,"No","No","Yes",5,-0.2663,-0.7778,0.7454,504.003,555.73,561.274
"6233",38010860,38000403,"0",982,1,0.9282,0.1148,0.6298,9.3971,0,0,0,0,NA,-0.4945,-1.5223,0.0039,3,7,0.416666666666667,-0.1522,-0.0034,-0.7662,1.1199,0,0,0,0,1,1,0,1,1.1563,"No","No","Yes",26,-0.5131,0.0125,0.7454,460.848,494.124,464.402
"6234",38010861,38000300,"0",210,1,1,0.0811,1.0383,11.3514,0,0,0,0,NA,0.0636,0.8229,-0.8984,3,5,0.416666666666667,-0.6306,0.4913,0.1609,1.8135,0,0,1,0,1,1,1,1,1.1563,"Yes","Yes","Yes",22,0.7064,0.3708,0.7454,459.008,535.766,476.095
"6235",38010863,38000339,"TrentinoAA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-0.1661,-0.9141,-1.7804,1.66666666666667,1.66666666666667,0.35,0.5094,0.2719,-0.0468,1.4226,0,1,0,0,1,1,1,1,0.0321,"No","Yes","No",12,0.0575,-0.0948,0.7454,432.962,384.52,308.099
"6236",38010864,38000437,"0",916,1,0.9784,0.7229,2.4059,7.9307,1,0,0,0,NA,-0.831,-1.2041,0.6605,4,6,0.716666666666667,0.125,-0.0369,-0.0468,0.0337,0,1,0,NA,1,1,1,1,-0.1108,"Yes","Yes","Yes",17,0.4906,-0.2552,-0.0804,420.344,390.226,376.753
"6237",38010865,38000131,"TrentinoAA",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.0768,-0.4842,NA,2.5,3.33333333333333,0.5,0.1458,-0.0924,-1.494,-0.7999,1,1,0,1,1,NA,NA,NA,-0.8323,NA,NA,NA,10,0.9357,-0.7778,NA,531.707,549.946,548.295
"6238",38010866,38000152,"TrentinoAA",240,1,1,0.1636,1.9769,4.3636,1,0,0,0,NA,-0.831,0.0556,-0.3843,3.33333333333333,3.33333333333333,0.633333333333333,0.1458,0.0345,-0.2111,0.8425,0,0,1,0,1,1,0,1,1.1563,"Yes","No","Yes",14,0.1643,-0.0575,-1.8389,525.266,544.619,493.279
"6239",38010868,38000111,"Campania",721,1,0.9822,0.7278,-1.0151,8.5325,1,0,0,0,NA,-1.2278,-1.1008,0.7048,4,4,0.416666666666667,1.0637,0.3416,-0.0056,1.1311,1,1,0,1,1,0,1,1,0.0321,"Yes","Yes","Yes",34,-0.3701,-0.2874,-1.8389,475.817,484.865,472.927
"6240",38010871,38000379,"0",663,1,1,0.4444,0.9233,13.3939,0,0,0,0,NA,0.4793,0.0618,1.3185,5,4,0.416666666666667,2.1635,0.5305,0.2405,0.206,1,1,0,1,1,1,1,1,1.1563,"Yes","Yes","Yes",28,-0.3381,1.7359,0.7454,521.93,505.566,535.87
"6241",38010872,38000313,"TrentinoAA",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.5041,0.1355,-1.2121,2.5,3.33333333333333,0.35,-1.0163,-0.347,-1.0676,-0.7527,0,1,0,1,1,1,0,1,1.1563,"Yes","Yes","Yes",10,1.5043,-1.9301,-0.015,524.331,483.077,489.035
"6242",38010873,38000475,"Campania",925,1,1,0.0652,0.1547,10.0543,1,0,0,0,NA,-0.4945,-2.001,0.6605,5,7,0.866666666666667,-0.1336,0.7165,0.1609,0.94,1,0,0,1,1,1,1,1,-0.6281,"Yes","No","Yes",27,0.5423,0.3708,0.7454,351.57,342.29,353.444
"6243",38010874,38000099,"TrentinoAA",114,1,0.2,0.16,-0.1714,9.12,0,1,0,0,NA,-0.5041,0.4899,0.4046,2.5,3.33333333333333,0.5,-0.3928,-0.3744,-1.8178,-1.464,0,0,1,0,1,NA,NA,NA,-0.1108,NA,NA,NA,5,0.5073,-0.7778,NA,601.792,520.508,607.608
"6244",38010875,38000176,"0",1221,1,0.9362,0.1312,0.3622,8.6596,1,0,0,0,NA,0.1508,-1.6686,-0.7159,3,5,0.416666666666667,0.021,NA,0.959,-1.027,1,0,0,1,NA,1,0,0,-1.1119,"No","Yes","Yes",33,-0.0644,-1.9301,NA,349.697,294.972,298.946
"6245",38010876,38000481,"0",601,1,1,0.1746,-2.1182,9.5397,0,0,0,0,NA,0.6093,-1.6391,0.5529,3,7,0.416666666666667,1.1225,0.67,0.1111,2.5493,0,0,0,0,1,1,1,1,1.1563,"No","Yes","Yes",38,0.514,-0.3035,0.7454,404.515,440.971,428.333
"6246",38010878,38000392,"0",969,1,1,0.2717,0.0922,10.5326,0,0,0,0,NA,0.2834,-0.1812,0.8351,3,7,0.416666666666667,1.1074,0.5305,0.8101,1.3538,0,1,0,0,1,0,1,1,-0.1108,"No","Yes","Yes",24,1.5043,0.3708,-0.0804,453.254,476.319,383.366
"6247",38010880,38000484,"0",588,NA,NA,NA,NA,NA,0,NA,NA,0,NA,2.1655,-0.5091,-1.1306,2.75,3.66666666666667,0.383333333333333,1.1225,0.275,0.5387,0.7048,1,0,0,1,1,1,1,0,1.1563,"No","Yes","Yes",0,-0.7346,-0.7778,NA,631.503,668.152,651.041
"6248",38010881,38000359,"Lombardia",1180,1,0.915,0.25,1.2432,11.8,1,0,0,0,NA,2.1655,0.0498,-1.0005,5,7,0.416666666666667,0.5094,0.6496,1.0385,-0.3428,1,1,0,1,1,1,0,0,1.1563,"Yes","No","Yes",12,0.2552,0.0125,-0.5057,569.008,639.178,642.988
"6249",38010882,38000061,"0",681,1,1,0.0648,-2.1182,12.6111,1,0,0,1,NA,0.5025,1.1388,0.4046,3.66666666666667,5.5,0.383333333333333,0.5094,0.6584,-0.1651,-0.308,1,0,1,1,1,0,1,1,-0.1108,"No","No","Yes",9,-0.3381,0.3708,0.7454,496.766,542.796,510.981
"6250",38010884,38000404,"Campania",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.7777,-0.6881,0.8934,6,6,0.0166666666666667,-0.197,0.4913,0.3236,-0.0465,0,1,0,0,1,1,1,1,-0.8323,"No","Yes","Yes",NA,0.5423,-0.494,-0.9094,484.584,486.478,482.545
"6251",38010885,38000464,"0",844,1,1,0.0678,1.1957,14.3051,0,0,0,0,NA,0.6093,0.4733,-0.7439,3,5,0.416666666666667,1.1662,0.8644,-0.8284,0.6725,1,0,1,1,1,1,0,1,-0.1108,"Yes","Yes","Yes",27,-0.3381,1.0218,-0.0918,504.871,443.175,536.685
"6252",38010888,38000230,"Lombardia",1446,1,0.9,0.185,0.8718,14.46,0,0,0,0,NA,-0.2031,-0.637,-0.1023,2.75,3.66666666666667,0.383333333333333,-2.1154,-0.5577,-1.0795,1.9474,0,1,0,0,1,1,1,1,1.1563,"No","Yes","No",12,0.0248,-0.5375,0.7454,450.317,585.399,459.41
"6253",38010889,38000471,"Campania",609,1,1,0.1587,0.617,9.6667,0,0,0,0,NA,0.1508,-0.0362,1.8837,3,4,0.416666666666667,0.5553,0.5305,0.5031,0.3265,0,0,1,0,1,1,1,1,-0.7218,"Yes","Yes","Yes",26,1.0269,0.3708,-3.0348,409.38,483.609,421.876
"6254",38010890,38000488,"TrentinoAA",572,1,0.6535,0.5197,0.9807,9.0079,1,0,0,0,NA,-0.1201,0.2431,0.5664,3.33333333333333,3.33333333333333,0.983333333333333,1.4062,0.0566,0.1582,-1.464,1,1,0,1,1,1,0,1,-0.1108,"Yes","Yes","Yes",32,0.6642,-1.1959,0.7454,623.977,642.057,639.432
"6255",38010892,38000456,"TrentinoAA",101,1,0,0.3529,-0.7289,5.9412,1,1,0,0,NA,-0.7039,-0.7996,-0.1502,2.75,5.5,0.383333333333333,-0.3928,0.2436,-0.8771,-0.0345,0,0,0,1,1,1,0,1,-0.1108,"Yes","No","Yes",7,-0.8704,-0.494,-0.0918,485.883,506.961,463.801
"6256",38010893,38000066,"Lombardia",943,0.75,0.8981,0.0701,1.1432,12.0127,1,0,0,0,NA,-0.522,0.5179,-1.5571,2.75,3.66666666666667,0.383333333333333,-2.1154,-0.7547,-0.3619,-2.505,1,1,0,1,1,1,0,0,-0.1108,"Yes","No","Yes",5,-0.1738,-1.9301,NA,615.695,648.64,610.674
"6257",38010895,38000476,"TrentinoAA",370,1,0.6591,0.2273,1.7822,8.4091,1,0,0,0,NA,-0.356,-0.1192,1.3185,3,3,0.466666666666667,1.3705,-0.7623,-2.2453,-0.2883,1,0,1,1,1,0,0,0,-0.6303,"No","No","No",5,-1.0421,-1.1643,-0.0918,421.276,363.051,434.923
"6258",38010896,38000395,"0",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-1.6287,-1.6817,1.0438,5,5.83333333333333,0.35,0.8225,0.0299,-1.358,-0.3727,1,0,0,0,0,1,0,0,-0.7218,"No","No","Yes",24,-1.0894,-0.7778,NA,498.851,498.332,514.064
"6259",38010899,38000217,"0",300,1,0.7742,0.5269,0.6829,6.4516,1,0,0,0,NA,1.0478,0.6862,0.0039,3.66666666666667,3.66666666666667,1.5,-0.1522,0.6496,0.8101,0.7993,1,1,0,NA,1,1,1,1,1.1563,"Yes","Yes","Yes",17,-2.4441,0.3708,-0.4096,420.428,480.067,425.593
"6260",38010900,38000099,"TrentinoAA",114,1,0.2,0.16,-0.1714,9.12,0,1,0,0,NA,0.0433,-0.1976,0.1141,2.5,3.33333333333333,0.5,-0.4318,-0.2052,-1.7727,-0.8026,0,1,0,0,1,1,1,1,-0.1108,"Yes","No","Yes",7,2.5915,-0.7778,NA,474.887,429.11,420.891
"6261",38010901,38000470,"0",922,1,1,0.0667,-0.4866,7.6833,1,0,0,0,NA,-0.7273,-1.4254,-0.7968,4,6,0.416666666666667,0.4391,0.0475,0.1246,1.2918,1,0,0,1,1,1,0,1,1.1233,"Yes","No","Yes",18,1.0269,1.0728,NA,352.04,339.246,258.566
"6262",38010904,38000070,"TrentinoAA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.0768,-0.6846,-0.1458,2,2,1.48333333333333,-0.2121,0.5305,-0.7662,-0.4248,0,1,0,0,1,1,1,1,-1.0509,"No","Yes","Yes",10,-1.0198,0.3708,NA,547.213,507.111,564.725
"6263",38010905,38000203,"TrentinoAA",281,1,0,0.0702,-1.2437,9.8596,1,1,0,0,NA,-0.7039,-0.6477,-1.0005,2.75,2.75,0.533333333333333,-0.1522,-0.8816,1.3961,2.5493,0,1,0,1,1,1,1,1,0.1927,"No","Yes","Yes",9,-0.6334,1.7359,0.7454,379.422,498.989,487.849
"6264",38010906,38000152,"TrentinoAA",240,1,1,0.1636,1.9769,4.3636,1,0,0,0,NA,0.3744,0.2651,1.3185,3.33333333333333,5.83333333333333,0.35,0.1458,1.1111,1.8543,-0.0746,1,1,0,1,1,1,0,1,-0.6303,"Yes","No","Yes",9,0.6642,0.3708,-0.5704,578.692,499.724,545.698
"6265",38010907,38000104,"TrentinoAA",460,1,0.9759,0.0361,-0.0467,5.5422,1,0,0,0,NA,-0.8341,0.1552,0.9971,3.33333333333333,3.33333333333333,0.35,-2.1154,-1.2668,-1.511,-0.0969,0,0,1,0,1,1,0,1,-0.6303,"No","No","Yes",6,-0.5064,-1.9301,-0.3546,525.519,527.113,520.878
