"student_id","school_id","region","school_size","internet_percentage","certified_teacher_prop","sci_teacher_prop","student_hindering_behav","student_teacher_ratio","ISCED_orient","private_government","private_independent","overcrowded_classes","home_possessions","cultural_possessions","escs","disciplinari_climate","learning_time_math","learning_time_lang","learning_time_science","enjoy_science","interest_broad_science","motivat","test_anxiety","gender","education_parents_medium","education_parents_high","video_games","immigration_status","internet_social","study_before_school","study_after_school","home_edu_resources","sport_after_school","read_books","meet_friends","out_of_school_study_time_per_week","subjective_well_being","intrum_motiv_science","parent_emotional_support","pv5math","pv5read","pv5scie"
38000004,38000221,"TrentinoAA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,35383,-0.9969,0.6716,-0.7439,3.33333333333333,4.16666666666667,0.35,-1.6408,-0.5747,0.1218,-0.6871,1,0,1,0,1,1,1,1,-0.1108,1,0,1,35,0.4597,-0.7778,0.7454,630.901,549.137,519.584
38000005,38000387,"0",684,0.9265,1,0.0663,1.0383,8.241,1,0,0,0,31546,-0.1892,0.7786,-1.0005,4,4,0.716666666666667,-0.3793,0.015,-0.4849,0.3366,0,0,1,1,1,1,0,1,-1.6471,1,0,1,16,0.3171,-0.2874,NA,447.013,437.953,456.971
38000006,38000444,"TrentinoAA",945,1,0.4769,0.5231,0.4927,29.0769,1,1,0,0,30874,-1.2278,-1.1078,0.0039,2.5,3.33333333333333,0.75,0.5094,-0.1026,-0.4849,-0.308,1,0,0,1,1,1,0,1,-0.7218,1,0,1,38,-0.4838,0.3708,NA,553.162,550.623,567.305
38000007,38000487,"TrentinoAA",1122,1,0.8762,0.3119,0.7561,11.1089,0,0,0,0,38057,0.6062,1.1832,-0.9275,3.33333333333333,4.16666666666667,0.633333333333333,2.1635,1.7755,-0.0468,-0.7398,1,0,1,1,1,0,1,1,0.0659,1,0,0,12,1.4823,1.0218,-0.5155,609.099,597.856,591.392
38000012,38000069,"0",1303,1,0.9751,0.3085,1.2496,12.9652,0,0,0,0,33792,-0.4113,0.7991,-2.4162,4.58333333333333,4.58333333333333,0.533333333333333,2.1635,0.5195,-2.0766,0.1837,1,0,1,0,1,1,1,1,-1.0509,0,0,0,9,-1.0438,0.3708,0.7454,603.125,596.268,619.353
38000014,38000054,"TrentinoAA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,45041,1.0478,-0.3703,0.6558,2.75,2.75,0.533333333333333,0.5094,0.5305,-0.7662,-0.0836,1,1,0,NA,1,1,1,1,0.0659,1,0,1,42,-0.1144,0.3708,-0.9094,397.133,369.381,287.026
38000017,38000128,"0",NA,NA,NA,NA,1.1957,NA,1,0,0,0,22742,-1.2278,-1.2724,-1.9061,3.66666666666667,6.41666666666667,0.383333333333333,-0.3928,-2.4981,1.3961,0.2092,1,1,0,NA,1,1,0,0,-1.0496,1,0,1,32,-0.7768,-0.9128,-1.8389,457.549,451.822,408.066
38000018,38000417,"0",113,1,0.6545,0.5455,0.8718,4.1091,1,0,0,0,34294,0.0433,-0.5173,0.0039,3.33333333333333,3.33333333333333,0.866666666666667,1.0323,0.0519,-1.0795,0.9908,0,1,0,1,0,1,0,1,-0.1108,1,1,1,3,-0.0621,-1.4463,NA,644.084,530.41,552.885
38000019,38000343,"Lombardia",375,0.1667,0.9024,0.1585,0.6925,9.1463,0,0,0,0,43666,0.0045,1.162,-0.5407,4.58333333333333,3.66666666666667,0.666666666666667,1.1074,1.1029,-0.3396,-0.3301,1,0,1,1,1,1,0,1,1.1563,0,0,1,10,0.6642,1.0728,-0.4195,644.639,584.864,607.33
38000020,38000125,"0",997,1,0.7412,0.0921,-0.3599,8.7456,1,0,0,0,35036,-0.4945,0.3696,0.2355,5,6,1.35,-0.8208,0.5645,-1.5446,0.7882,1,0,1,1,1,1,1,1,0.1927,1,1,1,NA,-0.8715,-0.4237,-0.5155,433.12,389.273,381.084
38000023,38000450,"Lombardia",287,1,0.0426,0.234,1.8402,12.2128,1,0,0,0,37311,0.1508,-0.5717,0.0039,4.58333333333333,3.66666666666667,0.383333333333333,0.1902,0.0683,-1.282,0.3997,1,1,0,1,0,NA,0,0,0.8021,0,0,0,20,0.0227,-0.3202,-0.8325,336.704,280.808,358.704
38000024,38000247,"TrentinoAA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,43785,-0.1523,0.3832,0.0039,4.16666666666667,3.33333333333333,0.633333333333333,0.5094,0.2436,0.8101,-0.0345,1,0,1,1,1,1,0,1,1.1563,1,0,1,9,0.0248,0.3613,0.7454,452.047,471.684,442.689
38000025,38000303,"Lombardia",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,36169,0.0058,0.2336,0.8934,5,4,0.416666666666667,0.8433,0.0627,0.4094,0.7291,1,1,0,0,1,1,0,1,1.1563,1,0,0,31,-0.3381,0.4152,NA,583.941,572.926,556.028
38000027,38000279,"TrentinoAA",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,28803,-0.4365,0.1902,1.8837,3.33333333333333,3.33333333333333,0.633333333333333,0.5094,0.1976,-0.1163,-1.7201,1,1,0,0,1,1,0,1,-0.1108,1,1,1,2,0.6642,-0.1128,NA,468.708,511.201,535.651
38000030,38000316,"TrentinoAA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,33617,-0.4343,-0.5194,-0.7211,3.33333333333333,3.33333333333333,0.0166666666666667,-2.1154,-0.3744,-1.019,1.5125,0,1,0,0,1,1,0,0,-0.6303,1,0,1,3,0.6642,0.3708,NA,487.536,485.487,523.628
38000032,38000010,"TrentinoAA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,29086,-0.7039,-0.874,1.0389,3.33333333333333,4.16666666666667,0.5,0.5094,0.279,-0.7764,-0.8783,1,1,0,1,1,1,0,0,1.1563,0,0,1,13,0.3171,-0.5375,-0.0918,624.119,614.666,596.051
38000033,38000451,"Campania",796,1,0.8958,0.0417,-0.8644,8.2917,1,0,0,0,32060,0.0058,-1.4775,0.0039,2,5,0.2,-0.5781,0.5305,-0.7662,-0.0345,0,0,0,0,1,1,0,0,-0.1108,0,0,1,11,-0.3381,-0.3438,-1.0369,375.974,376.343,335.475
38000035,38000084,"TrentinoAA",1012,1,0.7609,0.1522,0.6298,44,0,0,0,0,40539,2.1655,0.4499,0.5529,4.16666666666667,3.33333333333333,0.633333333333333,2.1635,2.4511,0.1717,0.2158,1,0,1,0,1,1,1,1,-0.1108,0,1,1,26,0.514,1.7065,0.7454,563.554,509.283,522.93
38000036,38000054,"TrentinoAA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,34633,0.3005,0.5201,-0.7439,4,6,0.583333333333333,-1.4552,-0.5605,-1.0351,0.2934,1,0,1,0,1,1,1,1,-0.1108,0,0,1,1,0.1643,1.7359,0.7454,371.814,432.632,372.582
38000037,38000390,"0",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,42588,1.0478,0.8744,0.2884,4,4,0.716666666666667,0.5094,0.8694,0.2296,-0.0345,0,0,1,1,1,1,1,1,1.1563,1,0,1,16,0.6642,0.3708,0.7454,664.461,574.238,558.358
38000038,38000279,"TrentinoAA",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,34884,0.7777,0.8806,0.0039,4.16666666666667,3.33333333333333,0.633333333333333,0.125,1.0787,-0.4495,0.1409,1,0,1,1,1,1,0,1,-0.6281,1,1,1,14,1.0269,1.7359,NA,517.971,471.038,493.151
38000039,38000419,"0",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,34621,-0.4365,0.6901,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,1,NA,NA,NA,-0.6303,NA,NA,NA,NA,-0.983,NA,0.7454,355.788,361.301,340.871
38000042,38000278,"TrentinoAA",374,1,0.7692,0.2544,0.2229,4.426,0,0,0,0,37756,0.6062,1.1101,0.9971,4.16666666666667,3.33333333333333,0.633333333333333,0.5094,0.8083,0.8598,-0.4671,0,0,1,0,1,1,0,1,-0.1108,1,1,1,6,1.398,1.7359,NA,613.258,602.825,607.561
38000043,38000365,"TrentinoAA",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,35460,-0.1523,0.3315,0.0039,4.58333333333333,4.58333333333333,0.533333333333333,-2.1154,-0.9785,-1.9688,1.7237,0,1,0,0,1,1,1,1,-0.1108,0,0,1,14,-0.4357,-1.9301,NA,355.725,393.896,377.457
38000045,38000312,"0",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,46667,2.1655,0.4954,1.3185,3,5,0.416666666666667,-0.3928,-0.1178,-0.9331,0.9159,1,1,0,1,1,1,0,1,1.1563,0,0,1,30,0.9357,0.3708,NA,481.516,536.704,493.678
38000046,38000240,"0",743,1,0.9122,0.1622,0.8718,10.0405,1,0,0,1,36946,0.2293,-0.2751,-0.4176,4,6,1.23333333333333,1.1049,0.9989,0.4631,0.2158,0,1,0,1,1,1,0,1,1.1563,1,0,1,17,1.5043,0.8155,0.7454,616.415,536.75,590.028
38000048,38000311,"0",1062,1,0.8148,0.142,0.6829,13.1111,0,0,0,1,41570,2.1655,0.837,-0.4889,2.5,3.33333333333333,0.0166666666666667,-0.1522,0.2367,0.9799,1.4394,0,0,1,0,1,1,1,1,-0.1108,1,0,1,NA,-0.0621,-0.0086,0.7454,522.7,549.168,467.507
38000049,38000105,"Campania",729,1,1,0.1835,0.2229,13.3761,0,0,0,0,53710,2.1655,1.7011,-0.4234,3,4,0.416666666666667,2.1635,0.9248,1.8543,-0.6788,1,0,1,1,1,1,1,1,1.1563,1,1,1,22,0.2947,1.7359,-0.4195,625.287,632.368,589.015
38000052,38000330,"TrentinoAA",193,1,0.6727,0.4545,0.6925,7.0182,1,0,0,0,24626,-1.3465,-1.3331,NA,4.16666666666667,5,0.35,0.0992,0.1042,-0.7197,0.2594,1,NA,NA,1,0,1,0,1,1.1563,1,1,1,11,-0.4838,0.3708,NA,529.706,430.298,480.387
38000053,38000164,"0",830,1,0.9655,0.2345,0.5711,11.4483,0,0,0,0,49364,0.5025,1.5368,-0.4266,5,3,0.2,-0.4976,-0.679,0.5031,2.5493,1,0,1,1,1,1,1,1,-0.1108,0,0,1,NA,1.0269,0.3708,0.1104,675.242,769.496,663.633
38000055,38000250,"0",981,1,0.9863,0.2466,-2.1182,13.4384,0,0,0,0,35308,0.0417,0.5036,0.0039,2.5,3.33333333333333,0.35,0.8225,0.6584,0.0543,0.6725,0,0,1,1,1,0,1,1,0.0321,0,1,1,11,1.0269,-0.7579,-0.844,458.808,487.983,429.174
38000056,38000311,"0",1062,1,0.8148,0.142,0.6829,13.1111,0,0,0,1,35746,0.7777,0.1994,0.0039,2.75,3.66666666666667,0.183333333333333,-0.8208,-0.0258,-0.5086,0.6467,1,1,0,0,1,1,0,1,-0.1108,1,1,1,26,-0.0153,0.3708,-0.3546,613.058,656.199,615.593
38000057,38000265,"Campania",1055,1,1,0.2708,-2.1182,14.6528,0,0,0,1,42330,0.7777,0.3567,NA,5.25,5.25,0.466666666666667,0.125,1.0258,0.5539,-0.6053,0,1,0,1,1,1,0,0,-0.1108,1,1,1,4,-0.1613,1.7359,0.7454,434.643,476.15,495.852
38000058,38000210,"TrentinoAA",600,1,0.5,0.5714,1.589,5.7143,1,0,0,0,34714,0.1157,-0.4914,0.0039,3.33333333333333,5.83333333333333,0.35,0.0992,0.5305,-0.3832,0.8425,1,0,0,1,1,1,0,1,1.1563,0,0,1,16,1.0269,0.3708,0.7454,588.344,537.469,551.189
38000059,38000032,"TrentinoAA",649,0.9565,1,0.2126,0.6298,10.2205,1,0,0,0,23670,-0.831,-0.5151,0.9373,3.33333333333333,3.33333333333333,0.75,-0.8208,-0.1807,-1.358,-1.3753,1,1,0,0,1,1,0,0,-0.6303,1,1,1,7,0.4597,0.5848,0.7454,548.012,510.893,536.055
38000060,38000450,"Lombardia",287,1,0.0426,0.234,1.8402,12.2128,1,0,0,0,30914,-0.5273,-0.8894,0.8934,1.66666666666667,3.33333333333333,0.166666666666667,-0.576,NA,-0.7213,-0.308,0,1,0,0,1,NA,NA,NA,1.1563,NA,NA,NA,6,-0.3381,NA,-1.8389,386.645,441.489,380.739
38000064,38000442,"0",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,26052,-0.0284,-2.4153,0.0039,4,6,0.416666666666667,0.125,0.1473,0.4631,0.7993,1,0,0,1,0,1,1,1,0.0321,1,0,1,40,0.5423,0.3708,NA,468.982,430.394,428.675
38000066,38000394,"0",785,1,1,0.2651,0.5058,18.9157,0,0,0,1,50246,0.6093,1.7141,1.8837,3.75,5,0.5,1.1049,0.4877,-0.7711,-1.0818,0,0,1,1,1,1,1,0,1.1563,0,1,1,14,0.6642,0.3708,-0.0804,513.244,535.147,499.19
38000067,38000158,"TrentinoAA",219,1,0.3636,0.1091,-0.4789,7.9636,1,0,0,0,30574,-0.1523,-0.8813,-0.8504,4.16666666666667,3.33333333333333,0.5,-2.1154,-0.581,-0.5996,-0.0253,1,1,0,0,1,1,1,1,-1.3821,0,0,0,16,-1.4558,-0.0948,0.7454,483.024,456.861,519.249
38000068,38000139,"TrentinoAA",449,1,0.8305,0.3305,1.7822,7.6102,1,0,0,1,26855,-0.831,-1.9581,1.1892,3.33333333333333,5,0.35,-2.1154,0.6496,0.8101,1.1338,0,0,0,0,0,1,1,1,1.1563,0,0,1,17,0.3645,0.2296,NA,436.333,388.896,394.676
38000070,38000444,"TrentinoAA",945,1,0.4769,0.5231,0.4927,29.0769,1,1,0,0,25379,-1.2278,-1.0928,0.6605,2.5,3.33333333333333,0.75,0.5895,1.1786,-0.2006,0.5736,1,1,0,1,1,0,1,1,-0.1108,1,0,1,14,0.4438,1.356,-1.8389,467.154,411.726,421.346
38000073,38000251,"Lombardia",737,1,0.9646,0.2478,0.3046,13.0442,0,0,0,0,45515,0.2293,1.5399,-0.3506,3.66666666666667,3.66666666666667,0.666666666666667,0.5094,0.0979,0.3236,1.7237,1,0,1,1,0,1,0,1,1.1563,1,1,1,26,-0.928,0.7648,0.7454,535.674,404.059,408.892
38000074,38000383,"0",377,1,0.8734,0.0633,0.2229,9.5443,1,0,0,0,34596,-0.2818,0.3204,0.2884,4,6,0.416666666666667,-0.8372,-0.1558,0.2805,-0.4671,1,1,0,1,1,1,1,1,-0.1108,1,0,1,9,-0.1144,-0.7778,0.7454,554.504,631.803,558.982
38000076,38000199,"0",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,44830,0.6093,1.2668,0.6145,4.58333333333333,6.41666666666667,0.383333333333333,-0.2121,0.5305,-0.8771,-0.9377,1,0,1,1,1,1,1,1,-0.7218,1,0,1,30,-3.1297,-0.2714,-2.3326,646.889,558.443,612.575
38000078,38000379,"0",663,1,1,0.4444,0.9233,13.3939,0,0,0,0,55910,2.1655,1.7948,1.3185,5,4,0.416666666666667,0.5094,1.2974,0.5952,-0.1433,1,0,1,1,1,1,0,1,1.1563,1,1,1,37,-0.8686,-0.5375,0.7454,531.219,556.054,536.905
38000080,38000431,"TrentinoAA",279,1,0.3766,0.1948,1.1957,7.2468,1,0,0,0,19801,-0.0071,-1.1986,-2.4162,3.33333333333333,3.33333333333333,1.16666666666667,NA,NA,-3.0877,-2.505,1,0,0,NA,1,0,NA,0,-2.3196,1,0,0,NA,-1.1955,NA,NA,446.347,387.429,369.521
38000082,38000215,"0",1149,1,1,0.2876,0.3046,15.0196,0,0,0,1,43097,0.7777,1.0998,-0.3478,6.25,5,0.5,0.5094,0.5392,-1.1706,0.5043,1,0,1,0,1,1,0,0,1.1563,0,0,1,18,2.5915,0.0125,0.7454,548.652,484.903,468.248
38000084,38000372,"0",889,1,0.8299,0.1535,1.4991,7.3776,1,0,0,0,29971,-0.6174,-1.4303,0.5529,5,8,0.416666666666667,0.5094,-0.0908,0.4094,1.057,0,0,0,1,1,1,0,1,-0.6281,1,0,1,17,0.6642,0.3708,NA,489.074,521.751,417.609
38000087,38000117,"0",1061,1,0.8186,NA,-0.1024,9.3894,1,0,0,0,37357,0.7777,-0.26,0.6605,3.66666666666667,3.66666666666667,0.933333333333333,-0.8208,0.1123,-0.4646,1.0016,1,1,0,1,1,1,0,1,1.1563,1,0,1,6,-0.0774,-0.709,NA,445.407,452.566,406.48
38000090,38000299,"TrentinoAA",389,1,0.3113,0.053,-0.3599,5.1523,1,0,0,0,25636,-0.5975,-1.102,0.2829,2,2,0.583333333333333,-0.8208,-0.5488,-1.4159,0.5769,0,1,0,1,1,1,0,1,-1.7837,1,0,1,5,-0.604,-0.7778,NA,436.931,469.404,471.096
38000091,38000314,"0",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4096,409.183,444.489,425.448
38000092,38000078,"TrentinoAA",276,1,0.9571,0.0714,0.558,7.8857,1,0,0,0,34348,-0.8341,1.0469,1.3185,3.33333333333333,3.33333333333333,0.633333333333333,-0.4318,0.5305,-1.5554,-0.6425,1,0,1,1,1,1,0,1,-0.6303,1,1,1,25,0.9357,0.3708,0.1104,571.715,540.044,529.779
38000093,38000395,"0",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,26653,-1.2278,-0.0831,-1.0005,3.33333333333333,3.33333333333333,0.35,-2.1154,-2.4981,-0.8771,0.3265,1,0,1,1,0,1,0,0,-1.7275,0,0,1,NA,-0.3381,-1.0096,-2.2251,490.834,404.993,447.551
38000097,38000391,"Lombardia",1412,1,0.86,0.295,-0.2386,14.12,0,0,0,0,51102,0.6062,1.5599,0.6,7,7,0.416666666666667,0.5094,1.1786,-0.4954,-1.0535,0,0,1,0,1,1,1,1,1.1563,1,1,1,17,-0.3381,0.3708,0.6648,617.543,674.571,594.723
38000099,38000181,"0",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,41149,1.0478,0.9662,-0.5803,5,6,0.716666666666667,-0.1808,0.1911,-0.1651,-0.0345,0,0,1,0,1,1,0,1,-0.1108,1,1,1,32,0.6642,-0.2874,0.7454,654.568,655.123,554.402
38000101,38000199,"0",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,42962,1.0478,0.1877,0.0039,3.66666666666667,3.66666666666667,0.666666666666667,0.5094,0.5305,-0.1651,-0.4671,1,0,1,1,1,1,0,0,1.1563,1,0,1,0,-1.5982,1.7359,0.7454,655.819,532.795,552.682
38000102,38000464,"0",844,1,1,0.0678,1.1957,14.3051,0,0,0,0,36532,0.2162,0.4122,1.3185,2.5,3.33333333333333,0.35,-0.4049,0.0795,0.515,1.0016,0,1,0,1,1,1,1,1,-0.1108,0,1,1,2,-0.3776,0.7648,0.7454,564.786,541.707,604.723
38000103,38000112,"0",819,1,0.8111,0.1389,0.8718,9.1,1,0,0,0,37531,0.6093,1.0812,0.5529,3.66666666666667,5.5,1.26666666666667,-0.2121,0.408,-0.8771,0.5306,1,0,1,0,1,1,0,1,-1.0509,0,0,0,26,-1.0894,-0.2152,-1.8389,558.395,521.319,595.591
38000105,38000403,"0",982,1,0.9282,0.1148,0.6298,9.3971,0,0,0,0,28415,0.1157,-0.9709,NA,1.83333333333333,3.66666666666667,0.383333333333333,0.5094,-0.2295,-0.61,1.0461,0,0,0,1,1,1,1,1,-1.1119,0,0,1,9,0.3171,-0.3035,NA,494.112,481.504,467.501
38000107,38000152,"TrentinoAA",240,1,1,0.1636,1.9769,4.3636,1,0,0,0,31184,0.1919,-0.1769,0.8934,3.33333333333333,3.33333333333333,0.633333333333333,0.5094,0.366,-0.4495,0.5209,0,1,0,0,1,0,0,1,-0.1108,1,1,1,8,0.2947,-0.7778,-0.9094,596.049,581.89,571.237
38000109,38000277,"Lombardia",1090,1,0.9063,0.2,-0.2386,13.625,0,0,0,0,30855,-0.2598,-1.8111,0.2884,2.75,3.66666666666667,0.383333333333333,-2.1154,-1.2957,-0.0619,2.5493,0,0,0,0,1,1,1,1,-0.6134,0,0,0,25,-1.1986,0.3708,0.7454,466.221,580.194,536.476
38000111,38000428,"Campania",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,38251,0.7777,0.0208,0.4046,3,6,0.416666666666667,-0.1379,0.1976,-0.5643,1.3418,0,1,0,0,1,1,1,1,0.0321,1,1,1,24,0.6642,0.3708,-0.9094,446.693,460.671,452.564
38000112,38000462,"Lombardia",694,1,0.1026,0.1538,0.2229,11.8632,1,0,0,0,37086,-1.2278,-0.2679,NA,2,3,0.2,-2.1154,-1.0724,-0.3344,-0.5306,0,1,0,1,1,0,1,1,-0.1108,1,0,0,0,-1.0795,-0.7778,NA,432.627,530.901,432.315
38000114,38000276,"TrentinoAA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,23027,-0.5041,-0.6214,0.2299,3.33333333333333,3.33333333333333,0.75,0.6412,1.361,-0.3263,0.2092,0,1,0,0,1,1,1,1,-1.4299,1,0,0,16,0.3171,-0.7778,NA,558.096,564.568,549.076
38000117,38000376,"0",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,50954,1.0478,1.5958,0.2884,5,4,0.416666666666667,0.5094,0.3721,0.1111,-0.0374,0,0,1,1,1,1,0,1,1.1563,1,0,1,12,0.1643,0.3708,0.1104,559.598,584.33,572.988
38000118,38000321,"0",1108,1,0.8,0.2,0.2229,8.864,0,0,0,1,52863,2.1655,1.523,-0.5803,4,4,0.866666666666667,0.5094,0.4913,0.5952,0.0367,1,0,1,1,1,1,1,1,1.1563,1,0,1,27,0.1643,-0.3035,-1.8389,533.686,458.48,428.871
38000119,38000243,"TrentinoAA",371,1,0.6242,0.0671,-0.5434,4.9799,1,0,0,0,28628,-0.8341,-1.1594,1.8837,2.5,2.5,0.35,0.0992,2.4511,-0.7662,0.5209,1,1,0,0,1,NA,NA,NA,1.1563,NA,NA,NA,36,-1.8419,-0.4595,NA,402.07,389.118,434.914
38000123,38000269,"Campania",919,1,0.9686,0.1152,1.3991,9.623,1,0,0,0,28533,-0.8341,-0.6133,-1.2943,5,6,0.416666666666667,-0.05,0.685,-0.005,-1.1488,0,0,1,1,1,1,1,1,-1.0509,1,1,1,26,-1.0649,0.3708,-2.3267,350.427,381.775,367.146
38000124,38000131,"TrentinoAA",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,32560,0.1919,-0.3537,1.8837,2.5,3.33333333333333,0.5,0.5094,0.6584,-0.4954,-0.6871,0,1,0,0,1,1,0,1,-0.1108,1,1,1,10,1.398,-0.5375,0.7454,500.248,543.205,532.576
38000128,38000110,"TrentinoAA",650,1,0.725,0.1417,-0.4221,10.8333,1,0,0,0,34894,0.2737,-0.7018,0.0039,1.66666666666667,2.5,0.866666666666667,0.5094,-0.0034,0.1717,-0.9464,0,1,0,0,1,1,1,1,-0.1108,0,0,1,4,0.9357,0.3708,-0.015,487.319,469.943,484.573
38000129,38000213,"Campania",1028,1,0.9224,0.056,-0.8644,8.8621,1,0,0,0,31829,-0.2031,-1.486,NA,3,4,0.0166666666666667,0.1458,0.9736,1.3961,-0.2039,0,0,0,0,1,1,1,1,-0.1108,1,0,1,10,-0.3381,-0.0948,0.7454,302.72,367.067,335.815
38000130,38000453,"TrentinoAA",NA,NA,NA,NA,-0.0467,NA,1,0,0,0,31418,-0.356,-0.6125,-0.9788,3.33333333333333,3.33333333333333,0.35,0.1458,0.5305,-1.0351,1.5125,1,0,0,0,1,0,0,1,1.1563,1,0,1,34,0.6087,0.3708,NA,442.41,417.069,375.489
38000131,38000319,"TrentinoAA",449,1,0.1034,0.1149,0.6298,10.3218,1,1,0,0,34439,0.4793,-0.1379,0.5529,2.5,2.5,0.5,0.5094,-0.178,-1.308,1.7952,0,1,0,0,1,1,1,1,-1.3733,0,0,1,2,-0.6837,0.3708,NA,533.37,548.679,498.261
38000132,38000247,"TrentinoAA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,32924,-0.1892,-1.4871,0.1727,4.16666666666667,3.33333333333333,0.633333333333333,-2.1154,-1.0606,-0.7315,-0.5224,0,0,0,0,1,1,1,1,-0.1108,1,0,1,4,0.6642,0.3708,-1.0369,523.191,577.685,510.858
38000135,38000017,"0",797,0.6111,0.814,0.1279,NA,9.2674,1,0,0,0,33650,0.7777,-0.3115,-1.2142,4.16666666666667,5.83333333333333,0.5,0.8904,0.7546,-0.9854,0.1806,1,1,0,1,1,1,0,1,-0.7026,0,0,1,9,-0.9389,-0.709,-1.8389,610.312,519.324,547.821
38000137,38000255,"TrentinoAA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,30693,0.0433,0.3546,0.0039,2,3,0.0166666666666667,-0.3928,-0.2052,-0.7662,1.8135,0,0,1,1,1,1,1,1,-0.1639,1,0,1,17,-1.5982,0.0125,0.7454,384.994,349.16,323.645
38000138,38000382,"0",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,39467,0.7777,-0.0151,0.2884,3,2,0.2,0.5094,0.7546,-0.2111,-0.4087,0,1,0,0,1,1,0,1,1.1563,1,0,0,36,0.0897,0.9798,-1.8389,456.976,441.155,441.608
38000139,38000360,"Lombardia",1319,1,0.942,0.2319,0.4927,19.1159,0,0,0,0,43498,1.0478,0.133,0.0039,3,4,0.416666666666667,0.0992,-0.178,-0.4954,-0.3165,0,1,0,1,1,1,0,1,-0.1108,1,1,1,17,0.4638,1.0728,0.7454,592.071,639.49,599.131
38000140,38000275,"TrentinoAA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,34009,-0.9969,-1.4265,1.1892,3.33333333333333,3.33333333333333,0.35,-0.6148,-0.7009,-1.9164,-0.6815,0,0,0,1,1,1,0,1,0.0321,0,0,0,12,0.9357,-1.5357,0.7454,491.687,504.073,462.401
38000144,38000156,"0",1449,1,0.807,0.1614,1.7822,10.1684,1,0,0,0,40142,0.1508,0.2143,0.6605,4.16666666666667,3.33333333333333,0.35,-0.3892,-0.352,-1.3169,-0.8801,1,1,0,1,1,1,1,1,1.1563,1,0,1,8,0.1643,0.3708,NA,526.415,494.863,482.597
38000145,38000409,"TrentinoAA",1070,1,0.7905,0.1621,0.9233,8.4585,0,0,0,0,34710,-0.2236,0.1593,0.9971,2.25,3,0.466666666666667,NA,NA,-1.8679,-0.4753,0,1,0,0,1,NA,NA,NA,-1.4595,NA,NA,NA,30,0.3602,NA,0.7454,490.809,429.935,478.425
38000146,38000493,"0",319,1,0.6727,0.2909,-0.2386,5.8,1,0,0,0,30550,-0.4343,-1.223,0.2829,3,4,0.416666666666667,-0.8208,-0.2052,-0.4849,-1.0445,1,0,0,1,1,1,0,0,-0.1108,0,0,1,5,0.0218,-0.5115,-0.0804,447.611,413.221,416.922
38000148,38000308,"TrentinoAA",299,0.86,0.7358,0.1132,-1.2437,11.283,1,0,0,0,35365,-0.222,-0.1143,NA,2,3,0.716666666666667,0.042,NA,-0.2315,1.5125,0,0,1,0,1,1,1,1,-0.1108,0,1,1,NA,-0.1066,0.8155,-1.0369,315.344,292.3,219.24
38000150,38000075,"TrentinoAA",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,50816,2.1655,0.1731,0.0198,4.16666666666667,3.33333333333333,0.35,-0.2546,0.3471,0.2937,0.7754,1,1,0,1,1,1,1,1,1.1563,1,1,1,13,-2.0945,-0.1574,-0.4195,629.88,565.624,554.134
38000151,38000353,"0",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,35307,0.6093,-1.0689,-0.7439,4,6,0.583333333333333,-0.8208,-0.1991,-0.8771,0.7993,0,0,0,0,1,1,1,1,1.1563,0,1,1,5,-0.3381,0.3708,0.7454,576.32,542.063,549.346
38000152,38000251,"Lombardia",737,1,0.9646,0.2478,0.3046,13.0442,0,0,0,0,33621,0.3005,-0.5833,0.0717,4.58333333333333,3.66666666666667,0.666666666666667,0.5094,0.5305,-0.0056,1.288,0,1,0,1,1,1,1,1,-1.0364,1,0,1,22,-0.3381,0.3708,-0.8325,617.616,587.289,547.459
