"","school_id","region_Campania","region_Lombardia","private_government","private_independent","school_size","overcrowded_classes","ISCED_orient","pcs_per_student","internet_percentage","edu_leadership","curricular_development","istructional_leadership","professional_development","curricular_responsability","resources_responsability","school_authonomy","teacher_participation","material_shortage","staff_shortage","certified_teacher_prop","teacher_num","sci_teacher_prop","certified_sci_teacher_prop","creative_activities","science_resources","teacher_hindering_behav","student_hindering_behav","student_teacher_ratio","student_id","dimension_city","home_possessions","cultural_possessions","escs","disciplinari_climate","learning_time_math","learning_time_lang","learning_time_science","enjoy_science","interest_broad_science","motivat","test_anxiety","pv5math","gender","education_parents_medium","education_parents_high","video_games","immigration_status","internet_social","study_before_school","study_after_school"
"54",38000003,0,0,0,0,569,0,0,1.0732,1,-0.773,-1.4467,-0.7967,0.4295,1.4806,-0.782,0.58,5,-0.849,-0.9308,0.5753,73,0.1575,0.913,1,6,-0.666,-0.8695,7.7945,38018269,2,38031,2.1655,-0.5246,0.8934,4.58333333333333,3.66666666666667,0.383333333333333,0.5094,0.6098,-0.5086,-0.2729,640.023,0,1,0,1,1,1,1,1
"55",38000003,0,0,0,0,569,0,0,1.0732,1,-0.773,-1.4467,-0.7967,0.4295,1.4806,-0.782,0.58,5,-0.849,-0.9308,0.5753,73,0.1575,0.913,1,6,-0.666,-0.8695,7.7945,38003413,2,38830,-0.0652,0.3107,-0.5436,4.58333333333333,3.66666666666667,0.383333333333333,0.5094,-0.2805,-0.8313,0.3997,544.418,0,1,0,0,1,1,0,1
"56",38000003,0,0,0,0,569,0,0,1.0732,1,-0.773,-1.4467,-0.7967,0.4295,1.4806,-0.782,0.58,5,-0.849,-0.9308,0.5753,73,0.1575,0.913,1,6,-0.666,-0.8695,7.7945,38005399,2,54646,1.0478,1.7393,-0.6079,4.16666666666667,3.33333333333333,0.35,-0.1833,-0.2052,0.4094,2.5493,575.152,0,0,1,1,1,1,1,1
"57",38000003,0,0,0,0,569,0,0,1.0732,1,-0.773,-1.4467,-0.7967,0.4295,1.4806,-0.782,0.58,5,-0.849,-0.9308,0.5753,73,0.1575,0.913,1,6,-0.666,-0.8695,7.7945,38003734,2,39813,1.0478,0.3468,0.0039,3.66666666666667,3.66666666666667,0.383333333333333,1.3705,1.5043,1.0385,-0.4071,729.008,0,1,0,1,1,1,0,1
"58",38000003,0,0,0,0,569,0,0,1.0732,1,-0.773,-1.4467,-0.7967,0.4295,1.4806,-0.782,0.58,5,-0.849,-0.9308,0.5753,73,0.1575,0.913,1,6,-0.666,-0.8695,7.7945,38006527,2,35718,0.1508,1.0765,1.8837,4,4,0.416666666666667,-2.1154,0.5305,0.2937,2.5493,522.502,0,0,1,0,1,0,0,1
"59",38000003,0,0,0,0,569,0,0,1.0732,1,-0.773,-1.4467,-0.7967,0.4295,1.4806,-0.782,0.58,5,-0.849,-0.9308,0.5753,73,0.1575,0.913,1,6,-0.666,-0.8695,7.7945,38001441,2,35171,0.0768,0.9118,-0.92,4.58333333333333,5.5,0.533333333333333,1.6903,-0.5836,-0.2776,-0.242,529.352,0,0,1,0,1,1,1,1
"60",38000003,0,0,0,0,569,0,0,1.0732,1,-0.773,-1.4467,-0.7967,0.4295,1.4806,-0.782,0.58,5,-0.849,-0.9308,0.5753,73,0.1575,0.913,1,6,-0.666,-0.8695,7.7945,38001752,2,47306,0.7777,1.5231,0.6605,5.5,3.66666666666667,0.383333333333333,0.5094,0.3043,-0.7662,-0.4671,551.149,1,0,1,1,1,1,1,1
"61",38000003,0,0,0,0,569,0,0,1.0732,1,-0.773,-1.4467,-0.7967,0.4295,1.4806,-0.782,0.58,5,-0.849,-0.9308,0.5753,73,0.1575,0.913,1,6,-0.666,-0.8695,7.7945,38013731,2,31305,0.1919,-0.1932,0.5529,4.58333333333333,3.66666666666667,0.383333333333333,1.1662,-0.0034,0.1111,-0.4671,668.84,1,1,0,0,1,1,1,1
"62",38000003,0,0,0,0,569,0,0,1.0732,1,-0.773,-1.4467,-0.7967,0.4295,1.4806,-0.782,0.58,5,-0.849,-0.9308,0.5753,73,0.1575,0.913,1,6,-0.666,-0.8695,7.7945,38018279,2,37257,0.2162,0.8851,0.8934,5,4,0.416666666666667,2.1635,1.0195,0.2168,-1.0789,604.999,1,0,1,0,1,0,1,1
"63",38000003,0,0,0,0,569,0,0,1.0732,1,-0.773,-1.4467,-0.7967,0.4295,1.4806,-0.782,0.58,5,-0.849,-0.9308,0.5753,73,0.1575,0.913,1,6,-0.666,-0.8695,7.7945,38018087,2,31169,-0.3331,-1.4896,0.2884,4.58333333333333,3.66666666666667,0.383333333333333,-0.8208,-0.3744,-0.4495,0.206,543.025,1,0,0,1,1,0,1,1
